id	aligned	de	it	fr
0	3	('4', '00:00:31,760 --> 00:00:35,760', 'Unsere Geschichte spielt im Jahr 1896 in Neuchâtel.')	('1', '00:00:31,058 --> 00:00:36,440', 'LA STORIA COMINCIA A NEUCHATEL NEL 1896.')	('3', '00:00:31,810 --> 00:00:35,720', 'Notre histoire commence en 1896 à Neuchâtel.')
1	3	('5', '00:00:40,784 --> 00:00:46,080', 'Jean Piaget ist ein zehnjähriger Junge, der sich für alles Mögliche interessiert.')	('2', '00:00:38,954 --> 00:00:51,680', 'JEAN PIAGET HA 10 ANNI E SI INTERESSA A MOLTE COSE: ALLA MECCANICA, AI FOSSILI, ALLE CONCHIGLIE E AGLI UCCELLI.')	('4', '00:00:40,472 --> 00:00:51,760', "Jean Piaget est un petit garçon de 10 ans qui s'intéresse à beaucoup de choses : à la mécanique, aux fossiles, aux coquillages marins et aux oiseaux.")
2	3	('10', '00:00:59,945 --> 00:01:07,960', 'Jean schreibt sofort einen Artikel über seine Entdeckung und schickt ihn der Zeitungsredaktion des Naturhistorischen Museums.')	('4', '00:00:59,122 --> 00:01:11,160', 'JEAN SCRIVE SUBITO UN ARTICOLO SULLA SUA SCOPERTA E LO INVIA AL GIORNALE DEL MUSEO DI STORIA NATURALE.')	('8', '00:00:58,982 --> 00:01:05,200', "Jean écrit un article sur sa découverte et l'envoie au journal du musée d'histoire naturelle.")
3	3	('11', '00:01:08,104 --> 00:01:12,399', 'Sein Artikel ist so interessant, dass ihn die Zeitung sogar druckt.')	('5', '00:01:11,419 --> 00:01:18,280', "L'ARTICOLO E' TALMENTE INTERESSANTE CHE VIENE PUBBLICATO SUL GIORNALE.")	('9', '00:01:08,280 --> 00:01:13,320', "Cet article est si intéressant qu'il est publié dans le journal.")
4	3	('16', '00:01:36,845 --> 00:01:48,760', 'So wird Jean trotz seines sehr jungen Alters ein richtiger Wissenschaftler und schreibt viele wichtige Artikel über alle möglichen Weichtiere, die es auf dieser Welt gibt.')	('11', '00:01:58,936 --> 00:02:10,440', "IL GIOVANE E' TALMENTE CONOSCIUTO CHE ALCUNI SCIENZIATI VORREBBERO INCONTRARLO.")	('13', '00:01:35,864 --> 00:01:48,680', "Ainsi, malgré son jeune âge, Jean devient un véritable spécialiste scientifique, et il connaît assez de choses pour écrire une série d'articles sur les mollusques du monde entier.")
5	3	('18', '00:02:01,387 --> 00:02:08,680', 'Der junge Mann wird so bekannt, dass viele andere Wissenschaftler ihn endlich persönlich kennen lernen möchten.')	('11', '00:01:58,936 --> 00:02:10,440', "IL GIOVANE E' TALMENTE CONOSCIUTO CHE ALCUNI SCIENZIATI VORREBBERO INCONTRARLO.")	('21', '00:03:00,550 --> 00:03:06,720', "Ses recherches deviennent si importantes que Jean est aidé par des équipes d'assistants.")
6	2	('19', '00:02:08,828 --> 00:02:12,999', 'Sie wissen nicht, dass Jean ein sehr schüchterner Mensch ist.')	('12', '00:02:10,762 --> 00:02:16,760', "MA JEAN E' TIMIDO E NON OSA MOSTRARSI.")	
7	3	('21', '00:02:17,945 --> 00:02:22,080', 'Als Erwachsener ist Jean Piaget ein bedeutender Wissenschaftler.')	('13', '00:02:17,188 --> 00:02:22,080', "DIVENTATO ADULTO, E' UN IMPORTANTE SCIENZIATO.")	('15', '00:02:16,863 --> 00:02:20,400', 'Devenu adulte, Jean Piaget est un important scientifique.')
8	3	('22', '00:02:22,227 --> 00:02:28,000', 'Am Jean-Jaques-Rousseau-Institut in Genf befasst er sich intensiv mit Kinderpsychologie.')	('14', '00:02:22,315 --> 00:02:28,680', 'IL SUO LAVORO SI CONCENTRA SULLA PSICOLOGIA DEI BAMBINI.')	('16', '00:02:20,811 --> 00:02:28,640', "A l'Institut Jean-Jacques Rousseau à Genève, son travail se concentre sur la psychologie des enfants.")
9	3	('24', '00:02:39,425 --> 00:02:43,040', 'Jean möchte herausfinden, wie Kinder lernen und wachsen.')	('15', '00:02:29,026 --> 00:02:40,840', 'JEAN VUOLE SCOPRIRE COME I BAMBINI IMPARANO A CRESCERE E OSSERVA MOLTO LE REAZIONI DI SUA FIGLIA.')	('18', '00:02:39,382 --> 00:02:42,960', 'Jean veut savoir comment les enfants apprennent à grandir.')
10	3	('25', '00:02:43,185 --> 00:02:46,640', 'Er beobachtet seine kleine Tochter deshalb ganz genau.')	('18', '00:03:08,960 --> 00:03:18,400', 'I SUOI LAVORI PERMETTONO DI CAPIRE COME I BAMBINI COSTRUISCONO LA PROPRIA CONOSCENZA.')	('19', '00:02:43,343 --> 00:02:46,461', 'Il observe beaucoup les réactions de sa fille.')
