id	aligned	de	it	fr
0	2	('1', '00:00:00,517 --> 00:00:03,203', '10 Uhr morgens in Rüschlikon, beim Tauchplatz Pumphüsli. .')	('2', '00:00:12,122 --> 00:00:16,570', 'Le 10 di mattina a Rueschlikon, in un centro sub sul lago di Zurigo.')	
1	2	('2', '00:00:05,116 --> 00:00:07,052', 'Mit Untertiteln von SWISS TXT')	('41', '00:04:06,003 --> 00:04:12,014', 'sottotitoli SWISS TXT Lugano')	
2	2	('3', '00:00:08,427 --> 00:00:10,292', "Und los geht's.")	('1', '00:00:07,491 --> 00:00:10,010', '* Avanti, andiamo!')	
3	2	('4', '00:00:10,989 --> 00:00:14,052', '10 Uhr morgens in Rüschlikon, beim Tauchplatz Pumphüsli.')	('2', '00:00:12,122 --> 00:00:16,570', 'Le 10 di mattina a Rueschlikon, in un centro sub sul lago di Zurigo.')	
4	2	('5', '00:00:14,761 --> 00:00:21,692', 'Trotz der Nervenkrankheit Multiple Sklerose geht es heute für Susan Bligh ins Wasser zum Tauchen.')	('3', '00:00:16,879 --> 00:00:22,971', 'Nonostante sia affetta da sclerosi multipla, Susan Bligh si prepara per immergersi in acqua.')	
5	2	('6', '00:00:23,730 --> 00:00:24,653', 'Ich habe 200.')	('4', '00:00:24,806 --> 00:00:26,611', '200, va bene!')	
6	2	('7', '00:00:24,806 --> 00:00:25,652', 'Das ist gut.')	('4', '00:00:24,806 --> 00:00:26,611', '200, va bene!')	
7	2	('8', '00:00:26,362 --> 00:00:27,732', 'Die Flasche ist voll.')	('5', '00:00:27,168 --> 00:00:28,450', 'La bombola è piena.')	
8	2	('9', '00:00:28,426 --> 00:00:32,652', 'Obwohl es schüttet wie aus Eimern, lässt sich die Gruppe nicht entmutigen.')	('6', '00:00:28,760 --> 00:00:32,211', 'Anche se piove a catinelle, il gruppo non si scoraggia.')	
9	2	('10', '00:00:33,341 --> 00:00:35,412', 'Und Susan weiss genau, worauf sie sich freut.')	('7', '00:00:32,536 --> 00:00:36,330', 'Susan sa esattamente cosa le piace quando fa sub.')	
10	2	('11', '00:00:36,112 --> 00:00:40,891', 'Auf die Fischlein, auf das Wasser, darauf, gleichberechtigt zu sein.')	('8', '00:00:37,503 --> 00:00:41,691', "I pesci, l'acqua, sentirsi alla pari degli altri.")	
11	2	('12', '00:00:41,580 --> 00:00:44,772', 'Unter Wasser habe ich das Gefühl, wieder zur Gesellschaft zu gehören.')	('9', '00:00:42,687 --> 00:00:47,212', "Sott'acqua ho di nuovo la sensazione che appartengo alla società.")	
12	2	('13', '00:00:45,493 --> 00:00:47,332', 'Ich bin nicht behindert.')	('10', '00:00:47,541 --> 00:00:48,971', 'Non sono disabile.')	
13	2	('14', '00:00:48,015 --> 00:00:50,012', 'Ich kann mich selbst bewegen, wenn ich Lust habe.')	('11', '00:00:49,298 --> 00:00:52,811', 'Mi posso muovere autonomamente, come voglio.')	
14	2	('15', '00:00:50,703 --> 00:00:52,292', 'Das ist das Tollste unter Wasser.')	('30', '00:02:40,605 --> 00:02:44,534', "E' la cosa più bella sott'acqua, è ciò che mi piace di più.")	
15	2	('16', '00:00:53,191 --> 00:00:58,491', 'Wenige Meter entfernt wird Andy Litschauer für den Tauchgang vorbereitet.')	('12', '00:00:54,828 --> 00:00:59,611', "Anche Andy Litschauer viene preparato all'immersione.")	
16	2	('17', '00:00:59,310 --> 00:01:02,132', 'Eins, zwei, drei.')	('13', '00:01:00,467 --> 00:01:02,772', '1, 2, 3!')	
17	2	('18', '00:01:04,808 --> 00:01:05,730', "Geht's?")	('4', '00:00:24,806 --> 00:00:26,611', '200, va bene!')	
18	2	('19', '00:01:06,037 --> 00:01:06,652', '- Ja.')	('4', '00:00:24,806 --> 00:00:26,611', '200, va bene!')	
19	2	('20', '00:01:07,355 --> 00:01:08,732', 'Andy ist Tetraplegiker.')	('14', '00:01:06,719 --> 00:01:08,652', 'Andy è tetraplegico.')	
20	2	('21', '00:01:09,428 --> 00:01:12,092', 'Vor acht Jahren hatte er einen schweren Skiunfall.')	('15', '00:01:08,959 --> 00:01:17,972', '8 anni fa ha subito un grave incidente sugli sci che gli ha procurato una lesione midollare nella parte alta della colonna vertebrale.')	
21	2	('22', '00:01:12,790 --> 00:01:16,291', 'Nur noch seine Arme kann er bewegen, unter grosser Anstrengung.')	('16', '00:01:18,279 --> 00:01:20,292', 'Riesce a muovere solo le braccia.')	
22	2	('26', '00:01:26,395 --> 00:01:29,292', 'Ich freue mich, wenn ich endlich mal fertig bin.')	('36', '00:03:27,784 --> 00:03:31,454', 'Ciononostante per me è una bella sensazione.')	
23	2	('27', '00:01:31,121 --> 00:01:33,371', 'Wieso tut man sich diese Tortur an?')	('19', '00:01:32,219 --> 00:01:34,772', 'Perché fare tutta questa fatica?')	
24	2	('28', '00:01:34,546 --> 00:01:39,651', 'Na ja, weil das ein Hobby ist, das ich noch ausüben kann.')	('20', '00:01:36,820 --> 00:01:40,452', 'Perché è un hobby che posso ancora praticare.')	
25	2	('30', '00:01:45,512 --> 00:01:50,610', 'Jetzt ist es etwas mehr eine Tortur, aber sie lohnt sich, wenn man dann im Wasser ist.')	('21', '00:01:40,781 --> 00:01:50,812', 'Mi sono già immerso in passato e ora la prova è più impegnativa, ma ne vale la pena, quando si è in acqua.')	
26	2	('31', '00:01:51,847 --> 00:01:55,501', 'Die Mitglieder von HSA-Switzerland, der Handicapped')	('41', '00:04:06,003 --> 00:04:12,014', 'sottotitoli SWISS TXT Lugano')	
27	2	('33', '00:01:56,086 --> 00:02:00,692', 'Association, helfen Personen wie Andy in ihrer Freizeit - unentgeltlich.')	('22', '00:01:52,667 --> 00:02:02,373', 'I soci dell\'Associazione "Handicapped Scuba Association" aiutano persone come Andy nel tempo libero e a titolo gratuito.')	
28	2	('34', '00:02:01,562 --> 00:02:03,572', 'Susan treibt bereits im Wasser.')	('23', '00:02:02,685 --> 00:02:05,133', "Susan sta già galleggiando nell'acqua.")	
29	2	('36', '00:02:07,268 --> 00:02:13,091', 'Für das Tauchen mit behinderten Personen mussten sie eine spezielle Tauchausbildung absolvieren.')	('25', '00:02:08,601 --> 00:02:15,132', 'Le persone disabili hanno dovuto completare una formazione speciale per essere sommozzatori.')	
30	2	('37', '00:02:15,195 --> 00:02:17,531', 'Ein Tauchlehrer hält Susan an der Hand.')	('26', '00:02:16,731 --> 00:02:24,772', "Un istruttore subacqueo tiene Susan per mano in modo da poter percepire se la donna ha un crampo muscolare sott'acqua.")	
31	2	('38', '00:02:18,220 --> 00:02:21,451', 'So kann er spüren, falls sie unter Wasser einen Krampfanfall bekommt.')	('32', '00:02:54,368 --> 00:03:01,494', "Durante l'immersione devono assicurarsi che possa compensare la pressione che provoca dolore alle orecchie.")	
32	2	('39', '00:02:22,153 --> 00:02:25,132', 'Die ersten Fische lassen nicht lange auf sich warten.')	('27', '00:02:25,093 --> 00:02:28,093', 'I primi pesci non tardano a farsi vedere.')	
33	2	('40', '00:02:27,208 --> 00:02:29,131', 'Dieses Gefühl von Freiheit.')	('28', '00:02:28,413 --> 00:02:37,052', 'Questa sensazione di libertà, la possibilità di galleggiare, di non essere limitata da alcuna costrizione.')	
34	2	('43', '00:02:38,822 --> 00:02:40,731', 'Man entscheidet selbst, wohin man geht.')	('29', '00:02:37,850 --> 00:02:40,293', 'Posso decidere da sola dove andare.')	
35	2	('44', '00:02:41,534 --> 00:02:43,851', 'Das ist das Tolle unter Wasser.')	('30', '00:02:40,605 --> 00:02:44,534', "E' la cosa più bella sott'acqua, è ciò che mi piace di più.")	
36	2	('45', '00:02:44,545 --> 00:02:45,930', 'Das gefällt mir am meisten.')	('36', '00:03:27,784 --> 00:03:31,454', 'Ciononostante per me è una bella sensazione.')	
37	2	('46', '00:02:48,488 --> 00:02:51,731', 'Für Andy geht es kopfvoran in den Zürichsee.')	('41', '00:04:06,003 --> 00:04:12,014', 'sottotitoli SWISS TXT Lugano')	
38	2	('49', '00:03:01,232 --> 00:03:06,251', 'Beim Abtauchen müssen sie darauf achten, dass er den Druckausgleich durchführen kann.')	('32', '00:02:54,368 --> 00:03:01,494', "Durante l'immersione devono assicurarsi che possa compensare la pressione che provoca dolore alle orecchie.")	
39	2	('50', '00:03:06,948 --> 00:03:09,811', 'Mit beiden Fäusten muss er hierzu die Nase zudrücken.')	('33', '00:03:01,801 --> 00:03:08,254', "Per farlo, deve stringere il naso con entrambi i pugni, movimento che sott'acqua riesce a fare da solo.")	
40	2	('51', '00:03:10,511 --> 00:03:13,211', 'Unter Wasser fällt ihm diese Bewegung leichter.')	('28', '00:02:28,413 --> 00:02:37,052', 'Questa sensazione di libertà, la possibilità di galleggiare, di non essere limitata da alcuna costrizione.')	
41	2	('53', '00:03:23,873 --> 00:03:32,411', 'Klar, ich bin sonst komplett angewiesen auf meine Buddys und auf den Instruktor.')	('35', '00:03:20,016 --> 00:03:25,214', "E' chiaro, dipendo completamente dai miei compagni e dall'istruttore.")	
42	2	('54', '00:03:34,225 --> 00:03:48,251', 'Für mich ist es nach wie vor ein cooles Gefühl, auch wenn mir jemand helfen muss, um mich wieder zu richten, wenn ich im Wasser abdrifte.')	('21', '00:01:40,781 --> 00:01:50,812', 'Mi sono già immerso in passato e ora la prova è più impegnativa, ma ne vale la pena, quando si è in acqua.')	
43	2	('55', '00:03:49,538 --> 00:03:54,690', 'Aber die Schwerelosigkeit ist trotzdem da.')	('36', '00:03:27,784 --> 00:03:31,454', 'Ciononostante per me è una bella sensazione.')	
44	2	('56', '00:03:56,008 --> 00:03:57,930', 'Diese gefällt mir sehr gut.')	('36', '00:03:27,784 --> 00:03:31,454', 'Ciononostante per me è una bella sensazione.')	
45	2	('57', '00:03:58,658 --> 00:04:00,042', 'Nach rund 30 Min.')	('40', '00:03:51,736 --> 00:03:57,934', 'Dopo 30 minuti, è ora di riemergere e di portare a terra i momenti di felicità.')	
46	2	('59', '00:04:12,320 --> 00:04:12,974', 'SWISS TXT /')	('41', '00:04:06,003 --> 00:04:12,014', 'sottotitoli SWISS TXT Lugano')	
