id	aligned	de	it	fr
0	3	('1', '00:00:01,600 --> 00:00:01,928', '. Mit')	('7', '00:01:30,335 --> 00:01:32,440', 'SU UN ALBERO?')	('1', '00:00:09,160 --> 00:00:27,480', '...')
1	3	('2', '00:00:02,093 --> 00:00:06,480', 'Untertiteln von SWISS TXT * Drollige, erwartungsvolle Musik *')	('3', '00:00:48,326 --> 00:00:55,000', "MA LA NATURA E' PIENA DI BESTIE SELVAGGE.")	('2', '00:00:27,872 --> 00:00:31,200', '-Aujourd\'hui dans "Helveticus" : les Lacustres.')
2	2	('4', '00:00:31,347 --> 00:00:35,960', "Unsere Geschichte spielt irgendwo im Mittelland vor ca. 5'000 Jahren.")	('1', '00:00:34,655 --> 00:00:40,880', 'LA STORIA SI SVOLGE IN SVIZZERA 5 MILA ANNI FA.')	
3	3	('7', '00:00:46,225 --> 00:00:50,880', 'Er sollte jedoch aufpassen, denn in der Natur gibt es viele wilde Tiere.')	('9', '00:01:43,014 --> 00:01:49,480', 'MA ALMENO GLI ANIMALI SELVAGGI STANNO A DISTANZA.')	('5', '00:00:44,570 --> 00:00:48,840', 'Il devrait se méfier, car la nature est remplie de bêtes sauvages.')
4	3	('9', '00:00:55,505 --> 00:01:06,259', 'Knurren * Ui, ui, ui.')	('18', '00:02:56,392 --> 00:03:00,200', "STAVOLTA L'UOMO HA CAPITO.")	('14', '00:01:40,840 --> 00:01:41,280', 'Aïe !')
5	3	('10', '00:01:06,415 --> 00:01:07,040', 'Gerettet!')	('4', '00:01:07,516 --> 00:01:09,080', 'UFF, SALVO!')	('7', '00:01:05,600 --> 00:01:06,800', 'Sauvé.')
6	3	('11', '00:01:07,187 --> 00:01:12,680', 'Unser Mann trifft endlich seine Familie in der Höhle, in die sie einziehen wollen.')	('5', '00:01:09,239 --> 00:01:18,040', "L'UOMO RAGGIUNGE LA SUA FAMIGLIA IN UNA GROTTA, MA QUALCUN ALTRO ABITA QUI.")	('8', '00:01:07,185 --> 00:01:12,440', "Notre homme retrouve sa famille dans la grotte où ils viennent de s'installer.")
7	3	('12', '00:01:12,849 --> 00:01:15,360', 'Aber hier wohnt schon jemand.')	('11', '00:02:02,584 --> 00:02:05,720', 'BISOGNA TROVARE UN ALTRO POSTO.')	('9', '00:01:12,836 --> 00:01:15,760', "Mais quelqu'un d'autre habite déjà ici.")
8	3	('13', '00:01:19,646 --> 00:01:20,342', '* Knurren')	('0', '00:00:04,480 --> 00:00:29,480', '* * * * * * * * * * *')	('7', '00:01:05,600 --> 00:01:06,800', 'Sauvé.')
9	3	('14', '00:01:20,516 --> 00:01:21,560', 'und Schreie *')	('4', '00:01:07,516 --> 00:01:09,080', 'UFF, SALVO!')	('13', '00:01:39,630 --> 00:01:40,620', '-Aaaaaah !')
10	3	('16', '00:01:27,741 --> 00:01:29,880', 'Hm, warum denn nicht auf einem Baum?')	('10', '00:01:56,018 --> 00:02:00,440', "GLI ALBERI NON SONO COSI' SICURI.")	('11', '00:01:27,950 --> 00:01:30,080', 'Et pourquoi pas dans un arbre ?')
11	3	('17', '00:01:35,065 --> 00:01:38,880', 'Es ist nicht einfach, in ein Haus so hoch oben zu klettern.')	('8', '00:01:37,112 --> 00:01:42,640', "CON UNA CASA IN ALTO, E' DIFFICILE TORNARE A CASA.")	('12', '00:01:35,062 --> 00:01:39,200', "Avec une maison si haut, c'est pas très facile de rentrer chez soi.")
12	3	('18', '00:01:39,093 --> 00:01:39,493', '* Er')	('0', '00:00:04,480 --> 00:00:29,480', '* * * * * * * * * * *')	('1', '00:00:09,160 --> 00:00:27,480', '...')
13	3	('19', '00:01:39,760 --> 00:01:40,693', 'schreit.')	('4', '00:01:07,516 --> 00:01:09,080', 'UFF, SALVO!')	('6', '00:01:04,080 --> 00:01:05,040', 'Ouf !')
14	3	('20', '00:01:40,960 --> 00:01:43,684', '* Wenigstens')	('0', '00:00:04,480 --> 00:00:29,480', '* * * * * * * * * * *')	('7', '00:01:05,600 --> 00:01:06,800', 'Sauvé.')
15	3	('21', '00:01:43,821 --> 00:01:46,560', 'kommen die wilden Tiere nicht an sie ran.')	('9', '00:01:43,014 --> 00:01:49,480', 'MA ALMENO GLI ANIMALI SELVAGGI STANNO A DISTANZA.')	('15', '00:01:41,662 --> 00:01:45,240', "-Mais au moins, les animaux sauvages sont tenus à l'écart.")
16	3	('22', '00:01:53,956 --> 00:01:56,720', 'So sicher sind Bäume eben doch nicht.')	('10', '00:01:56,018 --> 00:02:00,440', "GLI ALBERI NON SONO COSI' SICURI.")	('16', '00:01:53,948 --> 00:01:56,480', 'Les arbres ne sont pas si sûrs que ça.')
17	3	('23', '00:02:00,574 --> 00:02:01,920', '* Schreie *')	('4', '00:01:07,516 --> 00:01:09,080', 'UFF, SALVO!')	('6', '00:01:04,080 --> 00:01:05,040', 'Ouf !')
18	3	('24', '00:02:02,065 --> 00:02:05,120', 'Dann müssen sie eben einen anderen Platz finden.')	('11', '00:02:02,584 --> 00:02:05,720', 'BISOGNA TROVARE UN ALTRO POSTO.')	('17', '00:02:00,530 --> 00:02:03,440', 'Il faut trouver un autre endroit.')
