id	aligned	de	it	fr
0	2	('1', '00:00:02,124 --> 00:00:05,013', '. Mit')	('24', '00:02:28,748 --> 00:02:30,286', 'Perché?')	
1	2	('2', '00:00:05,151 --> 00:00:10,404', 'Untertiteln von SWISS TXT (Frau) Okay, lasst uns anfangen!')	('1', '00:00:02,014 --> 00:00:10,133', '* * Ok, cominciamo.')	
2	2	('3', '00:00:12,169 --> 00:00:14,084', 'Müllsammeln in Thailand.')	('2', '00:00:12,978 --> 00:00:15,693', 'Raccolta dei rifiuti in Thailandia.')	
3	2	('4', '00:00:14,793 --> 00:00:21,644', 'Die Freiwilligen der Organisation Trash Hero suchen am Strand von Hua Hin die grossen und kleinen Abfälle.')	('3', '00:00:16,249 --> 00:00:22,974', "I volontari dell'organizzazione Trash Hero, cercano spazzatura grande e piccola su una spiaggia.")	
4	2	('5', '00:00:22,338 --> 00:00:26,684', 'Obwohl hier am Strand Rauchverbot ist, liegen hier jede Menge Kippen rum.')	('4', '00:00:24,487 --> 00:00:28,774', 'Anche se in spiaggia è vietato fumare, ci sono molti mozziconi.')	
5	2	('6', '00:00:27,415 --> 00:00:36,924', "Das ist schlimm, der Wind treibt die Kippen ins Meer, die werden dann von den Fischen gefressen und dann wird's heavy.")	('6', '00:00:31,783 --> 00:00:39,414', 'Il vento li spinge in mare, poi vengono mangiati dai pesci e la situazione può solo peggiorare.')	
6	2	('7', '00:00:38,916 --> 00:00:41,693', 'Darum ... Deshalb')	('1', '00:00:02,014 --> 00:00:10,133', '* * Ok, cominciamo.')	
7	2	('8', '00:00:41,947 --> 00:00:48,204', 'ist es wichtig, hier auch die kleinen Dinge aufzusammeln und aus dem Strand rauszuholen.')	('7', '00:00:39,966 --> 00:00:46,575', 'Ecco perché è importante raccogliere anche le piccole cose e portarle via dalla spiaggia.')	
8	2	('9', '00:00:48,902 --> 00:00:52,364', 'Der Deutsche Gerd Hollnagel lebt seit vier Jahren in Thailand.')	('8', '00:00:49,449 --> 00:00:53,175', 'Il tedesco Gerd Hollnagel vive in Thailandia da 4 anni.')	
9	2	('10', '00:00:53,048 --> 00:00:57,443', 'Fast ebenso lange sammelt er einmal pro Woche am Strand den Müll der anderen.')	('9', '00:00:53,506 --> 00:00:59,734', 'Da quasi altrettanto tempo raccoglie rifiuti sulla spiaggia una volta alla settimana.')	
10	2	('11', '00:00:58,142 --> 00:00:59,524', 'Mich würde interessieren:')	('24', '00:02:28,748 --> 00:02:30,286', 'Perché?')	
11	2	('12', '00:01:00,218 --> 00:01:02,724', 'Werden Sie vom Restaurantbesitzer dafür bezahlt?')	('10', '00:01:01,809 --> 00:01:05,535', 'Scusi, ma lei è pagato dal proprietario del ristorante?')	
