id	aligned	de	it	fr
0	2	('1', '00:00:02,000 --> 00:00:04,366', '. Mit')		('8', '00:00:52,800 --> 00:00:55,147', '-On met quelque chose dessus ?')
1	2	('2', '00:00:04,504 --> 00:00:06,160', 'Untertiteln von SWISS TXT')		('44', '00:04:20,616 --> 00:04:23,480', 'Sous-titrage SWISS TXT')
2	2	('3', '00:00:09,231 --> 00:00:13,960', 'Es gibt immer wieder Blasen oder kleine Verletzungen an den Händen.')		('2', '00:00:17,369 --> 00:00:23,000', "-J'ai régulièrement des ampoules ou des blessures sur les mains.")
3	2	('4', '00:00:14,112 --> 00:00:19,520', 'Das hinterlässt diese Vernarbungen, weil es immer wieder Verletzungen gibt.')		('2', '00:00:17,369 --> 00:00:23,000', "-J'ai régulièrement des ampoules ou des blessures sur les mains.")
4	2	('7', '00:00:23,215 --> 00:00:26,160', 'Es kann ab und zu vorkommen, dass es irgendetwas gibt.')		('20', '00:02:20,156 --> 00:02:20,768', 'Peut-être')
5	2	('8', '00:00:26,297 --> 00:00:32,800', 'Wenn die Hautschichten nicht richtig zusammenhalten, braucht es nicht viel, dass sich eine Schicht oder so löst.')		('6', '00:00:36,511 --> 00:00:44,760', "Et puisque les couches de la peau ne collent pas l'une à l'autre correctement, elles se détachent rapidement.")
6	2	('9', '00:00:34,145 --> 00:00:37,400', 'Ja, und das hinterlässt nachher diese Vernarbungen.')		('1', '00:00:00,813 --> 00:00:02,440', '...')
7	2	('10', '00:00:38,434 --> 00:00:44,280', 'Seit ihrer Geburt hat Jennifer Pauli Epidermolysis bullosa - EB genannt.')		('7', '00:00:45,031 --> 00:00:49,920', "-Jennifer Pauli souffre d'épidermolyse bulleuse depuis sa naissance.")
8	2	('11', '00:00:44,419 --> 00:00:46,985', 'Willst du noch etwas drauf tun oder ist gut?')		('8', '00:00:52,800 --> 00:00:55,147', '-On met quelque chose dessus ?')
9	2	('12', '00:00:47,104 --> 00:00:48,000', '- Nein, ist gut.')		('9', '00:00:55,309 --> 00:00:56,200', '-Non, ça va.')
10	2	('13', '00:00:49,575 --> 00:00:58,440', 'Umgangssprachlich werden Personen mit dieser Krankheit als Schmetterlingskinder bezeichnet, denn ihre Haut ist so fragil wie ein Schmetterlingsflügel.')		('10', '00:00:59,025 --> 00:01:09,280', '-Les personnes atteintes de cette maladie sont surnommées "enfants papillon" car leur peau est aussi fragile que les ailes d\'un papillon.')
11	2	('15', '00:01:04,381 --> 00:01:07,040', 'In der Schweiz gibt es knapp 200 Betroffene.')		('11', '00:01:09,550 --> 00:01:14,600', 'Cette maladie génétique rare concerne seulement 200 individus en Suisse.')
12	2	('16', '00:01:07,586 --> 00:01:12,520', 'Jennifers Verwachsungen der Finger - auch sie sind eine der Folgen der Krankheit.')		('12', '00:01:14,892 --> 00:01:20,560', 'La fusion des doigts de Jennifer est une autre conséquence de cette maladie.')
13	2	('17', '00:01:14,566 --> 00:01:26,280', 'Darum dehnen und massieren wir die Finger, um die Durchblutung anzuregen und auch um die noch wenig vor- handene Beweglichkeit zu erhalten.')		('13', '00:01:22,535 --> 00:01:33,360', '-Nous nous étirons les doigts pour stimuler la circulation sanguine et conserver la petite mobilité qui me reste.')
14	2	('18', '00:01:26,541 --> 00:01:33,080', 'Auch innerlich, damit die Gelenke nicht verkleben.')		('14', '00:01:33,694 --> 00:01:41,520', "On le fait aussi afin d'éviter la fusion des articulations.")
15	2	('19', '00:01:34,660 --> 00:01:41,200', 'Gut 3 Std. braucht Jennifer, bis ihr ganzer Körper eingecremt und mit den diversen Verbänden abgedeckt ist.')		('15', '00:01:42,589 --> 00:01:47,440', '-Il faut trois heures pour recouvrir son corps de crème et de bandages.')
