id	aligned	de	it	fr
0	3	('2', '00:00:02,093 --> 00:00:06,480', 'Untertiteln von SWISS TXT * Drollige, erwartungsvolle Musik *')	('11', '00:01:57,336 --> 00:02:02,960', 'IL SIGNORE ORDINA AI SOLDATI DI PRENDERE LA CASA DI WERNER.')	('31', '00:03:51,536 --> 00:03:54,400', 'Sous-titrage SWISS TXT')
1	3	('3', '00:00:27,956 --> 00:00:30,920', 'Heute bei "Helveticus": der Rütlischwur.')	('11', '00:01:57,336 --> 00:02:02,960', 'IL SIGNORE ORDINA AI SOLDATI DI PRENDERE LA CASA DI WERNER.')	('3', '00:00:27,548 --> 00:00:31,160', '-Aujourd\'hui dans "Helveticus", le serment du Gruetli.')
2	3	('20', '00:02:06,947 --> 00:02:13,800', 'Als Werner Arnolds Brief liest, schreibt er Walter, einem anderen Freund, auch eine geheime Botschaft.')	('12', '00:02:07,698 --> 00:02:19,120', 'LEGGENDO LA LETTERA DI ARNOLD, ANCHE WERNER DECIDE DI SCRIVERE UN MESSAGGIO SEGRETO AD UN SUO AMICO, WALTER.')	('20', '00:02:06,834 --> 00:02:16,800', "En lisant la lettre d'Arnold, Werner décide de rédiger lui aussi un message à son ami Walter, et le donne à notre courageux messager.")
3	3	('23', '00:02:28,469 --> 00:02:35,800', 'Zur gleichen Zeit bekommt Walter Besuch einer Bande von Räuber:innen, die ihm all seine Tiere stehlen will.')	('14', '00:02:30,510 --> 00:02:37,240', 'INTANTO DEI BRIGANTI VANNO DA WALTER PER RUBARGLI GLI ANIMALI.')	('22', '00:02:28,346 --> 00:02:35,840', 'Pendant ce temps, une troupe de brigands arrive chez Walter pour lui voler tous ses animaux.')
4	3	('26', '00:02:57,895 --> 00:03:04,280', 'Als er Arnolds Brief liest, hat Walter wieder Hoffnung und macht sich sofort auf den Weg an ein mysteriöses Treffen.')	('12', '00:02:07,698 --> 00:02:19,120', 'LEGGENDO LA LETTERA DI ARNOLD, ANCHE WERNER DECIDE DI SCRIVERE UN MESSAGGIO SEGRETO AD UN SUO AMICO, WALTER.')	('25', '00:02:55,880 --> 00:03:04,040', '-En lisant le message, Walter reprend espoir, et part immédiatement à un mystérieux rendez-vous.')
5	3	('27', '00:03:07,861 --> 00:03:11,040', 'Unsere drei Freunde gehen alle an einen geheimen Ort.')	('17', '00:03:07,328 --> 00:03:11,640', 'I TRE COMPAGNI SI DIRIGONO VERSO UN LUOGO SEGRETO.')	('27', '00:03:05,165 --> 00:03:10,800', '-Nos trois compagnons se dirigent vers un lieu secret.')
6	2	('28', '00:03:11,195 --> 00:03:16,120', 'Auf der Rütliwiese schwören sie sich, in Zukunft zusammenzuhalten.')	('18', '00:03:11,779 --> 00:03:19,240', 'VANNO SUL PRATO DEL GRUTLI, E SI FANNO UNA PROMESSA.')	
7	3	('30', '00:03:19,916 --> 00:03:23,200', 'Dieses Versprechen wird Rütlischwur genannt.')	('18', '00:03:11,779 --> 00:03:19,240', 'VANNO SUL PRATO DEL GRUTLI, E SI FANNO UNA PROMESSA.')	('3', '00:00:27,548 --> 00:00:31,160', '-Aujourd\'hui dans "Helveticus", le serment du Gruetli.')
8	3	('33', '00:03:36,717 --> 00:03:42,000', 'Und so entstand die Eidgenossenschaft - mit heute insgesamt 26 Kantonen.')	('21', '00:03:30,595 --> 00:03:43,880', 'POI GLI ABITANTI DI ALTRE VALLI SI SONO UNITI A LORO PER FORMARE LA "CONFEDERAZIONE ELVETICA", CHE OGGI CONTA 26 CANTONI.')	('30', '00:03:26,562 --> 00:03:41,480', "Tout ne s'est peut-être pas passé exactement comme ça, mais peu à peu, les habitants des autres vallées s'unirent aux Waldstetten pour former la Confédération helvétique, qui compte aujourd'hui 26 cantons.")
9	2	('1', '00:00:01,600 --> 00:00:01,928', '. Mit')		('24', '00:02:54,352 --> 00:02:55,600', '-Ah !')
10	2	('4', '00:00:31,630 --> 00:00:36,280', 'Unsere Geschichte spielt in der Region Uri, Schwyz und Unterwalden.')		('4', '00:00:31,427 --> 00:00:35,920', 'Notre histoire se passe dans la région de Uri, Schwytz et Unterwald.')
11	2	('5', '00:00:36,442 --> 00:00:40,920', 'Wir befinden uns mitten in den schönen Schweizer Alpen.')		('5', '00:00:36,873 --> 00:00:40,680', 'Nous voici en 1291, au beau milieu des Alpes suisses.')
12	2	('6', '00:00:41,065 --> 00:00:48,280', 'Hier wohnen die Waldstätter:innen, das sind Bäuer:innen, die sich um ihre Felder, Tiere und Wälder kümmern.')		('6', '00:00:40,950 --> 00:00:48,040', "C'est ici qu'habitent les Waldstetten, des paysans qui s'occupent de leurs animaux et de leurs cultures.")
13	2	('7', '00:00:48,415 --> 00:00:52,160', 'Zu dieser Zeit herrscht ein reicher Habsburger Vogt über die Region.')		('7', '00:00:48,310 --> 00:00:52,640', 'Toute la région est contrôlée par un riche seigneur Habsbourg.')
14	2	('8', '00:00:52,296 --> 00:01:00,320', 'Die Waldstätter:innen sind aber gar nicht glücklich mit ihm, da er streng ist und nichts gegen die gefährlichen Räuber:innen unternimmt.')		('8', '00:00:52,908 --> 00:01:00,360', 'Mais entre les seigneurs très sévères et les brigands, les routes ne sont pas sûres pour les Waldstetten.')
15	2	('9', '00:01:02,471 --> 00:01:06,560', 'Das ist Arnold, der in der Stadt sein Mehl verkaufen will.')		('9', '00:01:03,208 --> 00:01:09,720', 'Elle crie -Voici Arnold qui se prépare à aller en ville pour vendre sa farine.')
16	2	('12', '00:01:18,224 --> 00:01:20,880', 'Arnold findet das ungerecht und sagt Nein.')		('11', '00:01:18,107 --> 00:01:20,520', 'Arnold trouve cela injuste et refuse.')
17	2	('13', '00:01:21,025 --> 00:01:26,840', 'Darauf befiehlt der böse General seinen Soldaten, Arnold das Mehl einfach wegzunehmen.')		('14', '00:01:30,552 --> 00:01:36,680', 'Ils crient Arnold a une idée pour se débarrasser de ces soldats malhonnêtes.')
18	2	('14', '00:01:32,309 --> 00:01:36,080', 'Arnold wird richtig wütend, aber dann hat er eine Idee.')		('14', '00:01:30,552 --> 00:01:36,680', 'Ils crient Arnold a une idée pour se débarrasser de ces soldats malhonnêtes.')
19	2	('15', '00:01:36,226 --> 00:01:40,400', 'Er lässt seinen Nachbarn Werner eine geheime Botschaft schicken.')		('15', '00:01:36,964 --> 00:01:42,800', "Il écrit un message secret à son voisin de la vallée d'à côté, Werner.")
20	2	('16', '00:01:43,178 --> 00:01:46,920', 'Zur gleichen Zeit bekommt Werner Besuch eines neidischen Fürsten.')		('16', '00:01:43,067 --> 00:01:47,120', "Au même moment, Werner reçoit la visite d'un seigneur jaloux.")
21	2	('17', '00:01:47,058 --> 00:01:49,560', 'Dieser befiehlt ihm, sein Haus zu verlassen.')		('18', '00:01:54,513 --> 00:01:58,840', "Le seigneur ordonne à ses soldats de s'emparer de la maison.")
22	2	('18', '00:01:49,704 --> 00:01:54,479', 'Es sei viel zu schön für einen Waldstätter, aber auch Werner sagt Nein.')		('17', '00:01:47,400 --> 00:01:54,240', 'Il lui ordonne de quitter sa maison, car elle est trop belle, mais Werner refuse.')
23	2	('19', '00:01:54,612 --> 00:01:59,080', 'Also befiehlt der Fürst seinen Soldaten, Werner aus seinem Haus zu verjagen.')		('18', '00:01:54,513 --> 00:01:58,840', "Le seigneur ordonne à ses soldats de s'emparer de la maison.")
24	2	('22', '00:02:17,192 --> 00:02:21,640', 'Auf seinem Weg kommt der Postbote manchmal in Schwierigkeiten.')		('21', '00:02:17,091 --> 00:02:24,000', 'En chemin, le jeune homme a quelques difficultés à se faire obéir.')
25	2	('24', '00:02:35,939 --> 00:02:39,280', 'Walter hat natürlich versucht, seine Tiere zu verstecken.')		('23', '00:02:36,111 --> 00:02:42,600', 'Walter a bien essayé de cacher ses vaches, mais les voleurs trouvent toutes les cachettes.')
26	2	('31', '00:03:23,829 --> 00:03:26,520', 'Und das ist das Ende unserer Geschichte.')		('29', '00:03:23,296 --> 00:03:26,280', 'Notre histoire se termine ainsi.')
27	2	('32', '00:03:26,671 --> 00:03:36,560', 'Vielleicht geschah nicht alles genau so, aber im Verlauf der Zeit schlossen sich auch die Bewohner:innen anderer Täler dieser verschworenen Gemeinschaft an.')		('30', '00:03:26,562 --> 00:03:41,480', "Tout ne s'est peut-être pas passé exactement comme ça, mais peu à peu, les habitants des autres vallées s'unirent aux Waldstetten pour former la Confédération helvétique, qui compte aujourd'hui 26 cantons.")
28	2	('34', '00:03:42,144 --> 00:03:42,794', 'SWISS TXT /')		('31', '00:03:51,536 --> 00:03:54,400', 'Sous-titrage SWISS TXT')
