id	aligned	de	it	fr
0	3	('1', '00:00:03,327 --> 00:00:05,853', '. Mit')	('28', '00:03:26,182 --> 00:03:27,729', "Com'è andata?")	('1', '00:00:00,666 --> 00:00:02,000', '...')
1	3	('2', '00:00:06,016 --> 00:00:12,566', 'Untertiteln von SWISS TXT Sevan ist unterwegs in Sachen Nachhaltigkeit.')	('32', '00:03:43,397 --> 00:03:49,409', 'sottotitoli SWISS TXT Lugano')	('37', '00:03:51,216 --> 00:03:54,080', 'Sous-titrage SWISS TXT')
2	3	('4', '00:00:25,554 --> 00:00:30,966', 'Der steht jetzt auf "Lächeln", weil nur ein paar Schalen wiederverwertbar wären.')	('6', '00:00:31,535 --> 00:00:38,526', 'Altrimenti i rifiuti vengono separati bene, anche il cartone, quindi è piuttosto sorridente.')	('25', '00:02:37,667 --> 00:02:45,480', "C'est ces petits gestes qui peuvent en faire des consommateurs éclairés pour plus tard.")
3	3	('5', '00:00:31,669 --> 00:00:33,446', 'Ansonsten sieht alles gut aus.')	('9', '00:00:57,275 --> 00:01:01,046', 'Mentre quando nessuno lo spreca è felice.')	('32', '00:03:22,147 --> 00:03:25,120', 'Et du coup, ça évite de gaspiller des choses.')
4	3	('6', '00:00:34,151 --> 00:00:35,043', 'Schön getrennt.')	('30', '00:03:30,516 --> 00:03:31,729', 'No, la bocca.')	('35', '00:03:44,307 --> 00:03:46,000', "-Non, ça, c'est la bouche.")
5	3	('8', '00:00:36,818 --> 00:00:38,726', 'Deshalb steht er bei mir auf "Lächeln".')	('9', '00:00:57,275 --> 00:01:01,046', 'Mentre quando nessuno lo spreca è felice.')	('4', '00:00:32,556 --> 00:00:36,960', "-Chez moi, il est souriant puisque c'est bien rangé.")
6	2	('9', '00:00:40,172 --> 00:00:42,582', 'Ein paar Stunden vorher: Sevan')	('1', '00:00:07,455 --> 00:00:12,705', '* Sevan')	
7	3	('10', '00:00:42,749 --> 00:00:52,726', 'bastelt seinen Monsieur Poubelle im Rahmen eines Jugendworkshops zu Nachhaltigkeit bei Nahrungsmitteln in einem Genfer Gemeinschaftszentrum.')	('18', '00:01:51,210 --> 00:02:03,048', "Questi workshop sono organizzati da Swiss Food Academy, un'associazione che informa bambini e famiglie di Ginevra sull'alimentazione sana ed ecologica.")	('19', '00:02:04,672 --> 00:02:08,480', '-Ces ateliers sont organisés par Swiss Food Academy.')
8	3	('11', '00:00:54,266 --> 00:00:57,766', 'Monsieur Poubelle ist traurig, wenn Essen weggeschmissen wird.')	('8', '00:00:51,244 --> 00:00:55,256', 'Il Signor Pattumiera è triste quando il cibo viene buttato via.')	('9', '00:01:03,993 --> 00:01:09,402', '-Monsieur Poubelle est triste quand il y a de la nourriture qui se jette;')
9	3	('12', '00:00:58,470 --> 00:01:01,326', 'Wenn alles aufgebraucht wird, ist er zufrieden.')	('9', '00:00:57,275 --> 00:01:01,046', 'Mentre quando nessuno lo spreca è felice.')	('10', '00:01:09,550 --> 00:01:12,880', 'et quand personne ne gaspille, il est content.')
10	3	('14', '00:01:08,301 --> 00:01:15,726', 'Alessandro Biagini arbeitete viele Jahre als Kellner in Restaurants und hat dort miterlebt, wie Nahrung weggeschmissen wird.')	('11', '00:01:06,280 --> 00:01:10,366', 'Alessandro ha fatto per anni il cameriere in vari ristoranti.')	('12', '00:01:19,145 --> 00:01:23,400', '-Alessandro a été serveur pendant des années dans des restaurants.')
11	3	('15', '00:01:16,424 --> 00:01:19,206', 'Für ihn beginnt Achtsamkeit in Sachen Lebensmittel')	('19', '00:02:03,682 --> 00:02:10,048', "E' vero che il cibo è un piacere e che tendiamo a riempire i nostri piatti e le nostre dispense.")	('22', '00:02:22,776 --> 00:02:28,800', "Ils doivent prendre conscience que manger, c'est manger à sa faim.")
12	3	('17', '00:01:26,001 --> 00:01:36,365', 'Die meisten umweltbewussten Menschen fragen in Restaurants immer nach biologischen und lokalen Produkten, wenn es um Nachhaltigkeit beim Essen geht.')	('14', '00:01:23,086 --> 00:01:28,087', "Oggi nei ristoranti le domande di chi è preoccupato per l'ambiente sono:")	('15', '00:01:37,668 --> 00:01:47,720', "-Dans les restaurants, les questions des personnes qui veulent s'engager demandent d'où ça vient si c'est bio, local.")
13	3	('18', '00:01:37,079 --> 00:01:41,126', 'Aber nur wenige machen sich über die Essensmenge Gedanken.')	('17', '00:01:37,967 --> 00:01:49,971', 'Se invece fosse un tema, quando si ordina in un ristorante si potrebbe servire una porzione più piccola, gestire meglio le quantità ed evitare tanti resti alimentari.')	('27', '00:02:54,919 --> 00:02:59,360', "Il n'est pas si compliqué de bien manger sans rien jeter.")
14	3	('19', '00:01:41,840 --> 00:01:51,445', 'Dabei könnte man sehr viele Essensabfälle reduzieren, wenn man nur eine kleine Portion bestellt und so Abfälle vermeidet.')	('17', '00:01:37,967 --> 00:01:49,971', 'Se invece fosse un tema, quando si ordina in un ristorante si potrebbe servire una porzione più piccola, gestire meglio le quantità ed evitare tanti resti alimentari.')	('23', '00:02:29,067 --> 00:02:34,240', "Il n'y a pas besoin d'avoir beaucoup dans l'assiette, on peut se resservir.")
15	3	('20', '00:01:52,394 --> 00:01:56,525', 'Die Workshops werden vom Verein Swiss Food Academy organisiert.')	('18', '00:01:51,210 --> 00:02:03,048', "Questi workshop sono organizzati da Swiss Food Academy, un'associazione che informa bambini e famiglie di Ginevra sull'alimentazione sana ed ecologica.")	('19', '00:02:04,672 --> 00:02:08,480', '-Ces ateliers sont organisés par Swiss Food Academy.')
16	3	('21', '00:01:57,235 --> 00:02:03,326', 'Ziel ist es, möglichst viele Jugendliche für eine gute und umweltschonende Ernährung zu sensibilisieren.')	('18', '00:01:51,210 --> 00:02:03,048', "Questi workshop sono organizzati da Swiss Food Academy, un'associazione che informa bambini e famiglie di Ginevra sull'alimentazione sana ed ecologica.")	('20', '00:02:08,748 --> 00:02:16,600', "L'association sensibilise les familles genevoises à une alimentation saine qui respecte l'environnement.")
17	3	('22', '00:02:06,237 --> 00:02:12,325', 'Nahrung ist Lebensfreude und wir neigen dazu, unsere Lebensmittelschränke und Teller zu überfüllen.')	('19', '00:02:03,682 --> 00:02:10,048', "E' vero che il cibo è un piacere e che tendiamo a riempire i nostri piatti e le nostre dispense.")	('21', '00:02:16,866 --> 00:02:22,480', "-L'alimentation, c'est du plaisir et on a tendance à remplir assiettes et placards.")
18	3	('23', '00:02:13,013 --> 00:02:19,805', 'Wir möchten Bewusstsein dafür schaffen, dass der Teller nicht immer randvoll gefüllt sein muss, damit es einem gut geht.')	('20', '00:02:10,359 --> 00:02:17,727', 'Per noi è importante che si rendano conto che non è necessario avere molto nel piatto per sentirsi bene.')	('23', '00:02:29,067 --> 00:02:34,240', "Il n'y a pas besoin d'avoir beaucoup dans l'assiette, on peut se resservir.")
19	3	('25', '00:02:22,585 --> 00:02:25,845', 'Und zum Kompostieren gibt es die grünen Mülleimer in Genf.')	('7', '00:00:39,659 --> 00:00:50,701', 'Questo piccolo barometro per la raccolta differenziata e il riciclaggio è stato realizzato al corso sui rifiuti alimentari tenutosi a Ginevra.')	('24', '00:02:34,514 --> 00:02:37,400', 'Et il y a le compost en ville de Genève.')
20	3	('26', '00:02:26,575 --> 00:02:32,005', 'Solch kleine Gesten helfen, nicht einfach zu essen, sondern intelligent zu essen.')	('20', '00:02:10,359 --> 00:02:17,727', 'Per noi è importante che si rendano conto che non è necessario avere molto nel piatto per sentirsi bene.')	('27', '00:02:54,919 --> 00:02:59,360', "Il n'est pas si compliqué de bien manger sans rien jeter.")
21	3	('27', '00:02:34,080 --> 00:02:38,845', 'Ein Beispiel von vielen: knackige Chips, gemacht aus Gemüseschalen.')	('23', '00:02:34,212 --> 00:02:46,208', 'Questa semplice ricetta di chips a base di bucce di verdure biologiche dimostra con un esempio che non è difficile mangiare bene senza buttare via nulla.')	('26', '00:02:47,391 --> 00:02:54,640', "-Cette recette très simple de chips à partir d'épluchures de légumes bio le démontre par l'exemple.")
22	3	('32', '00:02:58,000 --> 00:02:59,925', 'Jetzt haben wir ein Problem:')	('25', '00:02:54,027 --> 00:02:58,089', 'Abbiamo un problema, non è rimasto più nulla!')	('29', '00:03:08,986 --> 00:03:12,360', "Bon, là, on a un sacré problème, il n'y a plus rien.")
23	3	('34', '00:03:02,307 --> 00:03:02,597', 'Leer.')	('30', '00:03:30,516 --> 00:03:31,729', 'No, la bocca.')	('35', '00:03:44,307 --> 00:03:46,000', "-Non, ça, c'est la bouche.")
24	3	('35', '00:03:02,742 --> 00:03:03,685', 'Alles ist weg.')	('30', '00:03:30,516 --> 00:03:31,729', 'No, la bocca.')	('30', '00:03:12,628 --> 00:03:14,680', "C'est vide, il n'y a plus rien.")
25	3	('36', '00:03:04,946 --> 00:03:13,565', 'Das war super, das muss ich gleich meinen Eltern erzählen, dann können die das auch so machen, anstatt Essen wegzuschmeissen.')	('26', '00:03:03,642 --> 00:03:12,048', "E' stato bello perché ora posso dirlo ai miei genitori e loro possono fare la stessa cosa evitando così di sprecare il cibo.")	('31', '00:03:14,950 --> 00:03:21,880', "-C'était cool puisque du coup, je pourrai dire ça à mes parents, ils pourront faire la même chose.")
26	3	('38', '00:03:15,999 --> 00:03:24,525', 'Die Idee aus dem Workshop nach Hause zu tragen und so die ganze Familie für das Thema Nachhaltigkeit bei Nahrungsmitteln zu sensibilisieren.')	('18', '00:01:51,210 --> 00:02:03,048', "Questi workshop sono organizzati da Swiss Food Academy, un'associazione che informa bambini e famiglie di Ginevra sull'alimentazione sana ed ecologica.")	('20', '00:02:08,748 --> 00:02:16,600', "L'association sensibilise les familles genevoises à une alimentation saine qui respecte l'environnement.")
27	3	('41', '00:03:29,774 --> 00:03:31,685', "C'est le moustache, ca?")	('29', '00:03:28,733 --> 00:03:30,169', 'Sono i baffi?')	('34', '00:03:41,427 --> 00:03:44,040', "-C'est une moustache ça, ou c'est quoi ?")
28	3	('42', '00:03:32,371 --> 00:03:32,808', 'SWISS TXT /')	('32', '00:03:43,397 --> 00:03:49,409', 'sottotitoli SWISS TXT Lugano')	('37', '00:03:51,216 --> 00:03:54,080', 'Sous-titrage SWISS TXT')
29	2	('3', '00:00:13,279 --> 00:00:18,366', 'Seine Aufgabe: die Analyse des Ab- falls mithilfe von Monsieur Poubelle.')		('3', '00:00:26,986 --> 00:00:32,280', "Objectif: analyser les déchets de son domicile à l'aide de Monsieur Poubelle.")
30	2	('7', '00:00:35,170 --> 00:00:36,126', 'Auch der Karton.')		('1', '00:00:00,666 --> 00:00:02,000', '...')
31	2	('16', '00:01:19,894 --> 00:01:22,326', 'bereits bei der Überlegung, wie viel Hunger man hat.')		('22', '00:02:22,776 --> 00:02:28,800', "Ils doivent prendre conscience que manger, c'est manger à sa faim.")
32	2	('24', '00:02:20,498 --> 00:02:21,886', 'Man kann auch nachbestellen.')		('18', '00:02:01,575 --> 00:02:04,400', 'Donc mieux gérer les quantités.')
33	2	('28', '00:02:39,555 --> 00:02:41,204', 'So landet nichts im Müll.')		('6', '00:00:45,275 --> 00:00:48,970', "Sinon, c'est la poubelle normale, c'est bien trié;")
34	2	('37', '00:03:14,787 --> 00:03:15,877', "Genau darum geht's:")		('1', '00:00:00,666 --> 00:00:02,000', '...')
35	2	('40', '00:03:27,300 --> 00:03:28,685', 'Z.B. mit Monsieur Poubelle.')		('1', '00:00:00,666 --> 00:00:02,000', '...')
36	2		('2', '00:00:12,867 --> 00:00:14,896', 'gioca a fare il detective.')	('2', '00:00:24,416 --> 00:00:26,720', '-Sevan joue au détective.')
37	2		('5', '00:00:25,965 --> 00:00:31,215', "C'erano delle bucce che avrebbero potuto essere riutilizzate, era un po' triste.")	('5', '00:00:37,261 --> 00:00:45,000', "Là, il y a eu des épluchures qu'on aurait pu réutiliser donc il a été triste.")
38	2		('12', '00:01:10,672 --> 00:01:13,207', 'Ha visto buttare via tonnellate di avanzi.')	('13', '00:01:23,676 --> 00:01:27,600', "Les restes qu'on jette, il en a vu des tonnes.")
