id	aligned	de	it	fr
0	2	('1', '00:00:02,413 --> 00:00:05,178', '. Mit')	('32', '00:03:36,540 --> 00:03:37,804', 'Cosa speri?')	
1	2	('3', '00:00:21,908 --> 00:00:26,972', 'Eine Existenz, aufgebaut auf einer Kiste Nagellack und einer Menge Fingerfertigkeit.')	('3', '00:00:12,211 --> 00:00:17,890', 'Una vita costruita attorno allo smalto e alla capacità di curare le unghie.')	
2	2	('4', '00:00:27,873 --> 00:00:37,172', 'So verdient die ausgebildete Ingenieurin Joharling Duerto nach ihrer Flucht vor der Armut in Venezuela ihr mageres Einkommen in Brasilien.')	('4', '00:00:18,442 --> 00:00:27,331', "E' così che Joharling Duerto -laureata in ingegneria- guadagna pochi soldi dopo essere fuggita dalla povertà in Venezuela.")	
3	2	('6', '00:00:42,594 --> 00:00:45,451', 'Ich hatte nicht einmal mehr genügend zu essen.')	('5', '00:00:31,451 --> 00:00:36,371', 'La situazione economica era pessima, non avevo più nemmeno da mangiare.')	
4	2	('7', '00:00:46,162 --> 00:00:47,495', 'Es gab keine Arbeit.')	('6', '00:00:37,016 --> 00:00:41,741', "Non c'era lavoro, non c'era nulla nel mio settore, l'ingegneria.")	
5	2	('8', '00:00:47,635 --> 00:00:50,652', 'In meinem Bereich gab es einfach gar nichts.')	('6', '00:00:37,016 --> 00:00:41,741', "Non c'era lavoro, non c'era nulla nel mio settore, l'ingegneria.")	
6	2	('9', '00:00:51,355 --> 00:00:53,812', 'Meine Tochter war damals drei Jahre alt.')	('7', '00:00:43,414 --> 00:00:49,780', 'Mia figlia aveva 3 anni, ho deciso di lasciare il Venezuela e ricominciare da zero.')	
7	2	('10', '00:00:54,512 --> 00:00:59,652', 'Da habe ich beschlossen, nach Brasilien zu gehen und dort neu zu starten.')	('8', '00:00:50,420 --> 00:00:53,780', 'In Brasile, ho iniziato a fare la manicure.')	
8	2	('11', '00:01:00,356 --> 00:01:03,651', 'Und dann habe ich hier mit der Maniküre angefangen.')	('8', '00:00:50,420 --> 00:00:53,780', 'In Brasile, ho iniziato a fare la manicure.')	
9	2	('12', '00:01:04,354 --> 00:01:06,451', 'Von irgendetwas muss man ja leben.')	('9', '00:00:54,329 --> 00:00:56,371', 'Di qualcosa si deve pur vivere.')	
10	2	('14', '00:01:11,158 --> 00:01:16,851', 'Als Joharling vor anderthalb Jahren im Dorf ankam, war sie auf fremde Hilfe angewiesen.')	('11', '00:01:02,491 --> 00:01:08,571', "Quando è giunta al villaggio 18 mesi fa, Joharling dipendeva dall'aiuto di una vicina.")	
