id	aligned	de	it	fr
0	3	('1', '00:00:03,600 --> 00:00:03,928', '. Mit')	('9', '00:01:15,591 --> 00:01:20,560', 'VIENE ACCOLTO BENE OVUNQUE.')	('1', '00:00:09,253 --> 00:00:27,760', '...')
1	2	('2', '00:00:04,093 --> 00:00:08,480', 'Untertiteln von SWISS TXT * Drollige, erwartungsvolle Musik *')	('2', '00:00:37,409 --> 00:00:41,360', 'AL GIOVANE ROUSSEAU PIACEVA FARE PASSEGGIATE.')	
2	3	('4', '00:00:33,487 --> 00:00:37,880', 'Unsere Geschichte spielt 1728 in der Nähe von Genf.')	('1', '00:00:31,531 --> 00:00:37,040', 'LA STORIA INIZIA NEL 1728 VICINO A GINEVRA.')	('3', '00:00:31,741 --> 00:00:35,440', 'Notre histoire commence dans les environs de Genève, en 1728.')
3	3	('6', '00:00:44,136 --> 00:00:47,440', 'Er ist ein kluger Junge und hat schon viele Bücher gelesen.')	('3', '00:00:41,523 --> 00:00:46,720', 'ERA MOLTO COLTO E LEGGEVA TANTISSIMI LIBRI.')	('6', '00:00:42,983 --> 00:00:45,640', 'A son âge, il a déjà lu de nombreux livres.')
4	3	('7', '00:00:47,585 --> 00:00:50,000', 'Aber heute hat er ein kleines Problem.')	('21', '00:02:51,292 --> 00:02:54,480', "E' UNA DOMANDA DIFFICILE.")	('7', '00:00:46,037 --> 00:00:48,840', "Mais aujourd'hui, il a été imprudent.")
5	3	('9', '00:00:52,973 --> 00:00:55,800', 'Wie jede Nacht werden bald alle Stadttore geschlossen.')	('4', '00:00:47,073 --> 00:00:53,680', 'COME OGNI SERA, LE PORTE DELLA CITTÀ PRESTO SI CHIUDERANNO.')	('8', '00:00:49,231 --> 00:00:54,000', 'Comme tous les soirs, les portes de la ville vont bientôt se fermer.')
6	3	('11', '00:01:06,130 --> 00:01:07,880', 'Zu spät.')	('7', '00:01:03,224 --> 00:01:06,400', 'TROPPO TARDI!')	('12', '00:01:03,400 --> 00:01:04,840', 'Trop tard.')
7	2	('15', '00:01:30,705 --> 00:01:34,360', 'Kreuz und quer durch Frankreich, Italien und die Schweiz.')	('10', '00:01:20,840 --> 00:01:32,720', "PER MOLTI ANNI, VIAGGIA COSI'. VA IN FRANCIA, ITALIA E SVIZZERA.")	
8	3	('16', '00:01:35,867 --> 00:01:41,000', 'Bis der unermüdliche Wanderer als Erwachsener zu Madame de Warens kommt.')	('11', '00:01:33,533 --> 00:01:40,560', 'UN GIORNO, ORMAI ADULTO, ARRIVA DA MADAME DE WARENS.')	('16', '00:01:34,388 --> 00:01:40,720', "Jusqu'au jour où l'infatigable marcheur, devenu adulte, arrive chez Madame de Warens.")
9	2	('17', '00:01:46,659 --> 00:01:47,372', 'Bei ihr wohnt')	('9', '00:01:15,591 --> 00:01:20,560', 'VIENE ACCOLTO BENE OVUNQUE.')	
10	3	('18', '00:01:47,491 --> 00:01:52,720', 'Jean-Jacques jetzt, geniesst das Leben in vollen Zügen und lernt, Musik zu spielen.')	('12', '00:01:46,857 --> 00:01:51,520', 'SI GODE LA VITA E IMPARA LA MUSICA.')	('17', '00:01:45,106 --> 00:01:51,160', 'Là, auprès de son hôtesse, Jean-Jacques profite de la vie et apprend la musique.')
