id	aligned	de	it	fr
0	3	('1', '00:00:01,600 --> 00:00:01,928', '. Mit')	('17', '00:02:39,502 --> 00:02:45,120', 'GLI SVIZZERI SONO POCHI E CI SONO POCHE ARMI: COME FARE?')	('1', '00:00:09,080 --> 00:00:27,240', '...')
1	2	('3', '00:00:28,385 --> 00:00:31,520', 'Heute in "Helveticus": die Schlacht bei Giornico.')	('21', '00:03:11,775 --> 00:03:20,080', 'ARMATI DI GROSSI SASSI, SOLDATI E PAESANI SCONFIGGONO IL DUCA.')	
2	3	('4', '00:00:32,223 --> 00:00:36,640', 'Unsere Geschichte spielt im Jahr 1478 in der Leventina im Tessin.')	('1', '00:00:34,438 --> 00:00:38,960', 'LA STORIA SI SVOLGE IN TICINO NEL 1478.')	('3', '00:00:32,113 --> 00:00:36,600', 'Notre histoire se passe dans la Léventine, au Tessin, en 1478.')
3	3	('5', '00:00:37,905 --> 00:00:40,920', 'Hier in Bellinzona lebt der Herzog von Mailand.')	('2', '00:00:39,478 --> 00:00:43,640', "A BELLINZONA C'E' IL DUCA DI MILANO.")	('4', '00:00:37,000 --> 00:00:41,240', 'Nous voici à Bellinzone, où se trouve le duc de Milan.')
4	3	('6', '00:00:41,741 --> 00:00:48,800', 'Als er hierher kam, versprach er den Schweizer:innen das ganze Leventina-Tal, hielt sein Versprechen aber nie.')	('5', '00:00:53,209 --> 00:01:00,400', 'ALLORA GLI SVIZZERI VANNO A COMBATTERE PER OBBLIGARLO A MANTENERE LA PROMESSA.')	('7', '00:00:49,389 --> 00:00:53,880', "Les Suisses viennent se battre pour l'obliger à tenir sa promesse.")
5	3	('7', '00:00:49,460 --> 00:00:55,640', 'Deshalb kommen die Schweizer Soldaten zu ihm, um - sagen wir mal - ihn an sein Versprechen zu erinnern.')	('5', '00:00:53,209 --> 00:01:00,400', 'ALLORA GLI SVIZZERI VANNO A COMBATTERE PER OBBLIGARLO A MANTENERE LA PROMESSA.')	('7', '00:00:49,389 --> 00:00:53,880', "Les Suisses viennent se battre pour l'obliger à tenir sa promesse.")
6	3	('9', '00:00:58,077 --> 00:00:58,920', 'Schreie *')	('22', '00:03:22,112 --> 00:03:25,320', "LA BATTAGLIA E' VINTA!")	('34', '00:03:21,684 --> 00:03:22,360', '-Youhou !')
7	3	('10', '00:01:04,978 --> 00:01:07,360', 'Aber das Schloss wird sehr gut verteidigt.')	('6', '00:01:06,693 --> 00:01:09,400', "MA IL CASTELLO E' DIFESO BENE.")	('8', '00:01:06,212 --> 00:01:12,360', "Mais le château est trop bien défendu, et l'hiver arrive.")
8	3	('11', '00:01:09,026 --> 00:01:11,360', 'Mittlerweile ist es Winter geworden.')	('7', '00:01:11,913 --> 00:01:14,680', "E ARRIVA L'INVERNO.")	('8', '00:01:06,212 --> 00:01:12,360', "Mais le château est trop bien défendu, et l'hiver arrive.")
9	3	('12', '00:01:13,296 --> 00:01:16,520', 'Die Schweizer frieren, ziehen sich ins nächste Dorf zurück')	('8', '00:01:16,438 --> 00:01:21,040', 'GLI SVIZZERI SI RIFUGIANO NEL VILLAGGIO.')	('9', '00:01:12,753 --> 00:01:19,600', 'Frigorifiés, les Suisses vont se réfugier au village le plus proche, en attendant des jours meilleurs.')
