id	aligned	de	it	fr
0	2		('2', '00:00:17,180 --> 00:00:24,255', 'mette tutta la sua arte nel creare bellissimi assorbenti igienici riutilizzabili.')	('2', '00:00:21,790 --> 00:00:28,400', '-Créer de belles serviettes hygiéniques réutilisables, Zoé y met tout son art, depuis chez elle.')
1	2		('3', '00:00:24,808 --> 00:00:35,535', 'In questo piccolo laboratorio improvvisato a casa sua, sceglie i materiali migliori affinché le donne possano vivere il loro ciclo mestruale senza tabù.')	('3', '00:00:28,663 --> 00:00:38,600', 'Elle choisit les meilleurs matériaux pour que les femmes et les personnes menstruées réapprivoisent sans tabou leur cycle naturel.')
2	2		('4', '00:00:35,844 --> 00:00:42,895', "E' importante usare cotone biologico e coloranti a base d'acqua perché sono a diretto contatto con le mucose.")	('4', '00:00:38,882 --> 00:00:47,640', "-Du coton bio et des encres à l'eau, c'est important, car c'est au contact des muqueuses.")
3	2		('5', '00:00:43,974 --> 00:00:49,935', 'Inoltre, non essendoci uno strato impermeabile, la pelle respira e non soffre.')	('6', '00:00:50,153 --> 00:00:56,200', "S'il y a pas de couche imperméable, le corps respire et va plus vite s'autoréguler.")
4	2		('6', '00:00:51,098 --> 00:00:59,006', "Adotto una prospettiva ecologica per il pianeta, per noi stessi e per avere un'economia circolare.")	('8', '00:01:02,004 --> 00:01:07,369', "Pour la planète, pour soi-même et d'avoir cette économie circulaire.")
5	2		('7', '00:01:00,493 --> 00:01:12,566', 'Questi assorbenti sono stati realizzati per l\'associazione "For Womxn Period" che promuove l\'accesso a prodotti ecologici per tutte le persone con le mestruazioni.')	('3', '00:00:28,663 --> 00:00:38,600', 'Elle choisit les meilleurs matériaux pour que les femmes et les personnes menstruées réapprivoisent sans tabou leur cycle naturel.')
6	2		('8', '00:01:13,994 --> 00:01:24,256', "I prodotti riutilizzabili rappresentano tra il 2 e il 10% dell'uso di articoli mestruali, ovvero una percentuale molto bassa.")	('10', '00:01:19,110 --> 00:01:26,120', '-Les produits menstruels réutilisables représentent 2 à 10 % des produits pour les règles.')
7	2		('9', '00:01:24,568 --> 00:01:29,296', 'Ciò è dovuto al fatto che siamo abituati a usare prodotti usa e getta.')	('12', '00:01:28,390 --> 00:01:34,600', "Déjà, il y a l'habitude d'utiliser les produits jetables.")
8	2		('10', '00:01:29,605 --> 00:01:35,536', "Nei bagni pubblici c'è un cestino per buttarli, ma non sempre un lavandino per lavarli.")	('13', '00:01:34,874 --> 00:01:46,200', "C'est la norme, on a une poubelle dans les toilettes publiques, alors qu'on n'a pas d'évier à chaque fois, ce qu'il faudrait quand on utilise du réutilisable.")
9	2		('11', '00:01:35,861 --> 00:01:42,566', "E poi c'è anche la pressione sociale e il marketing che circonda i prodotti usa e getta.")	('14', '00:01:46,473 --> 00:01:52,640', 'Il y a aussi toute la pression sociale, le marketing qui est autour du jetable...')
