id	aligned	de	it	fr
0	2	('2', '00:00:02,024 --> 00:00:06,160', 'Untertiteln von SWISS TXT * Drollige, erwartungsvolle Musik *')	('9', '00:01:38,806 --> 00:01:44,000', "UN GIORNO RICEVE LA VISITA DI RENE' MORAX.")	
1	3	('3', '00:00:27,984 --> 00:00:30,440', 'Heute in "Helveticus": Arthur Honegger.')	('26', '00:03:30,414 --> 00:03:35,240', "ARTHUR HONEGGER E' STATO UN COMPOSITORE ECCEZIONALE.")	('2', '00:00:28,033 --> 00:00:31,480', '-Aujourd\'hui dans "Helveticus", Arthur Honegger.')
2	3	('6', '00:00:47,481 --> 00:00:50,480', 'Arthur machte schon immer gerne Musik.')	('21', '00:03:04,313 --> 00:03:10,000', "ARTHUR E' SEMPRE ALLA RICERCA DI MUSICHE ORIGINALI.")	('5', '00:00:46,503 --> 00:00:49,160', 'Arthur a toujours aimé jouer de la musique.')
3	3	('9', '00:01:15,904 --> 00:01:22,280', 'Am Bahnhof imponierten ihm besonders die Dampflokomotiven und ihre Geräusche.')	('6', '00:01:15,150 --> 00:01:22,960', 'LE ENORMI LOCOMOTIVE A VAPORE LO IMPRESSIONANO MOLTO.')	('8', '00:01:15,308 --> 00:01:20,800', "A la gare, les énormes locomotives à vapeur l'impressionnaient beaucoup !")
4	3	('10', '00:01:24,671 --> 00:01:32,240', 'Arthur will alles, was er auf den Spaziergängen fühlte und erlebte, über die Musik zum Ausdruck bringen.')	('7', '00:01:23,474 --> 00:01:33,360', 'ATTRAVERSO LA MUSICA ARTHUR ESPRIME TUTTE LE EMOZIONI CHE PROVA DURANTE LE PASSEGGIATE.')	('9', '00:01:23,427 --> 00:01:30,680', "Aujourd'hui, à travers la musique, Arthur veut exprimer les émotions qu'il ressentait durant ses balades.")
5	3	('11', '00:01:33,465 --> 00:01:39,080', 'Aber für einen jungen Komponisten ist es nicht einfach, bekannt zu werden.')	('8', '00:01:33,956 --> 00:01:38,640', "MA PER UN GIOVANE COMPOSITORE NON E' SEMPLICE FARSI CONOSCERE.")	('10', '00:01:33,463 --> 00:01:38,320', "Mais pour un jeune compositeur, ce n'est pas facile de se faire connaître.")
6	3	('13', '00:01:42,988 --> 00:01:50,600', 'Der waadtländer Dichter schrieb ein Musiktheaterstück, "König David", und sucht einen Komponisten für die Musik.')	('10', '00:01:44,127 --> 00:01:53,280', 'QUESTO POETA VODESE HA APPENA SCRITTO "IL RE DAVID" E CERCA UN COMPOSITORE PER LA MUSICA.')	('12', '00:01:42,983 --> 00:01:50,080', "Ce poète vient d'écrire une pièce de théâtre musicale, et il cherche un compositeur pour en faire la musique.")
7	3	('14', '00:01:51,718 --> 00:01:54,840', 'Ein Musiktheaterstück klingt interessant.')	('22', '00:03:10,140 --> 00:03:15,760', "HA AVUTO L'IDEA PER UN BRANO DI UN NUOVO GENERE MUSICALE.")	('13', '00:01:51,703 --> 00:01:53,603', 'Une pièce de théâtre musicale ?')
8	3	('15', '00:01:55,000 --> 00:01:57,160', 'Arthur nimmt den Auftrag an.')	('12', '00:01:57,411 --> 00:02:02,200', 'QUESTO PIACE MOLTO AD ARTHUR.')	('15', '00:01:55,066 --> 00:01:58,800', 'Cela plaît beaucoup à Arthur, alors il accepte.')
9	3	('18', '00:02:14,225 --> 00:02:17,440', 'Das Musiktheaterstück ist sofort ein Riesenerfolg.')	('14', '00:02:14,620 --> 00:02:19,520', 'LO SPETTACOLO HA UN ENORME SUCCESSO.')	('17', '00:02:13,023 --> 00:02:15,360', 'Le spectacle est un très grand succès.')
10	3	('20', '00:02:20,940 --> 00:02:27,280', 'Darum möchte ein Theaterdirektor aus Winterthur, dass Arthur das Stück auch in seinem Theater spielt.')	('15', '00:02:20,055 --> 00:02:30,040', 'IL DIRETTORE DI UN TEATRO DI WINTERTHUR CHIEDE AD ARTHUR DI ANDARE A SUONARE NELLA SUA SALA.')	('20', '00:02:22,746 --> 00:02:29,000', "que le directeur d'un théâtre vient demander à Arthur de venir jouer la pièce dans sa salle.")
11	3	('21', '00:02:29,421 --> 00:02:32,680', 'Es gibt aber ein kleines Problem.')	('16', '00:02:30,330 --> 00:02:34,080', "PERO' C'E' UN PROBLEMA.")	('21', '00:02:29,424 --> 00:02:32,440', 'Mais il y a un petit problème.')
12	3	('23', '00:02:42,356 --> 00:02:44,280', 'Doch Arthur hat eine Idee.')	('12', '00:01:57,411 --> 00:02:02,200', 'QUESTO PIACE MOLTO AD ARTHUR.')	('23', '00:02:42,376 --> 00:02:44,600', 'Alors Arthur a une idée.')
13	3	('25', '00:02:51,022 --> 00:02:54,280', 'Das wie eine Oper, aber ohne Schauspieler und Sänger.')	('19', '00:02:50,507 --> 00:02:55,240', "E' COME UN'OPERA, MA SENZA CANTANTI E ATTORI.")	('25', '00:02:49,582 --> 00:02:52,720', "C'est comme un opéra, mais sans chanteur ni acteur.")
