id	aligned	de	it	fr
0	3	('1', '00:00:01,600 --> 00:00:01,928', '. Mit')	('9', '00:01:40,609 --> 00:01:44,240', 'NICOLAO CERCA UN ALTRO POSTO.')	('1', '00:00:00,533 --> 00:00:01,600', '...')
1	3	('4', '00:00:32,762 --> 00:00:36,720', 'Unsere Geschichte spielt 1467 im Kanton Obwalden.')	('1', '00:00:34,160 --> 00:00:40,200', 'LA STORIA SI SVOLGE NEL 1467 NEL CANTON OBVALDO.')	('3', '00:00:32,320 --> 00:00:36,800', "Notre histoire se passe dans le canton d'Obwald, en 1467.")
2	2	('5', '00:00:36,895 --> 00:00:37,942', '* Sphärische')	('0', '00:00:04,040 --> 00:00:29,920', '* * * * * * * * * * * * * *')	
3	3	('6', '00:00:38,133 --> 00:00:38,800', 'Klänge *')	('0', '00:00:04,040 --> 00:00:29,920', '* * * * * * * * * * * * * *')	('1', '00:00:00,533 --> 00:00:01,600', '...')
4	3	('8', '00:00:50,041 --> 00:00:52,480', 'Er hatte einen seltsamen Traum.')	('2', '00:00:48,441 --> 00:00:53,600', 'NICOLAO HA FATTO UN SOGNO STRANO.')	('5', '00:00:50,392 --> 00:00:52,800', 'Il vient de faire un rêve étrange.')
5	3	('9', '00:00:52,642 --> 00:00:59,120', 'Er träumte, dass er sein Dorf verlassen, alleine leben und nur noch beten solle.')	('3', '00:00:55,219 --> 00:01:03,000', "PER LUI E' UN MESSAGGIO DIVINO: D'ORA IN POI DEVE VIVERE DA SOLO E PREGARE.")	('6', '00:00:53,197 --> 00:01:01,936', "Pour lui, c'est un message divin qui signifie qu'il doit renoncer à sa vie au village et partir vivre seul pour prier.")
6	3	('10', '00:00:59,275 --> 00:01:02,280', 'Für ihn war das eine göttliche Botschaft.')	('13', '00:02:12,022 --> 00:02:16,320', 'E GLI MOSTRA UNA RADURA IDEALE PER PREGARE.')	('18', '00:02:09,029 --> 00:02:13,200', 'Et il lui montre une magnifique clairière, idéale pour prier.')
7	2	('11', '00:01:02,429 --> 00:01:07,360', 'Mit dem Einverständnis der Familie beschliesst er, Einsiedler zu werden.')	('4', '00:01:05,019 --> 00:01:14,200', 'CON IL CONSENSO DELLA SUA FAMIGLIA, NICOLAO PARTE E DIVENTA UN EREMITA.')	
8	3	('12', '00:01:07,879 --> 00:01:16,000', 'Also ein Mensch, der auf Geld und Wohlstand verzichtet, ganz alleine lebt und sich nur noch dem Beten widmet.')	('3', '00:00:55,219 --> 00:01:03,000', "PER LUI E' UN MESSAGGIO DIVINO: D'ORA IN POI DEVE VIVERE DA SOLO E PREGARE.")	('7', '00:01:02,072 --> 00:01:16,320', "Alors malgré son importance au village et avec l'accord de sa famille, Nicolas décide de partir et de devenir un ermite, un homme renonçant à toute richesse et se consacrant à la prière.")
9	3	('13', '00:01:17,189 --> 00:01:22,120', 'So geht er und sucht sich einen Ort, wo er alleine leben und beten kann.')	('3', '00:00:55,219 --> 00:01:03,000', "PER LUI E' UN MESSAGGIO DIVINO: D'ORA IN POI DEVE VIVERE DA SOLO E PREGARE.")	('6', '00:00:53,197 --> 00:01:01,936', "Pour lui, c'est un message divin qui signifie qu'il doit renoncer à sa vie au village et partir vivre seul pour prier.")
10	3	('14', '00:01:27,904 --> 00:01:30,360', 'Das wäre ein solcher Ort, fast perfekt.')	('7', '00:01:29,750 --> 00:01:32,840', 'QUESTO POSTO SEMBRA PERFETTO.')	('9', '00:01:28,990 --> 00:01:31,520', "Voilà un endroit qui a l'air parfait.")
11	3	('15', '00:01:31,933 --> 00:01:33,960', '* Muhen *')	('0', '00:00:04,040 --> 00:00:29,920', '* * * * * * * * * * * * * *')	('1', '00:00:00,533 --> 00:00:01,600', '...')
12	3	('16', '00:01:34,103 --> 00:01:35,919', 'Doch ruhig ist es hier nicht.')	('18', '00:03:04,874 --> 00:03:09,240', 'MA NEL PAESE LA SITUAZIONE SI FA GRAVE.')	('11', '00:01:34,670 --> 00:01:36,998', "Cet endroit n'est pas assez calme.")
13	3	('18', '00:01:43,740 --> 00:01:47,560', 'So, hier ist es ruhig und abgeschieden.')	('10', '00:01:46,264 --> 00:01:49,720', "QUI E' TRANQUILLO E SOLO.")	('14', '00:01:44,138 --> 00:01:47,800', 'Cette fois, Nicolas est calme et seul.')
14	3	('20', '00:01:52,020 --> 00:01:54,600', 'Aber auch hier wird er nicht bleiben können.')	('11', '00:01:50,140 --> 00:01:55,760', "RUMORE NO, NON ABITERA' NEPPURE QUI.")	('16', '00:01:52,588 --> 00:01:55,120', "C'est pas là non plus qu'il habitera !")
15	3	('22', '00:02:08,464 --> 00:02:12,880', 'Er zeigt ihm eine wunderschöne Lichtung - ideal zum Beten.')	('13', '00:02:12,022 --> 00:02:16,320', 'E GLI MOSTRA UNA RADURA IDEALE PER PREGARE.')	('18', '00:02:09,029 --> 00:02:13,200', 'Et il lui montre une magnifique clairière, idéale pour prier.')
16	3	('24', '00:02:34,225 --> 00:02:40,360', 'Im Dorf wird gemunkelt, dass Niklaus ganz alleine im Wald lebe, nur noch bete und nichts esse.')	('15', '00:02:35,454 --> 00:02:47,200', 'LA GENTE RACCONTA CHE NICOLAO VIVE DA SOLO NELLA FORESTA, CHE PASSA IL TEMPO A PREGARE E CHE NON MANGIA MAI.')	('22', '00:02:36,294 --> 00:02:42,280', "Il paraît que Nicolas vit seul dans la forêt, qu'il prie tout le temps et qu'il ne mange jamais.")
17	3	('25', '00:02:40,504 --> 00:02:46,800', 'Die Dorfbewohner:innen finden das seltsam, bewundern ihn aber auch für die aussergewöhnliche Fähigkeit.')	('16', '00:02:47,534 --> 00:02:56,400', "GLI ABITANTI AMMIRANO L'EREMITA E VANNO A CHIEDERGLI CONSIGLI.")	('24', '00:02:44,314 --> 00:02:49,840', "Face à ce pouvoir, ils se mettent à admirer l'ermite et vont lui demander des conseils.")
18	3	('27', '00:02:51,063 --> 00:02:57,880', 'Zum Dank dafür bauen sie eine kleine Kapelle für ihn, wo der Einsiedler in Ruhe alleine beten kann.')	('17', '00:02:56,556 --> 00:03:04,520', "GLI COSTRUISCONO UNA CAPPELLA, DOVE L'EREMITA PUO' PREGARE IN TRANQUILLITA'.")	('25', '00:02:50,228 --> 00:02:58,200', "Pour le remercier, les villageois construisent une petite chapelle où l'ermite peut prier seul en toute tranquillité.")
19	3	('30', '00:03:09,349 --> 00:03:11,840', 'Mit zwei Generälen, die Krieg wollen.')	('19', '00:03:09,401 --> 00:03:13,880', 'DUE GENERALI VOGLIONO FARSI LA GUERRA.')	('28', '00:03:10,070 --> 00:03:14,040', 'Il est avec deux généraux qui veulent se faire la guerre.')
20	2	('3', '00:00:28,034 --> 00:00:32,600', 'Heute bei "Helveticus": Niklaus von Flüe.')		('2', '00:00:28,589 --> 00:00:31,920', '-Aujourd\'hui dans "Helveticus" : Nicolas de Flue.')
21	2	('7', '00:00:45,762 --> 00:00:49,880', 'Heute Morgen wachte Niklaus von Flüe plötzlich auf.')		('4', '00:00:46,315 --> 00:00:50,000', 'Ce matin, Nicolas de Flue se réveille brusquement.')
22	2	('21', '00:02:00,355 --> 00:02:08,320', 'Unterwegs begegnet ihm ein seltsamer Mensch, der ihm sagt, dass er nicht gehen solle, da das Land ihn brauche.')		('17', '00:01:59,951 --> 00:02:08,640', 'Sur le chemin, Nicolas croise un curieux personnage qui lui dit de ne pas quitter la région car le pays pourrait avoir besoin de lui.')
23	2	('23', '00:02:15,545 --> 00:02:18,560', 'Niklaus tut, was der seltsame Mensch ihm sagte.')		('19', '00:02:15,303 --> 00:02:17,840', 'Nicolas suit les conseils du vieil homme.')
24	2	('28', '00:03:02,621 --> 00:03:06,480', 'Doch während Niklaus meditiert, spitzt sich die Lage im Land zu.')		('26', '00:03:03,184 --> 00:03:07,160', "Mais alors que Nicolas médite, dans le pays, l'heure est grave.")
25	2	('29', '00:03:06,629 --> 00:03:09,200', 'Das ist der Pfarrer des Dorfs nebenan.')		('27', '00:03:07,548 --> 00:03:09,680', 'Voici le curé du village voisin.')
26	2	('32', '00:03:16,825 --> 00:03:29,320', 'Die beiden Militärköpfe sehen nicht sehr freundlich aus, doch als sie von Niklaus und seinen weisen Ratschlägen hören, wollen sie plötzlich keinen Krieg mehr führen und schliessen Frieden.')		('30', '00:03:21,109 --> 00:03:29,640', 'Mais en écoutant les paroles sages de Nicolas, les deux généraux renoncent à leur projet et décident de faire la paix.')
27	2	('33', '00:03:29,462 --> 00:03:31,880', 'Und das ist das Ende unserer Geschichte.')		('31', '00:03:30,029 --> 00:03:32,170', 'Ainsi se termine notre histoire.')
28	2	('34', '00:03:32,013 --> 00:03:44,119', 'Vielleicht passierte nicht alles genau so, aber Niklaus von Flüe wird im ganzen Land verehrt, und seine Weisheiten und sein Sinn für Gerechtigkeit und Neutralität sind mittlerweile ein Symbol für die Schweiz geworden.')		('32', '00:03:32,309 --> 00:03:44,480', "Tout ne s'est peut-être pas passé exactement comme ça, mais Nicolas de Flue est devenu un saint célébré dans tout le pays, et son esprit de neutralité est un symbole de la Suisse.")
29	2		('8', '00:01:36,352 --> 00:01:39,240', 'NO, NON VA BENE.')	('23', '00:02:42,668 --> 00:02:44,177', 'Cela paraît impossible.')
