id	aligned	de	it	fr
0	2		('1', '00:00:02,013 --> 00:00:06,252', '* *')	('1', '00:00:00,720 --> 00:00:02,160', '...')
1	2		('2', '00:00:12,368 --> 00:00:14,253', "Cos'è per te Inox?")	('2', '00:00:24,017 --> 00:00:26,360', '-Qui est Inox, pour toi ?')
2	2		('3', '00:00:15,092 --> 00:00:16,693', "E' il mio cane.")	('3', '00:00:26,675 --> 00:00:32,360', "-C'est mon chien, un peu, même si on va le rendre.")
3	2		('5', '00:00:20,125 --> 00:00:24,173', 'Diventare un cane da assistenza per persone malate o disabili.')	('4', '00:00:33,673 --> 00:00:37,720', '-Devenir un chien pour personnes malades ou handicapées.')
4	2		('6', '00:00:24,740 --> 00:00:34,893', "Per questo Labrador, l'avventura è iniziata quando aveva 3 mesi ed è stato affidato a questa famiglia adottiva per imparare a collaborare con gli umani.")	('5', '00:00:38,002 --> 00:00:49,680', "L'aventure a commencé pour ce labrador quand il avait 3 mois et qu'il a été placé dans cette famille d'accueil pour collaborer avec les humains.")
5	2		('7', '00:00:35,689 --> 00:00:37,573', 'Inox, non toccare!')	('6', '00:00:49,964 --> 00:00:51,560', '-Inox, pas toucher !')
6	2		('8', '00:00:40,077 --> 00:00:41,734', 'Non si tocca!')	('7', '00:00:51,852 --> 00:00:52,960', 'Pas toucher !')
7	2		('9', '00:00:42,530 --> 00:00:43,774', 'Bene.')	('25', '00:01:49,584 --> 00:01:50,880', 'Très bien.')
8	2		('10', '00:00:44,891 --> 00:00:46,254', 'Bravo.')	('17', '00:01:27,590 --> 00:01:28,640', '-Bravo !')
9	2		('11', '00:00:46,856 --> 00:00:48,735', 'Cosa gli insegna?')	('10', '00:00:59,123 --> 00:01:01,040', '-Que lui apprenez-vous ?')
10	2		('12', '00:00:50,561 --> 00:00:53,374', 'A non raccogliere cose che cadono da un tavolo.')	('11', '00:01:01,320 --> 00:01:05,400', "-A ne pas ramasser une chose qui tombe d'une table.")
11	2		('13', '00:00:53,677 --> 00:00:57,653', 'Potrebbe essere una medicina o qualcosa che non gli fa bene.')	('12', '00:01:05,674 --> 00:01:09,760', 'Ca pourrait être un médicament, de la nourriture épicée.')
12	2		('15', '00:01:04,637 --> 00:01:07,494', 'I costi sono coperti dalla fondazione "Le Copain".')	('14', '00:01:18,133 --> 00:01:18,880', 'Le Copain.')
