id	aligned	de	it	fr
0	3	('1', '00:00:01,520 --> 00:00:01,856', '. Mit')	('7', '00:01:26,325 --> 00:01:29,960', "E BERTRAND, COSA FARA'?")	('20', '00:02:09,880 --> 00:02:10,480', '-Ouh !')
1	2	('2', '00:00:02,027 --> 00:00:06,480', 'Untertiteln von SWISS TXT * Drollige, erwartungsvolle Musik *')	('2', '00:00:39,884 --> 00:00:44,520', 'BERTRAND PICCARD STA PER FARE QUALCOSA DI STRAORDINARIO.')	
2	3	('3', '00:00:27,824 --> 00:00:32,480', 'Heute in "Helveticus": Bertrand Piccard und die Weltumrundung im Ballon.')	('2', '00:00:39,884 --> 00:00:44,520', 'BERTRAND PICCARD STA PER FARE QUALCOSA DI STRAORDINARIO.')	('3', '00:00:36,708 --> 00:00:38,224', 'Voici Bertrand Piccard.')
3	3	('4', '00:00:32,625 --> 00:00:35,680', "Unsere Geschichte beginnt in Château d'Aix 1999.")	('1', '00:00:35,007 --> 00:00:38,680', "LA STORIA INIZIA A CHATEAU D'OEUX NEL 1999.")	('2', '00:00:32,556 --> 00:00:36,320', "-Notre histoire commence à Château-d'Oex, en 1999.")
4	3	('8', '00:00:47,025 --> 00:00:52,000', 'Sein Grossvater, August Piccard, war der Erste, der sehr weit in den Himmel flog.')	('4', '00:00:48,844 --> 00:00:57,360', "SUO NONNO, AUGUSTE PICCARD, E' STATO IL PRIMO A SALIRE MOLTO IN ALTO NEL CIELO.")	('6', '00:00:47,064 --> 00:00:53,560', 'Son grand-père Auguste a été le premier à aller très, très, très haut dans le ciel.')
5	3	('12', '00:01:24,236 --> 00:01:26,160', 'Was möchte Bertrand wagen?')	('7', '00:01:26,325 --> 00:01:29,960', "E BERTRAND, COSA FARA'?")	('11', '00:01:24,208 --> 00:01:27,640', 'Quel exploit Bertrand va-t-il réaliser ?')
6	3	('15', '00:01:38,907 --> 00:01:45,200', 'Leider müssen sie kurz nach dem Start wegen eines Lochs im Tank schon wieder landen.')	('9', '00:01:41,489 --> 00:01:49,760', 'POCO DOPO IL DECOLLO, UNA FUGA DI CARBURANTE LI OBBLIGA AD ATTERRARE.')	('14', '00:01:38,835 --> 00:01:46,440', 'Malheureusement, peu après le décollage, une fuite de carburant les oblige à se poser.')
7	3	('16', '00:01:45,342 --> 00:01:45,593', '* Ein')	('0', '00:00:04,040 --> 00:00:28,680', '* * * * * * * * * * * * * *')	('27', '00:02:56,304 --> 00:02:57,200', '-Ah !')
8	3	('18', '00:01:46,720 --> 00:01:57,155', '* Aber')	('0', '00:00:04,040 --> 00:00:28,680', '* * * * * * * * * * * * * *')	('1', '00:00:10,720 --> 00:00:32,160', '...')
9	3	('25', '00:02:23,440 --> 00:02:23,760', '* Der')	('0', '00:00:04,040 --> 00:00:28,680', '* * * * * * * * * * * * * *')	('27', '00:02:56,304 --> 00:02:57,200', '-Ah !')
10	3	('27', '00:02:25,360 --> 00:02:27,141', '* Also')	('0', '00:00:04,040 --> 00:00:28,680', '* * * * * * * * * * * * * *')	('1', '00:00:10,720 --> 00:00:32,160', '...')
11	3	('29', '00:02:30,662 --> 00:02:32,440', '* Muhen *')	('0', '00:00:04,040 --> 00:00:28,680', '* * * * * * * * * * * * * *')	('27', '00:02:56,304 --> 00:02:57,200', '-Ah !')
12	3	('32', '00:02:46,902 --> 00:02:48,680', '* Jubel *')	('15', '00:02:59,277 --> 00:03:03,360', 'SEMBRA CHE VADA TUTTO BENE.')	('25', '00:02:46,944 --> 00:02:50,600', 'Acclamations.')
13	3	('33', '00:02:57,584 --> 00:03:00,440', 'Dieses Mal geht alles gut, könnte man meinen.')	('15', '00:02:59,277 --> 00:03:03,360', 'SEMBRA CHE VADA TUTTO BENE.')	('28', '00:02:57,596 --> 00:03:01,040', '-Cette fois, on dirait que tout se passe bien.')
14	2	('34', '00:03:04,610 --> 00:03:08,120', 'Aber plötzlich weht der Wind nicht mehr.')	('17', '00:03:17,178 --> 00:03:23,000', 'MA LA MATTINA DEL SESTO GIORNO IL VENTO RIPRENDE A SOFFIARE.')	
15	3	('37', '00:03:18,227 --> 00:03:20,920', 'So endet das schöne Abenteuer in Ägypten.')	('18', '00:03:23,646 --> 00:03:27,320', "L'AVVENTURA TERMINA IN EGITTO.")	('31', '00:03:15,107 --> 00:03:22,200', "Mais au matin du 6e jour, le vent se remet à souffler très fort, et l'aventure se termine en Egypte.")
16	2	('5', '00:00:36,240 --> 00:00:38,160', 'Das ist Bertrand Piccard.')		('3', '00:00:36,708 --> 00:00:38,224', 'Voici Bertrand Piccard.')
17	2	('6', '00:00:38,305 --> 00:00:40,720', 'Er möchte etwas ganz Besonderes wagen.')		('4', '00:00:38,362 --> 00:00:42,200', "Il s'apprête à réaliser quelque chose d'extraordinaire.")
