id	aligned	de	it	fr
0	2	('1', '00:00:02,325 --> 00:00:05,296', '. Mit')	('1', '00:00:07,534 --> 00:00:08,185', '* Quando')	
1	2	('3', '00:00:09,131 --> 00:00:12,651', 'Als ich gegangen bin, musste ich sehr weinen.')	('2', '00:00:08,321 --> 00:00:10,899', 'ho deciso di scappare, ho pianto molto.')	
2	2	('4', '00:00:13,346 --> 00:00:17,009', 'Ich wusste nicht, ob ich jemals wieder zurückkehre, das war hart.')	('3', '00:00:11,208 --> 00:00:14,339', 'Non sapevo se sarei mai tornata, è stata dura.')	
3	2	('5', '00:00:18,916 --> 00:00:23,850', 'Und mein Mann kämpft jetzt im Krieg, ich weiss nicht, ob ich ihn wiedersehe.')	('4', '00:00:18,214 --> 00:00:22,649', 'Mio marito sta combattendo in guerra e non so se lo rivedrò.')	
4	2	('6', '00:00:25,715 --> 00:00:33,569', 'Vor zwei Monaten ist Iryna Fesenko mit ihren zwei Kindern aus dem Westen der Ukraine über die Grenze nach Polen geflohen.')	('5', '00:00:23,699 --> 00:00:32,979', "Due mesi fa, Irina Fesenko e i suoi due figli sono fuggiti dall'Ucraina dal confine occidentale per raggiungere la Polonia.")	
5	2	('7', '00:00:34,263 --> 00:00:40,530', 'Seither leben sie mit rund 60 weiteren Geflüchteten in einer Unterkunft der Caritas im Westen des Landes.')	('6', '00:00:33,290 --> 00:00:38,979', 'Da allora vivono con altri 60 rifugiati in un alloggio della Caritas a Lublino.')	
6	2	('9', '00:00:50,995 --> 00:00:54,450', 'hier sehr herzlich aufgenommen, sie helfen mir.')	('9', '00:00:49,377 --> 00:00:51,850', 'Sono stata accolta calorosamente.')	
7	2	('10', '00:00:55,141 --> 00:01:00,329', 'Meine Kinder und ich bekommen hier zu Essen - da möchte ich auch gerne etwas zurückgeben.')	('11', '00:00:54,487 --> 00:00:59,450', 'Ho ricevuto da mangiare, per questo desidero dare qualcosa in cambio.')	
8	2	('11', '00:01:01,024 --> 00:01:05,889', 'Ich möchte nicht einfach nur rumsitzen und abwarten, sondern mich nützlich machen.')	('12', '00:00:59,764 --> 00:01:04,099', 'Non voglio stare seduta ad aspettare, voglio rendermi utile.')	
9	2	('12', '00:01:07,825 --> 00:01:13,649', 'In der Ukraine hatten die aus- gebildete Epidemiologin und ihr Mann eine Arbeit, ein Leben.')	('13', '00:01:04,977 --> 00:01:09,534', 'In Ucraina, la giovane madre aveva un lavoro come epidemiologa.')	
10	2	('14', '00:01:20,475 --> 00:01:22,488', 'Z.B. den Unterricht der Kinder.')	('16', '00:01:15,614 --> 00:01:19,451', 'Per esempio, organizzando lezioni per i propri figli.')	
11	2	('15', '00:01:23,188 --> 00:01:29,088', 'Die Mütter haben sich zusammengetan, täglich leitet eine von ihnen die Schulstunde für den Nachwuchs.')	('17', '00:01:19,772 --> 00:01:26,611', 'Le madri hanno unito le forze e ogni giorno, a turno, insegnano i bambini a scrivere e a calcolare.')	
