id	aligned	de	it	fr
0	3	('1', '00:00:02,525 --> 00:00:05,047', '. Mit')	('20', '00:01:38,244 --> 00:01:38,690', 'Come va?')	('20', '00:02:48,888 --> 00:02:50,130', '-Ca va, André ?')
1	3	('2', '00:00:05,207 --> 00:00:07,125', 'Untertiteln von SWISS TXT')	('39', '00:03:21,845 --> 00:03:28,133', 'sottotitoli SWISS TXT Lugano')	('39', '00:04:31,581 --> 00:04:35,400', 'Sous-titrage SWISS TXT')
2	2	('3', '00:00:14,284 --> 00:00:22,245', 'Das Schlimmste war, sich nach der Hirnblutung auf einen Schlag als Mensch mit Behinderung wiederzufinden.')	('8', '00:00:38,088 --> 00:00:43,020', "L'incidente cerebro-vascolare ha provocato un taglio netto nella sua vita.")	
3	3	('4', '00:00:22,964 --> 00:00:25,202', 'Zu Beginn war da noch die Wut.')	('3', '00:00:22,696 --> 00:00:24,980', "All'inizio c'è anche la rabbia.")	('4', '00:01:34,234 --> 00:01:36,400', 'Au début, il y a de la colère.')
4	3	('5', '00:00:25,356 --> 00:00:26,206', '"Warum ich?"')	('4', '00:00:25,300 --> 00:00:26,097', '"Perché io?')	('20', '00:02:48,888 --> 00:02:50,130', '-Ca va, André ?')
5	3	('6', '00:00:26,900 --> 00:00:29,086', '"Warum hat es ausgerechnet mich getroffen?"')	('5', '00:00:26,257 --> 00:00:28,091', 'Perché è successo a me?"')	('5', '00:01:36,732 --> 00:01:44,560', 'On se dit: "Pourquoi moi, pourquoi ça m\'est tombé dessus ?" Mais je me dis que ça aurait pu être pire.')
6	2	('7', '00:00:29,778 --> 00:00:31,566', 'Dabei könnte es noch schlimmer sein.')	('27', '00:02:17,935 --> 00:02:21,493', "Un fatto che complica l'interazione con gli altri.")	
7	2	('8', '00:00:32,260 --> 00:00:35,566', 'Ich hätte die Sprache verlieren oder im Rollstuhl landen können.')	('6', '00:00:28,410 --> 00:00:36,210', 'Ma mi dico che nella mia sfortuna poteva anche andare peggio, perdere la parola e rimanere su una sedia a rotelle.')	
8	2	('9', '00:00:36,310 --> 00:00:41,685', '2013 - das Jahr, das Gilles Bataillards Leben für immer veränderte.')	('7', '00:00:36,790 --> 00:00:37,780', 'Era il 2013.')	
9	3	('14', '00:00:49,566 --> 00:00:53,166', 'Mit 48 begann sein langer Weg zurück ins Leben.')	('10', '00:00:49,079 --> 00:00:51,460', 'Quando è crollato a terra, aveva 48 anni.')	('9', '00:02:00,844 --> 00:02:02,440', 'Gilles avait 48 ans.')
10	3	('15', '00:00:58,193 --> 00:01:00,805', 'Ich war sehr sportlich, das rettete mich.')	('12', '00:00:58,532 --> 00:01:04,141', 'Credo che il fatto di aver sempre esercitato molto sport mi abbia salvato.')	('12', '00:02:10,027 --> 00:02:16,120', "-Le fait d'avoir fait beaucoup de sport m'a beaucoup sauvé, et le mental.")
11	2	('16', '00:01:01,502 --> 00:01:04,485', 'Aber ich glaube, es kommt auch sehr auf das Mentale an.')	('27', '00:02:17,935 --> 00:02:21,493', "Un fatto che complica l'interazione con gli altri.")	
12	3	('17', '00:01:05,179 --> 00:01:11,164', 'Wenn ich dem Motor nicht klar zu verstehen gebe, dass er anspringen soll, wird er das auch nicht tun.')	('14', '00:01:09,642 --> 00:01:12,780', 'Se il motore non riesce a funzionare, non si parte.')	('14', '00:02:19,108 --> 00:02:23,000', 'Si le moteur de la voiture fonctionne pas, on démarre pas.')
13	3	('19', '00:01:13,937 --> 00:01:15,845', 'So etwas funktioniert nicht von allein.')	('27', '00:02:17,935 --> 00:02:21,493', "Un fatto che complica l'interazione con gli altri.")	('31', '00:03:36,988 --> 00:03:52,400', "Mais expliquer en quoi un manque de concentration, une fatigabilité rapide, peut entraver l'activité dans la vie, c'est beaucoup plus difficile.")
14	3	('22', '00:01:21,382 --> 00:01:24,645', 'Noch ist es nicht einfach, aber es wird besser, Tag für Tag.')	('17', '00:01:22,291 --> 00:01:25,861', 'Cammina con difficoltà, ma fa progressi ogni giorno.')	('38', '00:04:23,675 --> 00:04:27,800', 'Le temps passe vite, et les journées sont bien remplies.')
15	3	('26', '00:01:36,177 --> 00:01:38,285', "Wie geht's?")	('20', '00:01:38,244 --> 00:01:38,690', 'Come va?')	('20', '00:02:48,888 --> 00:02:50,130', '-Ca va, André ?')
16	3	('27', '00:01:39,021 --> 00:01:44,205', 'Andre, ich hätte dich mit der Maske fast nicht erkannt.')	('22', '00:01:40,223 --> 00:01:43,541', 'Non ti ho riconosciuto con la mascherina.')	('22', '00:02:51,121 --> 00:02:54,120', "-Je t'ai pas reconnu, avec ton masque.")
