id	aligned	de	it	fr
0	2		('1', '00:00:02,010 --> 00:00:13,126', '* * Mi chiamo Merry, ho 21 anni.')	('2', '00:01:22,755 --> 00:01:25,240', "*-Je m'appelle Merry, j'ai 21 ans.")
1	2		('2', '00:00:14,179 --> 00:00:20,007', 'Sono stata vittima di bullismo, soprattutto in 4a, 5a e 6a elementare.')	('3', '00:01:25,536 --> 00:01:31,520', "*Mon harcèlement, c'était surtout en 4ème, 5ème et 6ème années.")
2	2		('3', '00:00:20,843 --> 00:00:30,087', 'Mi insultavano per come mi vestivo, per il mio aspetto fisico, la mia acne sul viso, di cui ho sofferto molto presto.')	('4', '00:01:34,409 --> 00:01:41,960', "C'était des insultes sur comment je m'habillais, mon physique, mon acné, que j'ai eue très tôt.")
3	2		('4', '00:00:30,951 --> 00:00:37,847', "Merry aveva 9 anni quando la sua famiglia lasciò l'Armenia per trasferirsi in Svizzera.")	('5', '00:01:42,226 --> 00:01:45,960', "-Elle a 9 ans quand elle quitte l'Arménie pour la Suisse.")
4	2		('6', '00:00:45,047 --> 00:00:48,248', 'Diversi compagni la insultavano di continuo.')	('7', '00:01:51,874 --> 00:01:55,160', "Des camarades l'insulteront de façon répétée.")
5	2		('8', '00:00:52,207 --> 00:00:58,168', "Quelle angherie hanno fatto sviluppare in me una sorta di sindrome dell'impostore.")	('9', '00:02:05,369 --> 00:02:11,600', "-Je pense que ça m'a mis un peu une espèce de syndrome de l'imposteur.")
6	2		('9', '00:00:58,724 --> 00:01:02,368', "E' un mio grosso problema, forse legato a quei fatti.")	('10', '00:02:11,890 --> 00:02:17,880', "C'est un gros problème que j'ai, mais peut-être que c'est lié à ça.")
7	2		('10', '00:01:05,622 --> 00:01:24,969', 'Quando parlavo con le persone in un gruppo, non mi sentivo legittimata a entrare in contatto con loro, perché per molto tempo sono stata messa nella categoria delle persone che non interessano a nessuno.')	('11', '00:02:18,170 --> 00:02:39,680', 'Parfois, quand j\'allais parler à des gens qui étaient dans un certain groupe, je m\'estimais pas légitime de créer un lien avec ces personnes-là, parce que j\'avais tellement longtemps été dans la catégorie un peu "les gens qu\'on s\'en fout".')
8	2		('11', '00:01:27,002 --> 00:01:31,329', 'In Svizzera, una ragazza su 10 è vittima di bullismo scolastico.')	('12', '00:02:39,950 --> 00:02:45,720', '-En Suisse, un enfant ou adolescent sur dix est victime de harcèlement scolaire.')
9	2		('12', '00:01:31,883 --> 00:01:45,409', "Creata alla fine del 2020 da due studenti di psicologia, l'Associazione Via mira a sensibilizzare i giovani, con testimonianze nei social, su un problema che spesso viene minimizzato.")	('13', '00:02:45,990 --> 00:02:59,600', "L'association VIA, créée fin 2020 par deux étudiants en psychologie, veut sensibiliser les plus jeunes à un problème trop souvent minimisé, grâce entre autres à ces témoignages en vidéo.")
10	2		('13', '00:01:52,681 --> 00:01:59,129', 'Il bullismo è presente a scuola quando si ripetono vari atti su un determinato alunno.')	('15', '00:03:03,713 --> 00:03:10,520', "-Le harcèlement scolaire est présent quand il y a une répétition d'actes divers sur un élève.")
11	2		('14', '00:02:00,148 --> 00:02:10,449', 'Scherzi, insulti, violenza fisica, pettegolezzi scambiati da coetanei in cortile o da insegnanti o da altre figure scolastiche.')	('7', '00:01:51,874 --> 00:01:55,160', "Des camarades l'insulteront de façon répétée.")
12	2		('15', '00:02:20,850 --> 00:02:27,729', 'Oggi dobbiamo adattarci anche al modo in cui le persone visualizzano i video e le interviste.')	('20', '00:03:32,758 --> 00:03:39,520', "On trouve qu'aujourd'hui, il faut aussi s'adapter à la façon de visionner des vidéos.")
13	2		('16', '00:02:28,404 --> 00:02:33,329', 'Per questo usiamo i mezzi più adatti come Facebook, Instagram e Tik Tok.')	('21', '00:03:39,801 --> 00:03:51,040', "On trouvait qu'Instagram, Facebook, TikTok, c'était plus adapté à ce genre de demande et que les personnes vont être plus facilement touchées par ça.")
14	2		('17', '00:02:33,887 --> 00:02:37,290', 'Così raggiungiamo facilmente un vasto pubblico.')	('21', '00:03:39,801 --> 00:03:51,040', "On trouvait qu'Instagram, Facebook, TikTok, c'était plus adapté à ce genre de demande et que les personnes vont être plus facilement touchées par ça.")
15	2		('18', '00:02:39,763 --> 00:02:43,890', 'Avere testimoniato mi ha permesso di liberarmi della vergogna.')	('22', '00:03:51,327 --> 00:03:58,280', '-Le fait de rendre ça public me permet de me débarrasser de ce sentiment de honte.')
16	2		('19', '00:02:44,442 --> 00:02:49,651', 'Perché quando si è nella posizione di vittima, non ci si sente affatto bene.')	('23', '00:03:58,553 --> 00:04:01,640', "La position de victime, c'est pas agréable.")
17	2		('20', '00:02:49,960 --> 00:02:53,451', 'Abbiamo il nostro ego e non vogliamo che sia condiviso.')	('24', '00:04:01,917 --> 00:04:07,040', 'On a notre fierté, notre ego, on veut pas que ce soit rendu public.')
18	2		('21', '00:02:53,758 --> 00:02:56,650', "Quindi l'ho fatto per liberami anche di questo.")	('25', '00:04:07,311 --> 00:04:10,080', "C'était pour me débarrasser de ça aussi.")
19	2		('22', '00:02:57,225 --> 00:03:04,451', 'Rivelarsi apertamente davanti a una telecamera e su Internet, comporta dei rischi.')	('26', '00:04:10,366 --> 00:04:16,000', '-Ce livrer sans fard devant la caméra et sur Internet comporte des risques.')
20	2		('23', '00:03:04,758 --> 00:03:08,530', 'Ma la sincerità di Merry ha finora attirato solo gratitudine.')	('27', '00:04:16,274 --> 00:04:22,521', "Mais la sincérité de Merry n'a attiré pour l'instant qu'empathie et bienveillance;")
21	2		('24', '00:03:08,855 --> 00:03:10,770', 'Nessun commento negativo.')	('28', '00:04:22,675 --> 00:04:24,840', 'pas de commentaires négatifs.')
22	2		('25', '00:03:12,014 --> 00:03:13,931', 'Una parola per il finale?')	('29', '00:04:25,123 --> 00:04:26,800', '-Un mot pour la fin ?')
23	2		('27', '00:03:14,759 --> 00:03:16,410', 'Andrà tutto bene.')	('30', '00:04:27,096 --> 00:04:28,840', 'Peace, ça va aller.')
24	2		('28', '00:03:17,557 --> 00:03:23,531', 'sottotitoli SWISS TXT Lugano')	('31', '00:04:32,501 --> 00:04:36,320', 'Sous-titrage SWISS TXT')
