id	aligned	de	it	fr
0	2	('1', '00:00:02,080 --> 00:00:04,427', '. Mit')		('18', '00:01:42,592 --> 00:01:43,464', "-C'est vrai ?")
1	2	('2', '00:00:04,579 --> 00:00:13,400', 'Untertiteln von SWISS TXT Roxane war 21, als ihre Tochter Mia auf die Welt kam.')		('2', '00:00:18,761 --> 00:00:23,680', "-Roxane n'avait que 21 ans quand sa fille Mia est venue au monde.")
2	2	('4', '00:00:18,924 --> 00:00:21,360', 'Ich habe ein sog. PCO-Syndrom.')		('3', '00:00:23,967 --> 00:00:28,760', '-Je suis atteinte du syndrome des ovaires polykystiques.')
3	2	('5', '00:00:21,502 --> 00:00:26,120', 'Das ist eine hormonelle Störung, mit der man eigentlich keine Kinder haben kann.')		('4', '00:00:29,055 --> 00:00:34,640', "Je ne suis pas censée pouvoir avoir d'enfant naturellement.")
4	2	('6', '00:00:26,257 --> 00:00:32,200', 'Und als ich dann doch schwanger geworden bin, war für uns klar, dass eine Abtreibung nicht infrage kommt.')		('5', '00:00:34,928 --> 00:00:39,600', "Mais il n'a pas été question d'un éventuel avortement.")
5	2	('7', '00:00:32,346 --> 00:00:34,280', 'Wir wollten das Kind behalten.')		('6', '00:00:39,873 --> 00:00:41,920', "C'était logique de la garder.")
6	2	('9', '00:00:39,310 --> 00:00:46,360', 'Spannungen in der Familie und im Freundeskreis, eine abgebrochene Ausbildung, Arbeitslosigkeit, Schulden.')		('7', '00:00:42,204 --> 00:00:57,600', '-Roxane ne se doutait pas que cette décision provoquerait de nombreux problèmes rapidement: des tensions avec ses proches, une formation interrompue par la maternité, son conjoint au chômage, des dettes.')
7	2	('10', '00:00:46,515 --> 00:00:48,920', 'Ein Teufelskreis - bis Hilfe kam.')		('34', '00:03:09,197 --> 00:03:11,680', '-On fait un travail de proximité.')
8	2	('11', '00:00:51,375 --> 00:00:52,524', 'Salut Roxane.')		('8', '00:00:57,892 --> 00:01:00,760', "-Salut, Roxane, c'est Dominique.")
9	2	('12', '00:00:52,716 --> 00:00:54,440', "Ich bin's, Monique.")		('20', '00:01:44,844 --> 00:01:45,280', '-Ouais.')
