id	aligned	de	it	fr
0	3	('1', '00:00:01,600 --> 00:00:01,928', '. Mit')	('5', '00:00:54,832 --> 00:00:57,520', 'MA COSA SONO STATO PRIMA?')	('1', '00:00:00,666 --> 00:00:02,000', '...')
1	3	('2', '00:00:02,093 --> 00:00:06,480', 'Untertiteln von SWISS TXT * Drollige, erwartungsvolle Musik *')	('2', '00:00:37,107 --> 00:00:43,640', "IL GIOVANE MEDICO CARL GUSTAV JUNG E' PERSO NEI SUOI PENSIERI.")	('2', '00:00:27,947 --> 00:00:30,974', '-Aujourd\'hui dans "Helveticus", Carl Gustav')
2	3	('3', '00:00:28,265 --> 00:00:32,680', 'Heute in "Helveticus": Carl Gustav Jung und sein Studium der Träume.')	('2', '00:00:37,107 --> 00:00:43,640', "IL GIOVANE MEDICO CARL GUSTAV JUNG E' PERSO NEI SUOI PENSIERI.")	('2', '00:00:27,947 --> 00:00:30,974', '-Aujourd\'hui dans "Helveticus", Carl Gustav')
3	3	('4', '00:00:33,424 --> 00:00:35,880', 'Unsere Geschichte spielt 1900 in Basel.')	('1', '00:00:32,184 --> 00:00:36,760', 'LA NOSTRA STORIA COMINCIA NEL 1900 A BASILEA.')	('4', '00:00:33,095 --> 00:00:36,720', 'Notre histoire commence en 1900 à Bâle.')
4	3	('6', '00:00:43,735 --> 00:00:46,320', 'Carl liebt es, über alles Mögliche nachzudenken.')	('29', '00:03:33,176 --> 00:03:44,040', 'LE TEORIE DI CARL GUSTAV JUNG SUI SOGNI SONO RICONOSCIUTE IN TUTTO IL MONDO E APPLICATE ANCORA OGGI.')	('7', '00:00:43,903 --> 00:00:48,880', 'Carl aime bien réfléchir et se poser des tas de questions sur son existence.')
5	3	('8', '00:00:49,029 --> 00:00:50,206', 'Er sagt: "Ich bin.')	('12', '00:01:30,905 --> 00:01:33,880', "SARA' PSICHIATRA.")	('8', '00:00:49,268 --> 00:00:54,367', 'Il se dit : "Je suis, "je suis ce que je suis, mais qu\'ai-je été auparavant')
6	3	('10', '00:00:51,947 --> 00:00:53,960', '"Aber was war ich denn vorher?"')	('5', '00:00:54,832 --> 00:00:57,520', 'MA COSA SONO STATO PRIMA?')	('8', '00:00:49,268 --> 00:00:54,367', 'Il se dit : "Je suis, "je suis ce que je suis, mais qu\'ai-je été auparavant')
7	2	('11', '00:00:56,646 --> 00:00:58,560', 'Heute geht es Carl gut.')	('8', '00:01:11,556 --> 00:01:17,600', 'ALCUNE PERSONE SONO SANE, MA DICONO DI ESSERE MALATE.')	
8	3	('15', '00:01:11,512 --> 00:01:15,840', 'Manche sind kerngesund und behaupten trotzdem, krank zu sein.')	('8', '00:01:11,556 --> 00:01:17,600', 'ALCUNE PERSONE SONO SANE, MA DICONO DI ESSERE MALATE.')	('11', '00:01:10,074 --> 00:01:16,536', "Certaines personnes paraissent en bonne santé mais se plaignent quand même d'être malades.")
9	3	('18', '00:01:28,443 --> 00:01:30,360', 'So wird Carl Psychiater.')	('2', '00:00:37,107 --> 00:00:43,640', "IL GIOVANE MEDICO CARL GUSTAV JUNG E' PERSO NEI SUOI PENSIERI.")	('16', '00:01:28,930 --> 00:01:30,560', 'Il sera psychiatre.')
