id	aligned	de	it	fr
0	2	('2', '00:00:04,093 --> 00:00:08,480', 'Untertiteln von SWISS TXT * Drollige, erwartungsvolle Musik *')	('6', '00:00:58,249 --> 00:01:03,560', 'QUINDI SI GUADAGNA DA VIVERE COME PITTORE.')	
1	3	('3', '00:00:29,986 --> 00:00:32,320', 'Heute in "Helveticus": Le Corbusier.')	('7', '00:01:05,243 --> 00:01:08,080', 'FIRMA I SUOI QUADRI "LE CORBUSIER".')	('2', '00:00:27,594 --> 00:00:30,880', '-Aujourd\'hui dans "Helveticus", Le Corbusier.')
2	3	('4', '00:00:33,505 --> 00:00:36,760', 'Unsere Geschichte spielt 1917 in La Chaux-de-Fonds.')	('1', '00:00:31,680 --> 00:00:37,120', 'LA STORIA INIZIA A LA CHAUX-DE-FONDS NEL 1917.')	('3', '00:00:31,271 --> 00:00:35,000', 'Notre histoire commence à La Chaux-de-Fonds, en 1917.')
3	3	('8', '00:00:57,296 --> 00:00:59,840', 'Doch in Paris ist es nicht so einfach für ihn.')	('5', '00:00:53,991 --> 00:00:57,880', "MA ALL'INIZIO A PARIGI E' DIFFICILE.")	('6', '00:00:55,023 --> 00:00:59,725', 'Mais à Paris, les débuts sont difficiles, car personne ne le connaît.')
4	2	('9', '00:01:00,003 --> 00:01:01,920', 'Es kennt ihn ja niemand.')	('26', '00:02:55,790 --> 00:02:59,200', 'MA NESSUNO APPOGGIA QUESTA IDEA.')	
5	3	('12', '00:01:12,148 --> 00:01:16,200', 'Er fühlt sich einsam im Atelier, doch dann hat er eine Idee.')	('8', '00:01:08,233 --> 00:01:14,240', "NEL SUO STUDIO SI SENTE SOLO, MA UN GIORNO HA UN'IDEA.")	('10', '00:01:08,147 --> 00:01:11,520', 'Dans son atelier, Le Corbusier se sent un peu seul.')
6	3	('15', '00:01:29,385 --> 00:01:32,640', 'Le Corbusier selber ist eher Künstler und Visionär.')	('12', '00:01:27,406 --> 00:01:31,040', "LE CORBUSIER HA UNO SPIRITO PIU' ARTISTICO.")	('20', '00:02:09,117 --> 00:02:12,600', 'Les idées de Le Corbusier commencent à plaire.')
7	3	('16', '00:01:32,806 --> 00:01:34,720', 'Wie bei diesem Projekt.')	('18', '00:01:58,600 --> 00:02:03,160', 'PER COSTRUIRE LE CASE BASTANO DEI PALI.')	('1', '00:00:09,106 --> 00:00:27,320', '...')
8	3	('17', '00:01:34,865 --> 00:01:38,800', 'Der Kund hat den Auftrag gegeben, einen Brunnen zu entwerfen.')	('13', '00:01:31,409 --> 00:01:37,120', 'UN CLIENTE CHIEDE IL DISEGNO PER UNA FONTANA.')	('14', '00:01:25,779 --> 00:01:36,880', "C'est un parfait associé pour Le Corbusier qui a un esprit plus artistique et visionnaire, comme pour ce projet où un client avait demandé qu'on lui dessine une fontaine.")
9	3	('18', '00:01:39,297 --> 00:01:45,920', 'Statt einen Brunnen zu entwerfen präsentiert Le Corbusier einen Entwurf für eine Stadt mit 3 Mio. Einwohnern.')	('14', '00:01:37,529 --> 00:01:44,800', "LE CORBUSIER, INVECE DELLA FONTANA, IMMAGINA UNA CITTA' DI 3 MILIONI DI ABITANTI.")	('15', '00:01:37,274 --> 00:01:44,960', "Eh bien au lieu de dessiner une fontaine, Le Corbusier a imaginé une ville de 3M d'habitants.")
10	3	('29', '00:02:30,979 --> 00:02:33,480', 'Doch Le Corbusier lässt sich nicht beirren.')	('23', '00:02:27,542 --> 00:02:31,520', 'MA LE CORBUSIER NON SI FERMA.')	('24', '00:02:26,740 --> 00:02:31,200', "C'est peut-être rigolo, mais Le Corbusier ne compte pas en rester là.")
11	3	('32', '00:02:42,625 --> 00:02:46,240', 'In einer Maschine hat jedes Teil seinen Zweck und Platz.')	('24', '00:02:32,864 --> 00:02:48,280', "VUOLE REALIZZARE UN'INTERA CITTA'. PER LUI, UNA CITTA' FUNZIONA COME UNA MACCHINA: OGNI PEZZO SERVE A QUALCOSA E DEVE ESSERE AL SUO POSTO.")	('28', '00:02:40,582 --> 00:02:45,555', 'Dans une machine, chaque pièce sert à quelque chose et doit être à sa place.')
