id	aligned	de	it	fr
0	3	('1', '00:00:01,849 --> 00:00:05,253', '. Mit')	('1', '00:00:06,535 --> 00:00:09,141', '* La')	('1', '00:00:04,160 --> 00:00:12,480', '...')
1	3	('2', '00:00:05,391 --> 00:00:21,928', 'Untertiteln von SWISS TXT Wir werden unseren Einsatz entlang der Aussengrenze machen.')	('39', '00:04:07,179 --> 00:04:17,210', 'sottotitoli SWISS TXT Lugano sottotitoli SWISS TXT Lugano')	('45', '00:04:13,896 --> 00:04:16,760', 'Sous-titrage SWISS TXT')
2	3	('3', '00:00:22,624 --> 00:00:24,007', 'Einen Teil davon zu Fuss.')	('1', '00:00:06,535 --> 00:00:09,141', '* La')	('37', '00:03:30,609 --> 00:03:33,320', '-Ca commence comme ça.')
3	3	('4', '00:00:24,712 --> 00:00:27,407', 'Lasst uns checken, ob dort alles okay ist.')	('3', '00:00:15,060 --> 00:00:17,775', 'Controlliamo se lì è tutto a posto.')	('3', '00:00:21,711 --> 00:00:27,360', 'Nous longerons une partie à pied, et on vérifiera si tout est en ordre là-bas.')
4	2	('5', '00:00:28,105 --> 00:00:30,557', 'Einsatzbesprechung der Ranger der Co- rozal')	('5', '00:00:29,437 --> 00:00:30,947', 'Il compito di questi ranger:')	
5	3	('7', '00:00:33,054 --> 00:00:38,768', 'Die Aufgabe der Handvoll Männer: den Tropenwald zu schützen - vor illegaler Abholzung und vor Wilderern.')	('6', '00:00:31,059 --> 00:00:36,016', 'proteggere la foresta tropicale dal disboscamento illegale e dai bracconieri.')	('5', '00:00:34,308 --> 00:00:40,160', 'Leur mission: protéger la forêt tropicale des braconniers et du défrichage illégal.')
6	3	('9', '00:00:41,197 --> 00:00:42,247', 'die Waldgebiete.')	('25', '00:02:35,329 --> 00:02:36,889', 'Torniamo nella foresta.')	('20', '00:01:56,461 --> 00:02:00,360', "-Ici, c'était de la forêt vierge.")
7	3	('11', '00:00:51,395 --> 00:00:53,608', 'Da steht eine Menge auf dem Spiel.')	('8', '00:00:43,453 --> 00:00:45,176', 'La posta in gioco è alta.')	('8', '00:00:49,824 --> 00:00:53,360', "-Il y a beaucoup d'intérêts en jeu.")
8	3	('12', '00:00:54,299 --> 00:00:59,926', 'Das Waldgebiet, das wir schützen, liegt genau zwischen zwei Gebieten, die bereits abgeholzt wurden.')	('9', '00:00:45,714 --> 00:00:52,296', "L'area che stiamo proteggendo si trova tra due aree già disboscate.")	('9', '00:00:53,657 --> 00:01:01,400', 'La forêt à protéger se trouve entre deux zones déjà déboisées: les parties jaunes.')
9	3	('13', '00:01:00,623 --> 00:01:02,014', 'Das sind die gelben hier.')	('19', '00:01:56,849 --> 00:02:00,448', 'Questo è il giallo qui sulla mappa.')	('22', '00:02:02,900 --> 00:02:07,120', "Il n'y a plus que des champs, là, en jaune.")
