id	aligned	de	it	fr
0	2		('1', '00:00:06,413 --> 00:00:09,777', '* 12 novembre 2021.')	('25', '00:03:11,278 --> 00:03:14,240', '-Environ six ou sept mois.')
1	2		('2', '00:00:10,070 --> 00:00:10,924', 'Un errore comune:')	('2', '00:01:23,432 --> 00:01:27,720', "-Une erreur fréquente: penser qu'il est inutile de demander.")
2	2		('3', '00:00:11,031 --> 00:00:12,527', 'supporre inutile di chiedere.')	('2', '00:01:23,432 --> 00:01:27,720', "-Une erreur fréquente: penser qu'il est inutile de demander.")
3	2		('4', '00:00:13,093 --> 00:00:23,536', "Ogni mattina, gli utenti della Fondazione San Gottardo che lavorano all'Orto il Gelso di Melano si ritrovano in cerchio per iniziare la loro attività.")	('3', '00:01:27,994 --> 00:01:36,160', "-Tous les matins, les ouvriers de la Fondation San Gottardo se réunissent avant d'attaquer leur journée.")
4	2		('5', '00:00:24,096 --> 00:00:27,207', 'Il lavoro inizia sempre con una massima.')	('4', '00:01:36,465 --> 00:01:42,400', "Le travail commence toujours par la lecture d'une maxime.")
5	2		('6', '00:00:27,780 --> 00:00:29,136', 'Un errore comune:')	('2', '00:01:23,432 --> 00:01:27,720', "-Une erreur fréquente: penser qu'il est inutile de demander.")
6	2		('7', '00:00:29,444 --> 00:00:31,337', 'supporre inutile di chiedere.')	('2', '00:01:23,432 --> 00:01:27,720', "-Une erreur fréquente: penser qu'il est inutile de demander.")
7	2		('8', '00:00:32,010 --> 00:00:40,376', 'Bisogna specificare che questo non è solo un contesto lavorativo, ma è anche un contesto di accoglienza per le persone.')	('6', '00:01:47,890 --> 00:01:54,480', "Ici, nous sommes dans un contexte professionnel, mais surtout un contexte d'accueil.")
8	2		('9', '00:00:40,697 --> 00:00:51,328', 'Qui il fatto di poter chiedere, potere esprimersi e poter essere se stessi con tutti i limiti e le risorse è di sicuro dato.')	('7', '00:01:54,764 --> 00:02:03,920', "Ici, on peut poser des questions, s'exprimer, être soi-même, avec toutes ses limites et toutes ses ressources.")
9	2		('10', '00:00:51,932 --> 00:00:57,568', "Il laboratorio agricolo impiega 25 utenti beneficiari di una rendita d'invalidità.")	('8', '00:02:07,077 --> 00:02:13,240', "-L'atelier agricole accueille 25 ouvriers bénéficiant d'une rente d'invalidité.")
10	2		('11', '00:00:58,164 --> 00:01:04,168', "Sono loro, accompagnati da 7 professionisti ed educatori, che fanno vivere l'azienda.")	('9', '00:02:13,517 --> 00:02:19,360', "Ce sont eux qui, accompagnés de professionnels, font vivre l'exploitation.")
11	2		('12', '00:01:05,373 --> 00:01:07,025', '-Di che cosa ti occupi?')	('10', '00:02:19,662 --> 00:02:21,920', "-De quoi t'occupes-tu ?")
12	2		('13', '00:01:07,175 --> 00:01:08,528', '-Io sono in cucina.')	('36', '00:03:54,293 --> 00:03:56,560', '-Voici notre cave.')
13	2		('14', '00:01:09,483 --> 00:01:11,688', 'Prima ero nella legna.')	('11', '00:02:22,192 --> 00:02:25,400', "-En cuisine, et avant, je m'occupais du bois.")
14	2		('15', '00:01:13,967 --> 00:01:15,857', 'Tu vieni qui sempre in auto.')	('12', '00:02:25,680 --> 00:02:29,080', '-Et maintenant, tu viens en voiture, hein ?')
15	2		('16', '00:01:16,172 --> 00:01:17,357', '-Hai la tua auto.')	('12', '00:02:25,680 --> 00:02:29,080', '-Et maintenant, tu viens en voiture, hein ?')
16	2		('17', '00:01:17,505 --> 00:01:17,728', '-Sì.')	('14', '00:02:32,032 --> 00:02:32,440', '-Oui.')
17	2		('18', '00:01:18,830 --> 00:01:20,650', 'Quale auto hai?')	('13', '00:02:29,381 --> 00:02:31,828', 'Tu as ta propre voiture ?')
18	2		('19', '00:01:21,771 --> 00:01:23,458', 'Peugeot 208.')	('16', '00:02:37,146 --> 00:02:39,400', '-Une Peugeot 208.')
19	2		('20', '00:01:24,341 --> 00:01:26,018', '-Quindi sei autonomo.')	('18', '00:02:41,872 --> 00:02:43,160', '-Je me débrouille.')
20	2		('21', '00:01:26,186 --> 00:01:27,528', '-Sì, mi arrangio.')	('18', '00:02:41,872 --> 00:02:43,160', '-Je me débrouille.')
21	2		('22', '00:01:28,083 --> 00:01:36,538', "Damiano, dopo una prima esperienza lavorativa in un garage, da 8 anni è impiegato all'Orto il Gelso e svolge diverse attività.")	('19', '00:02:43,432 --> 00:02:50,600', "-Après une première expérience dans un garage, Damiano travaille à l'Orto il Gelso depuis huit ans.")
22	2		('24', '00:01:50,683 --> 00:01:58,568', "L'obiettivo è di valorizzare le competenze che ognuno di noi ha e soprattutto dare un senso al proprio quotidiano.")	('9', '00:02:13,517 --> 00:02:19,360', "Ce sont eux qui, accompagnés de professionnels, font vivre l'exploitation.")
23	2		('25', '00:02:00,685 --> 00:02:10,779', "Con gli altri utenti, ci sono quelli con cui è più difficile andare d'accordo e altri con cui è più semplice.")	('20', '00:02:50,879 --> 00:02:58,320', "-C'est facile de s'entendre avec certains autres ouvriers, et moins avec d'autres.")
