id	aligned	de	it	fr
0	3	('1', '00:00:03,600 --> 00:00:03,886', '. Mit')	('12', '00:02:03,992 --> 00:02:07,840', "SARA' UN'AUTODIDATTA!")	('1', '00:00:09,213 --> 00:00:27,640', '...')
1	2	('2', '00:00:04,024 --> 00:00:08,160', 'Untertiteln von SWISS TXT * Drollige, erwartungsvolle Klänge *')	('13', '00:02:09,347 --> 00:02:16,680', "TRASCORRE MOLTO TEMPO A COPIARE LE OPERE DEI MAESTRI DELL'ANTICHITA'.")	
2	3	('3', '00:00:30,400 --> 00:00:33,720', 'Heute in "Helveticus": Angelica Kauffmann.')	('1', '00:00:28,333 --> 00:00:35,960', 'LA STORIA DI ANGELICA KAUFFMANN COMINCIA A COIRA NEL 1750.')	('2', '00:00:27,911 --> 00:00:31,480', '-Aujourd\'hui dans "Helveticus", Angelika Kauffmann.')
3	3	('4', '00:00:34,425 --> 00:00:37,440', 'Unsere Geschichte beginnt im Jahr 1750 in Chur.')	('1', '00:00:28,333 --> 00:00:35,960', 'LA STORIA DI ANGELICA KAUFFMANN COMINCIA A COIRA NEL 1750.')	('3', '00:00:31,784 --> 00:00:35,960', 'Notre histoire commence à Coire, en 1750.')
4	2	('5', '00:00:39,180 --> 00:00:40,291', '* Verträumte')	('0', '00:00:03,320 --> 00:00:27,680', '* * * * * *')	
5	3	('6', '00:00:40,493 --> 00:00:41,200', 'Klänge *')	('0', '00:00:03,320 --> 00:00:27,680', '* * * * * *')	('1', '00:00:09,213 --> 00:00:27,640', '...')
6	2	('7', '00:00:42,665 --> 00:00:43,122', 'Angelica')	('2', '00:00:39,775 --> 00:00:44,120', "ANGELICA E' UNA BAMBINA PRODIGIO.")	
7	3	('10', '00:00:55,583 --> 00:01:04,080', 'Sie kann sich nicht zwischen den beiden Leidenschaften entscheiden und fragt sich, was sie einmal sein wird: eine Musikerin oder eine Malerin.')	('4', '00:00:51,197 --> 00:01:02,040', "SI DOMANDA QUALE DELLE DUE PASSIONI SCEGLIERA' DA ADULTA: MUSICA O PITTURA?")	('7', '00:00:54,952 --> 00:01:01,760', "Elle se demande ce qu'elle choisira de devenir quand elle sera grande: musicienne ou peintre ?")
8	3	('12', '00:01:08,000 --> 00:01:08,320', '* Der')	('0', '00:00:03,320 --> 00:00:27,680', '* * * * * *')	('1', '00:00:09,213 --> 00:00:27,640', '...')
9	3	('14', '00:01:09,920 --> 00:01:13,200', '* Ihr')	('0', '00:00:03,320 --> 00:00:27,680', '* * * * * *')	('1', '00:00:09,213 --> 00:00:27,640', '...')
10	3	('15', '00:01:13,360 --> 00:01:14,960', 'Vater ist Dekorateur.')	('16', '00:02:33,758 --> 00:02:40,840', 'UN CELEBRE ARCHITETTO VUOLE CHE REALIZZI DIPINTI IN CASA SUA.')	('9', '00:01:10,840 --> 00:01:12,680', 'Son papa est décorateur.')
11	3	('16', '00:01:15,095 --> 00:01:20,640', 'Weil Angelica gut mit einem Pinsel umgehen kann, hilft sie ihm, diese Kirche auszuschmücken.')	('6', '00:01:11,726 --> 00:01:19,960', "LUI E' UN DECORATORE E ANGELICA LO AIUTA A DECORARE QUESTA CHIESA.")	('10', '00:01:12,945 --> 00:01:18,160', "Comme Angelika manie bien les pinceaux, elle l'aide à décorer cette église.")
12	3	('17', '00:01:25,670 --> 00:01:32,760', 'Aber von dieser betenden Frau ein Bild zu malen, bereitet ihr viel mehr Freude als die Wände zu weisseln.')	('7', '00:01:23,702 --> 00:01:31,600', "QUESTA DONNA IN PREGHIERA LA ISPIRA MOLTO DI PIU' DELLA DECORAZIONE DEI MURI.")	('11', '00:01:21,974 --> 00:01:29,320', "Elle s'exclame Mais cette femme en prière l'inspire beaucoup plus que la décoration des murs.")
13	3	('22', '00:02:05,222 --> 00:02:08,160', 'Dann Angelica bringt sich halt alles selbst bei.')	('8', '00:01:35,407 --> 00:01:46,240', "VISTA L’EMOZIONE CHE LE PROVOCA IL QUADRO, ANGELICA DECIDE CHE FARA' LA PITTRICE.")	('17', '00:02:02,718 --> 00:02:05,840', 'Tant pis, Angelika apprendra toute seule.')
14	3	('27', '00:02:29,255 --> 00:02:32,720', 'In dieser Ausstallung ist sie die einzige weibliche Künstlerin.')	('15', '00:02:26,269 --> 00:02:33,520', "IN QUESTA MOSTRA, ANGELICA E' L'UNICA DONNA A ESPORRE LE SUE OPERE.")	('22', '00:02:25,475 --> 00:02:29,320', 'Angelika est la seule femme à présenter des oeuvres.')
15	3	('32', '00:02:55,557 --> 00:02:57,720', 'Und sie wird immer berühmter.')	('17', '00:02:41,116 --> 00:02:45,560', 'ALCUNI SONO INVIDIOSI DEL SUO SUCCESSO.')	('28', '00:02:51,347 --> 00:02:52,760', 'Sa réputation grandit.')
16	3	('35', '00:03:10,585 --> 00:03:13,200', 'Aber Angelica möchte lieber frei bleiben.')	('20', '00:03:00,682 --> 00:03:12,760', 'A NAPOLI, LA REGINA CAROLINA VORREBBE TENERLA AL SUO SERVIZIO, MA ANGELICA VUOLE RESTARE LIBERA.')	('31', '00:03:06,512 --> 00:03:09,680', 'Mais Angelika refuse, elle veut rester libre.')
