id	aligned	de	it	fr
0	3	('1', '00:00:03,600 --> 00:00:03,928', '. Mit')	('13', '00:02:19,417 --> 00:02:23,280', 'SCOPRONO UN POSTO BELLISSIMO.')	('1', '00:00:00,400 --> 00:00:01,200', '...')
1	2	('2', '00:00:04,093 --> 00:00:08,480', 'Untertiteln von SWISS TXT * Drollige, erwartungsvolle Musik *')	('10', '00:01:57,833 --> 00:02:01,280', 'PAUL VUOLE FARE LA STESSA COSA IN SVIZZERA.')	
2	3	('4', '00:00:34,674 --> 00:00:37,880', 'Unsere Geschichte spielt 1914 in Graubünden.')	('1', '00:00:32,893 --> 00:00:36,720', 'LA STORIA SI SVOLGE NEI GRIGIONI NEL 1914.')	('3', '00:00:32,905 --> 00:00:36,120', 'Notre histoire se passe dans les Grisons, en 1914.')
3	3	('5', '00:00:39,381 --> 00:00:45,600', 'An diesem Morgen geht der Wissenschaftler Paul Sarasin auf eine Expedition nach Sri Lanka in Asien.')	('2', '00:00:39,220 --> 00:00:44,120', 'LO SCIENZIATO PAUL SARASIN PARTE PER LO SRI LANKA.')	('4', '00:00:37,192 --> 00:00:43,960', 'Ce matin, le scientifique Paul Sarasin part en expédition au Sri Lanka, en Asie.')
4	3	('6', '00:00:46,825 --> 00:00:50,440', 'Paul bereist die ganze Welt, um die Natur zu erforschen.')	('3', '00:00:44,589 --> 00:00:50,400', 'PAUL VIAGGIA IN TUTTO IL MONDO PER STUDIARE LA NATURA.')	('5', '00:00:44,347 --> 00:00:48,080', 'Paul voyage dans le monde entier pour étudier la nature.')
5	3	('7', '00:00:51,185 --> 00:00:55,320', 'In dieser Region ist die üppige Vegetation einfach sensationell.')	('9', '00:01:56,602 --> 00:01:57,668', "E' FANTASTICO.")	('6', '00:00:48,487 --> 00:00:54,160', 'Et dans cette région, observer la végétation luxuriante est un vrai bonheur.')
6	3	('9', '00:01:03,920 --> 00:01:13,379', '* Doch')	('14', '00:02:23,446 --> 00:02:25,720', "IL PARCO SARA' QUI.")	('1', '00:00:00,400 --> 00:00:01,200', '...')
7	3	('11', '00:01:20,216 --> 00:01:25,160', 'Paul will, dass einige Regionen der Welt im ursprünglichen Zustand bleiben können.')	('6', '00:01:18,463 --> 00:01:24,160', 'VORREBBE CHE ALCUNE AREE RESTASSERO ALLO STATO NATURALE.')	('9', '00:01:18,340 --> 00:01:22,200', 'Il aimerait que certaines régions restent dans leur état naturel.')
8	3	('12', '00:01:26,430 --> 00:01:28,400', 'In den USA gibt es das schon.')	('14', '00:02:23,446 --> 00:02:25,720', "IL PARCO SARA' QUI.")	('10', '00:01:22,598 --> 00:01:26,280', 'Aux Etats-Unis, il existe un endroit comme cela.')
9	3	('13', '00:01:29,065 --> 00:01:33,480', 'Der Ort heisst Yellow Stone und ist der erste Nationalpark der Welt.')	('7', '00:01:24,487 --> 00:01:33,280', "NEGLI STATI UNITI C'E' YELLOWSTONE, IL PRIMO PARCO NAZIONALE AL MONDO.")	('12', '00:01:30,562 --> 00:01:33,760', "C'est le premier parc national du monde.")
