id	aligned	de	it	fr
0	2	('3', '00:00:11,998 --> 00:00:14,533', 'Was bedeuten die beiden Bücher für dich?')	('2', '00:00:12,023 --> 00:00:14,924', 'significato hanno per te questi due libretti?')	
1	3	('5', '00:00:22,384 --> 00:00:27,972', 'Dies wegen meiner psychischen Beeinträchtigung und den Schlafproblemen, die ich hatte.')	('4', '00:00:20,559 --> 00:00:27,813', 'Non è stato facile ottenerli a causa della mia disabilità mentale e dei problemi di sonno di cui ho sofferto.')	('3', '00:01:23,975 --> 00:01:36,880', '-Ce CFC me tient à coeur car il a été difficile pour moi, à cause de mon handicap mental et de mes problèmes de sommeil.')
2	3	('6', '00:00:29,078 --> 00:00:35,091', 'Auf das Berufsattest und das eidgenössische Fähigkeitszeugnis ist Jeremias Schild stolz.')	('5', '00:00:28,479 --> 00:00:35,133', 'Jeremias Schild è orgoglioso dei suoi due certificati di formazione professionale e capacità federale.')	('4', '00:01:37,163 --> 00:01:44,400', '-Jeremias Schild est fier de son attestation professionnelle et de son certificat fédéral de capacité.')
3	3	('7', '00:00:35,782 --> 00:00:43,012', 'Mit seiner Beeinträchtigung ist es keine Selbstverständlichkeit, dass er die Lehre als Kaufmann erfolgreich abschliessen konnte.')	('6', '00:00:35,437 --> 00:00:43,204', "Data la sua malattia psichica, non è scontato che abbia completato l'apprendistato d'impiegato di commercio.")	('5', '00:01:44,664 --> 00:01:48,920', "Réussir un apprentissage d'employé de commerce n'allait pas de soi.")
4	3	('8', '00:00:43,697 --> 00:00:45,931', 'Doch bis jetzt hat er noch keine Stelle gefunden.')	('7', '00:00:43,761 --> 00:00:46,373', 'Tuttavia, finora non ha trovato lavoro.')	('6', '00:01:49,187 --> 00:01:52,480', "Jeremias n'a toutefois pas encore trouvé d'emploi.")
5	3	('9', '00:00:46,615 --> 00:00:50,892', 'Darum geht es für ihn zurück in die Brunau-Stiftung, wo er seine Lehre absolviert hat.')	('8', '00:00:47,120 --> 00:00:52,964', "Perciò è tornato a rivolgersi alla Fondazione Brunau, dove ha svolto l'apprendistato.")	('7', '00:01:52,747 --> 00:01:57,600', 'Il retourne donc à la fondation Brunau où il a fait son apprentissage.')
6	3	('10', '00:00:51,576 --> 00:00:56,611', 'Die Stiftung bietet jungen Menschen mit Beeinträchtigung eine Ausbildung im geschützten Rahmen.')	('9', '00:00:53,515 --> 00:00:58,765', 'La fondazione offre ai giovani disabili una formazione in un ambiente protetto.')	('8', '00:01:57,867 --> 00:02:02,920', 'La fondation offre aux jeunes handicapés une formation en milieu protégé.')
7	3	('11', '00:00:58,598 --> 00:01:03,412', 'Mit Job-Coach Annina Clopath will er sein Bewerbungsschreiben besprechen.')	('10', '00:00:59,078 --> 00:01:05,134', 'Stamattina esamina la sua lettera di candidatura con una collaboratrice delle risorse umane.')	('9', '00:02:03,187 --> 00:02:09,520', "Aujourd'hui, il veut discuter de sa lettre de candidature avec sa coach professionnelle.")
8	3	('12', '00:01:04,105 --> 00:01:08,971', 'Auch nach der Lehre werden die Absolventen betreut - ein langjähriges Engagement.')	('11', '00:01:05,437 --> 00:01:08,854', "I giovani vengono sostenuti anche dopo l'apprendistato.")	('10', '00:02:09,788 --> 00:02:16,240', "Les jeunes continuent d'être accompagnés après leur apprentissage et sur plusieurs années.")
9	2	('14', '00:01:11,330 --> 00:01:13,451', 'Du kannst nie alle Aufgaben aufführen.')	('7', '00:00:43,761 --> 00:00:46,373', 'Tuttavia, finora non ha trovato lavoro.')	
10	3	('15', '00:01:14,177 --> 00:01:14,611', 'Genau.')	('17', '00:01:40,389 --> 00:01:42,095', "E' un grande aiuto.")	('13', '00:02:24,786 --> 00:02:25,720', "-OK, d'accord.")
11	3	('16', '00:01:15,294 --> 00:01:28,051', 'Was du natürlich immer machen kannst - wenn eine Stelle ausgeschrieben ist - dass du einerseits auf die Firma eingehst, aber auch auf die Tätigkeiten, und je nachdem auch deine Tätigkeiten dann anpasst.')	('24', '00:02:16,688 --> 00:02:22,696', '"Questa persona ha le competenze richieste ed è in grado di entrare nel mondo del lavoro.')	('14', '00:02:25,987 --> 00:02:37,600', "-Mais tu as mis l'essentiel, et quand tu vois une offre d'emploi, tu dois focaliser sur l'entreprise ou sur les tâches à faire, puis adapter les activités selon le poste.")
