id	aligned	de	it	fr
0	3	('1', '00:00:01,600 --> 00:00:01,928', '. Mit')	('10', '00:02:20,418 --> 00:02:23,600', 'UN GIORNO LA CATASTROFE.')	('25', '00:02:47,904 --> 00:02:48,357', 'Ouille !')
1	3	('4', '00:00:32,253 --> 00:00:35,640', 'Unsere Geschichte spielt irgendwo in den Alpen um das Jahr 1560.')	('1', '00:00:33,304 --> 00:00:38,400', 'LA STORIA SI SVOLGE NEGLI ALPEGGI INTORNO AL 1560.')	('3', '00:00:31,750 --> 00:00:36,280', 'Notre histoire se passe quelque part dans les alpages, vers 1560.')
2	3	('5', '00:00:36,745 --> 00:00:38,840', 'An einem der ersten Frühlingstage')	('2', '00:00:39,015 --> 00:00:43,480', "E' PRIMAVERA E UN PASTORE RADUNA LA SUA MANDRIA.")	('4', '00:00:36,668 --> 00:00:41,240', 'En ce premier jour de printemps, un armailli rassemble son troupeau.')
3	3	('8', '00:00:47,143 --> 00:00:47,397', '* Ein')	('10', '00:02:20,418 --> 00:02:23,600', 'UN GIORNO LA CATASTROFE.')	('33', '00:03:17,270 --> 00:03:19,520', 'Cor.')
4	3	('10', '00:00:49,560 --> 00:00:56,076', '* *')	('0', '00:00:04,040 --> 00:00:29,320', '* * * * * * * * * * * * * *')	('1', '00:00:09,173 --> 00:00:27,520', '...')
5	2	('11', '00:00:56,230 --> 00:00:58,000', 'Sanfte Akkordeonklänge *')	('10', '00:02:20,418 --> 00:02:23,600', 'UN GIORNO LA CATASTROFE.')	
6	3	('13', '00:01:13,885 --> 00:01:15,840', 'Er muss die Kühe melken.')	('3', '00:00:43,915 --> 00:00:51,760', "E' ORA DI PORTARE LE MUCCHE SUGLI ALPEGGI PER APPROFITTARE DEI BEI GIORNI.")	('8', '00:01:13,638 --> 00:01:15,600', 'Il doit traire ses vaches.')
7	3	('16', '00:01:20,934 --> 00:01:21,697', '* Er')	('0', '00:00:04,040 --> 00:00:29,320', '* * * * * * * * * * * * * *')	('1', '00:00:09,173 --> 00:00:27,520', '...')
8	3	('17', '00:01:22,205 --> 00:01:23,731', 'jodelt.')	('10', '00:02:20,418 --> 00:02:23,600', 'UN GIORNO LA CATASTROFE.')	('33', '00:03:17,270 --> 00:03:19,520', 'Cor.')
9	3	('18', '00:01:24,240 --> 00:01:25,182', '* *')	('0', '00:00:04,040 --> 00:00:29,320', '* * * * * * * * * * * * * *')	('1', '00:00:09,173 --> 00:00:27,520', '...')
10	3	('19', '00:01:25,626 --> 00:01:26,960', 'Muhen *')	('0', '00:00:04,040 --> 00:00:29,320', '* * * * * * * * * * * * * *')	('33', '00:03:17,270 --> 00:03:19,520', 'Cor.')
11	3	('21', '00:01:36,117 --> 00:01:36,906', '* Sie')	('0', '00:00:04,040 --> 00:00:29,320', '* * * * * * * * * * * * * *')	('1', '00:00:09,173 --> 00:00:27,520', '...')
12	3	('22', '00:01:37,301 --> 00:01:38,485', 'jodeln.')	('10', '00:02:20,418 --> 00:02:23,600', 'UN GIORNO LA CATASTROFE.')	('1', '00:00:09,173 --> 00:00:27,520', '...')
13	3	('23', '00:01:38,880 --> 00:01:39,308', '* Aber')	('0', '00:00:04,040 --> 00:00:29,320', '* * * * * * * * * * * * * *')	('1', '00:00:09,173 --> 00:00:27,520', '...')
14	3	('24', '00:01:39,482 --> 00:01:42,880', 'eben, singen ist nicht jedermanns Sache.')	('7', '00:01:41,112 --> 00:01:44,920', 'MA NON TUTTI CANTANO BENE.')	('16', '00:01:39,043 --> 00:01:42,640', 'Mais tout le monde ne sait pas bien chanter.')
15	3	('25', '00:01:45,883 --> 00:01:46,135', '* Er')	('0', '00:00:04,040 --> 00:00:29,320', '* * * * * * * * * * * * * *')	('1', '00:00:09,173 --> 00:00:27,520', '...')
16	3	('26', '00:01:46,302 --> 00:01:47,392', 'jodelt schief.')	('10', '00:02:20,418 --> 00:02:23,600', 'UN GIORNO LA CATASTROFE.')	('33', '00:03:17,270 --> 00:03:19,520', 'Cor.')
17	3	('27', '00:01:47,560 --> 00:01:47,745', '* *')	('0', '00:00:04,040 --> 00:00:29,320', '* * * * * * * * * * * * * *')	('1', '00:00:09,173 --> 00:00:27,520', '...')
18	3	('29', '00:01:49,640 --> 00:01:54,505', '* *')	('0', '00:00:04,040 --> 00:00:29,320', '* * * * * * * * * * * * * *')	('1', '00:00:09,173 --> 00:00:27,520', '...')
19	3	('31', '00:01:56,400 --> 00:01:58,080', '* So')	('0', '00:00:04,040 --> 00:00:29,320', '* * * * * * * * * * * * * *')	('1', '00:00:09,173 --> 00:00:27,520', '...')
20	3	('34', '00:02:03,865 --> 00:02:04,651', 'Aber Achtung:')	('18', '00:03:14,679 --> 00:03:20,160', 'ECCO, BISOGNA PROVARE QUESTO CURIOSO STRUMENTO.')	('25', '00:02:47,904 --> 00:02:48,357', 'Ouille !')
21	3	('35', '00:02:04,782 --> 00:02:07,600', 'Die Stimme ist ein empfindliches Instrument.')	('7', '00:01:41,112 --> 00:01:44,920', 'MA NON TUTTI CANTANO BENE.')	('28', '00:02:56,943 --> 00:02:58,920', 'Mais quel est ce bruit bizarre ?')
22	3	('36', '00:02:10,755 --> 00:02:14,535', 'Und eines Tages: *')	('0', '00:00:04,040 --> 00:00:29,320', '* * * * * * * * * * * * * *')	('18', '00:02:11,443 --> 00:02:12,920', 'Et un jour...')
23	3	('38', '00:02:16,440 --> 00:02:19,615', '* *')	('0', '00:00:04,040 --> 00:00:29,320', '* * * * * * * * * * * * * *')	('1', '00:00:09,173 --> 00:00:27,520', '...')
24	3	('39', '00:02:19,805 --> 00:02:21,329', 'Er jodelt heiser.')	('15', '00:02:55,608 --> 00:02:59,320', 'ADESSO HA ANCHE MALE AL PIEDE.')	('33', '00:03:17,270 --> 00:03:19,520', 'Cor.')
25	3	('41', '00:02:24,637 --> 00:02:28,200', 'Der Senne ist heiser und hat keine Stimme mehr.')	('9', '00:02:05,298 --> 00:02:08,760', "MA LA VOCE E' UNO STRUMENTO FRAGILE.")	('21', '00:02:22,615 --> 00:02:26,880', "L'armailli a attrapé froid et il n'a plus de voix !")
26	3	('43', '00:02:33,991 --> 00:02:35,920', 'Aber nicht sehr erfolgreich.')	('12', '00:02:29,697 --> 00:02:34,280', 'CERCA DI RADUNARE LA MANDRIA, MA SENZA SUCCESSO.')	('23', '00:02:35,174 --> 00:02:36,680', 'Mais sans succès.')
27	3	('44', '00:02:40,015 --> 00:02:40,872', '* Heiseres')	('0', '00:00:04,040 --> 00:00:29,320', '* * * * * * * * * * * * * *')	('33', '00:03:17,270 --> 00:03:19,520', 'Cor.')
28	3	('45', '00:02:41,062 --> 00:02:41,920', 'Krächzen *')	('0', '00:00:04,040 --> 00:00:29,320', '* * * * * * * * * * * * * *')	('33', '00:03:17,270 --> 00:03:19,520', 'Cor.')
29	3	('46', '00:02:42,065 --> 00:02:46,000', 'Er braucht Hilfe, aber sein Nachbar bemerkt ihn nicht einmal.')	('13', '00:02:40,913 --> 00:02:46,600', 'HA BISOGNO DI AIUTO, MA IL SUO VICINO NON LO SENTE!')	('24', '00:02:41,008 --> 00:02:46,240', "Il a besoin d'aide, mais son voisin ne le remarque même pas.")
30	3	('47', '00:02:47,854 --> 00:02:51,360', 'Ei, ei, ei, der Senne ist verzweifelt.')	('13', '00:02:40,913 --> 00:02:46,600', 'HA BISOGNO DI AIUTO, MA IL SUO VICINO NON LO SENTE!')	('26', '00:02:48,487 --> 00:02:50,040', "L'armailli est désespéré.")
31	3	('52', '00:03:06,745 --> 00:03:09,160', 'Das ist eine super Idee!')	('17', '00:03:08,797 --> 00:03:14,160', 'SEMBRA UN FLAUTO GIGANTE: CHE IDEA!')	('31', '00:03:05,155 --> 00:03:06,320', 'Quelle bonne idée !')
