id	aligned	de	it	fr
0	2	('1', '00:00:01,445 --> 00:00:04,890', '. Mit')	('28', '00:02:45,440 --> 00:02:46,538', 'Perché?')	
1	2	('2', '00:00:05,050 --> 00:00:22,850', 'Untertiteln von SWISS TXT Wir sind hier zusammengekommen, um uns gemeinsam weiterzuentwickeln.')	('37', '00:03:32,340 --> 00:03:44,220', 'sottotitoli SWISS TXT Lugano')	
2	2	('3', '00:00:23,580 --> 00:00:29,450', 'Wir wollen uns gegenseitig verstehen lernen und gemeinsam wachsen.')	('3', '00:00:12,401 --> 00:00:15,526', 'Vogliamo imparare a capirci e a crescere insieme.')	
3	2	('4', '00:00:30,145 --> 00:00:33,010', 'Die eigenen Gefühle wahrnehmen und ausdrücken können.')	('5', '00:00:22,397 --> 00:00:26,176', 'Essere in grado di percepire ed esprimere i propri sentimenti:')	
4	2	('5', '00:00:33,955 --> 00:00:41,848', 'Das ist Teil des Berufsbildungsprogramms der Organisation Volver a la gente in einem der ärmsten Stadtviertel von Bogota.')	('6', '00:00:26,477 --> 00:00:36,047', "fa parte del programma di formazione professionale dell'organizzazione Volver A La Gente tenuto in uno dei quartieri più poveri di Bogotà, in Colombia.")	
5	2	('7', '00:00:52,548 --> 00:00:53,440', 'Schaut mal hier.')	('1', '00:00:07,375 --> 00:00:08,773', '* Siamo')	
6	2	('8', '00:00:53,559 --> 00:00:56,769', 'Das sind ganz viele Gefühle, die wir wahrnehmen können.')	('4', '00:00:16,079 --> 00:00:21,846', 'Affronteremo dei temi portati da ognuno di voi, che in qualche modo riguarderanno tutti.')	
7	2	('9', '00:00:57,461 --> 00:01:00,969', 'Sicher habt ihr alle schon mal das eine oder andere hiervon gefühlt.')	('4', '00:00:16,079 --> 00:00:21,846', 'Affronteremo dei temi portati da ognuno di voi, che in qualche modo riguarderanno tutti.')	
8	2	('10', '00:01:01,665 --> 00:01:02,120', 'Die Idee:')	('1', '00:00:07,375 --> 00:00:08,773', '* Siamo')	
9	2	('11', '00:01:02,234 --> 00:01:07,330', 'Die Jugendlichen sollen ihre Gefühlswelt besser kennen und damit umgehen lernen.')	('34', '00:03:13,371 --> 00:03:18,378', 'Impariamo ad essere consapevoli dei nostri sentimenti, ma non solo:')	
10	2	('12', '00:01:08,020 --> 00:01:12,408', 'Das soll ihnen z.B. bei Bewerbungsgesprächen mehr Selbstsicherheit geben.')	('3', '00:00:12,401 --> 00:00:15,526', 'Vogliamo imparare a capirci e a crescere insieme.')	
11	2	('13', '00:01:13,133 --> 00:01:21,449', 'Leider ist es so, dass viele unserer Jugendlichen aufgrund ihrer Lebensumstände als Aussenseiter wahrgenommen und behandelt werden.')	('8', '00:00:49,004 --> 00:00:58,047', 'Purtroppo, molti dei nostri giovani sono percepiti e trattati come degli elementi estranei alla società a causa della loro condizione.')	
12	2	('14', '00:01:22,144 --> 00:01:25,009', 'Das sind zusätzliche Hürden, die sie zu nehmen haben.')	('9', '00:00:58,362 --> 00:01:01,807', 'Questo, per loro, è un ulteriore ostacolo da superare.')	
13	2	('15', '00:01:25,756 --> 00:01:31,048', 'Und genau deshalb sind wir da, um ihnen zu helfen.')	('10', '00:01:02,136 --> 00:01:05,856', "E' il motivo per cui ci impegniamo ad aiutarli.")	
14	2	('16', '00:01:31,844 --> 00:01:33,770', 'Die menschlichen Emotionen.')	('5', '00:00:22,397 --> 00:00:26,176', 'Essere in grado di percepire ed esprimere i propri sentimenti:')	
15	2	('17', '00:01:34,463 --> 00:01:41,329', 'Psychologin Andrea Cuadros stellt sie seit mehr als 15 Jahren in den Mittelpunkt ihrer Arbeit mit jungen Menschen.')	('11', '00:01:07,047 --> 00:01:14,288', 'La psicologa mette le emozioni umane al centro del suo lavoro coi giovani, tutti hanno più di 15 anni.')	
