id	aligned	de	it	fr
0	3	('1', '00:00:03,520 --> 00:00:03,806', '. Mit')	('14', '00:02:01,462 --> 00:02:05,120', "FA TANTA PUBBLICITA'.")	('3', '00:00:12,733 --> 00:00:26,920', '...')
1	3	('2', '00:00:03,944 --> 00:00:08,080', 'Untertiteln von SWISS TXT * Drollige, erwartungsvolle Klänge *')	('2', '00:00:39,300 --> 00:00:42,200', "QUESTO E' GOTTLIEB DUTTWEILER.")	('61', '00:03:29,929 --> 00:03:31,182', 'Gottlieb gémit.')
2	3	('3', '00:00:29,450 --> 00:00:34,640', 'Heute in "Helveticus": Gottlieb Duttweiler und die Erfindung der Migros.')	('2', '00:00:39,300 --> 00:00:42,200', "QUESTO E' GOTTLIEB DUTTWEILER.")	('4', '00:00:27,298 --> 00:00:33,040', '-Aujourd\'hui dans "Helveticus", Gottlieb Duttweiler et la création de la Migros.')
3	3	('4', '00:00:35,266 --> 00:00:38,400', 'Unsere Geschichte spielt in Zürich im Jahr 1925.')	('1', '00:00:34,011 --> 00:00:38,880', 'LA STORIA SI SVOLGE A ZURIGO NEL 1925.')	('5', '00:00:33,431 --> 00:00:36,360', 'Notre histoire se passe à Zurich, en 1925.')
4	3	('5', '00:00:38,585 --> 00:00:39,006', '* Der')	('14', '00:02:01,462 --> 00:02:05,120', "FA TANTA PUBBLICITA'.")	('3', '00:00:12,733 --> 00:00:26,920', '...')
5	3	('6', '00:00:39,216 --> 00:00:40,269', 'Zug pfeift.')	('14', '00:02:01,462 --> 00:02:05,120', "FA TANTA PUBBLICITA'.")	('27', '00:01:43,830 --> 00:01:44,680', 'Gémissements.')
6	3	('7', '00:00:40,480 --> 00:00:40,979', '* Dieser')	('14', '00:02:01,462 --> 00:02:05,120', "FA TANTA PUBBLICITA'.")	('3', '00:00:12,733 --> 00:00:26,920', '...')
7	3	('9', '00:00:45,392 --> 00:00:47,280', 'Es ist Gottlieb Duttweiler.')	('2', '00:00:39,300 --> 00:00:42,200', "QUESTO E' GOTTLIEB DUTTWEILER.")	('61', '00:03:29,929 --> 00:03:31,182', 'Gottlieb gémit.')
8	3	('11', '00:00:51,114 --> 00:00:53,040', 'Jetzt hat der keine Arbeit.')	('3', '00:00:42,615 --> 00:00:49,800', 'I SUOI ULTIMI AFFARI SONO ANDATI MALE E NON HA LAVORO.')	('56', '00:03:15,812 --> 00:03:17,560', 'A cette époque, ça ne se fait pas.')
9	2	('13', '00:01:00,305 --> 00:01:03,120', 'Er fragt sich, was die Leute alles brauchen.')	('5', '00:00:57,929 --> 00:01:04,040', 'DI CHE COSA HANNO BISOGNO LE PERSONE?')	
10	3	('14', '00:01:03,325 --> 00:01:05,200', 'Z.B. diese Frau:')	('14', '00:02:01,462 --> 00:02:05,120', "FA TANTA PUBBLICITA'.")	('12', '00:00:59,976 --> 00:01:01,600', 'Comme cette dame, par exemple.')
11	3	('15', '00:01:05,350 --> 00:01:13,280', 'Sie würde sich sicher freuen, wenn der Laden nicht so weit weg wäre, und sie weniger für ihre Einkäufe zahlen müsste.')	('6', '00:01:04,293 --> 00:01:15,720', 'QUESTA SIGNORA VORREBBE FARE LA SPESA VICINO A CASA E LE PIACEREBBE CHE IL CIBO COSTASSE MENO.')	('15', '00:01:03,784 --> 00:01:08,880', 'Cette dame aimerait ne pas avoir à marcher si loin pour faire ses courses.')
12	3	('16', '00:01:14,675 --> 00:01:17,251', 'Das ist es, Gottlieb hat eine Idee.')	('14', '00:02:01,462 --> 00:02:05,120', "FA TANTA PUBBLICITA'.")	('18', '00:01:16,054 --> 00:01:16,546', 'Ca y est !')
13	3	('19', '00:01:24,175 --> 00:01:29,200', 'Dadurch spart er Geld und die Kunden können vor ihrer eigenen Haustür einkaufen.')	('6', '00:01:04,293 --> 00:01:15,720', 'QUESTA SIGNORA VORREBBE FARE LA SPESA VICINO A CASA E LE PIACEREBBE CHE IL CIBO COSTASSE MENO.')	('28', '00:01:45,071 --> 00:01:52,240', 'Pour faciliter la vente, les produits sont emballés pour être transportables et les prix sont simples.')
14	3	('23', '00:01:44,614 --> 00:01:50,680', 'Um den Verkauf einfacher zu machen, sind alle Produkte so verpackt, dass sie gut transportiert werden können.')	('12', '00:01:46,936 --> 00:01:54,320', 'TUTTI I PRODOTTI SONO FACILMENTE TRASPORTABILI E I PREZZI SONO SEMPLICI.')	('28', '00:01:45,071 --> 00:01:52,240', 'Pour faciliter la vente, les produits sont emballés pour être transportables et les prix sont simples.')
15	3	('24', '00:01:50,824 --> 00:01:56,480', 'Die Preise sind nicht kompliziert, sondern einfach, sodass man sie gut zusammenzählen kann.')	('12', '00:01:46,936 --> 00:01:54,320', 'TUTTI I PRODOTTI SONO FACILMENTE TRASPORTABILI E I PREZZI SONO SEMPLICI.')	('28', '00:01:45,071 --> 00:01:52,240', 'Pour faciliter la vente, les produits sont emballés pour être transportables et les prix sont simples.')
16	3	('27', '00:02:16,067 --> 00:02:18,280', 'Die Kunden sind sofort zur Stelle.')	('16', '00:02:14,461 --> 00:02:19,280', "I CLIENTI ARRIVANO, E' UN SUCCESSO.")	('37', '00:02:15,346 --> 00:02:17,392', 'Les clients sont au rendez-vous.')
17	3	('33', '00:02:45,549 --> 00:02:50,800', 'Wenn man ihm keine Waren verkaufen möchte, dann produziert er sie eben selbst.')	('20', '00:02:41,926 --> 00:02:51,720', 'DATO CHE NON GLI VENDONO I PRODOTTI, GOTTLIEB DECIDE DI FARLI LUI STESSO.')	('47', '00:02:43,737 --> 00:02:48,000', 'Comme on refuse de lui vendre des marchandises, il les fabriquera.')
18	3	('40', '00:03:20,916 --> 00:03:26,520', 'Im Jahr 1948 beschloss er, den ersten Schweizer Selbstbedienungsladen zu eröffnen.')	('25', '00:03:20,969 --> 00:03:28,080', 'NEL 1948 APRE IL PRIMO NEGOZIO SELF SERVICE IN SVIZZERA.')	('58', '00:03:19,658 --> 00:03:26,120', "Alors, en 1948, il décide d'ouvrir le 1er magasin en libre-service de Suisse.")
19	3	('41', '00:03:31,885 --> 00:03:33,760', '* Jubelschreie *')	('8', '00:01:21,807 --> 00:01:25,000', "CREERA' DEI CAMION NEGOZI.")	('39', '00:02:19,620 --> 00:02:20,100', 'Brouhaha.')
20	3	('43', '00:03:37,664 --> 00:03:46,600', 'Vielleicht ist nicht alles genau so passiert, aber dank seiner originellen Ideen gelang es Gottlieb Duttweiler, die Migros ins Leben zu rufen.')	('26', '00:03:35,905 --> 00:03:48,360', "GRAZIE ALLE SUE IDEE ORIGINALI GOTTLIEB HA CREATO I NEGOZI MIGROS CHE OGGI SONO I PIU' IMPORTANTI IN SVIZZERA.")	('4', '00:00:27,298 --> 00:00:33,040', '-Aujourd\'hui dans "Helveticus", Gottlieb Duttweiler et la création de la Migros.')
21	3	('44', '00:03:46,733 --> 00:03:50,240', 'Läden, die heute zu den wichtigsten Geschäften der Schweiz zählen.')	('26', '00:03:35,905 --> 00:03:48,360', "GRAZIE ALLE SUE IDEE ORIGINALI GOTTLIEB HA CREATO I NEGOZI MIGROS CHE OGGI SONO I PIU' IMPORTANTI IN SVIZZERA.")	('65', '00:03:35,866 --> 00:03:48,200', "Ca ne s'est pas passé exactement comme ça, mais grâce à son sens du commerce et ses idées, il a réussi à créer les magasins Migros, aujourd'hui les plus importants de Suisse.")
22	2	('45', '00:03:50,385 --> 00:03:51,035', 'SWISS TXT /')	('25', '00:03:20,969 --> 00:03:28,080', 'NEL 1948 APRE IL PRIMO NEGOZIO SELF SERVICE IN SVIZZERA.')	
23	2	('8', '00:00:41,118 --> 00:00:45,240', 'Mann kommt von einem langen Aufenthalt aus Brasilien zurück.')		('7', '00:00:38,426 --> 00:00:42,120', "Cet homme qui revient du Brésil, c'est Gottlieb Duttweiler.")
24	2	('10', '00:00:47,413 --> 00:00:50,960', 'Er macht sich Sorgen, seine letzten Geschäfte liefen gar nicht gut.')		('8', '00:00:43,622 --> 00:00:49,720', 'Il est soucieux, car ses dernières affaires ont été des échecs et il se retrouve sans travail.')
25	2	('12', '00:00:53,184 --> 00:01:00,160', 'Aber Gottlieb lässt sich nicht entmutigen und sucht nach einer guten Idee, um ein neues Geschäft aufzubauen.')		('54', '00:03:05,146 --> 00:03:11,080', "Gottlieb est toujours à l'affût de nouvelles idées pour faire prospérer son entreprise.")
26	2	('18', '00:01:21,099 --> 00:01:23,999', 'Dank seiner Lastwägen muss er keine Läden mieten.')		('21', '00:01:20,945 --> 00:01:24,040', 'Grâce aux camions, pas besoin de louer un local.')
