id	aligned	de	it	fr
0	3	('1', '00:00:01,600 --> 00:00:01,928', '. Mit')	('13', '00:02:06,034 --> 00:02:08,200', 'LE CIME SONO RIPIDE.')	('1', '00:00:09,026 --> 00:00:27,000', '...')
1	2	('2', '00:00:02,093 --> 00:00:06,480', 'Untertiteln von SWISS TXT * Drollige, erwartungsvolle Musik *')	('10', '00:01:43,264 --> 00:01:48,880', "NACQUE UN'ALTRA LEGGENDA, QUELLA DEL DRAGO DEL PILATUS.")	
2	3	('3', '00:00:27,978 --> 00:00:32,760', 'Heute in "Helveticus": die steilste Zahnradbahn der Welt auf einen legendären Berg.')	('6', '00:01:09,601 --> 00:01:17,920', "QUESTA STORIA FACEVA COSI' PAURA CHE ERA PROIBITO SCALARE LA MONTAGNA.")	('2', '00:00:27,383 --> 00:00:33,360', '-Aujourd\'hui dans "Helveticus", le train le plus raide du monde sur une montagne de légende.')
3	3	('4', '00:00:32,897 --> 00:00:35,880', 'Unsere Geschichte spielt 1889 in der Nähe von Luzern.')	('1', '00:00:33,640 --> 00:00:36,520', 'SIAMO A LUCERNA NEL 1889.')	('3', '00:00:33,740 --> 00:00:36,600', 'Notre histoire se passe près de Lucerne en 1889.')
4	3	('6', '00:00:48,867 --> 00:00:57,440', 'Der Berg heisst wie der schreckliche römische Stadthalter Pontius Pilatus, da dieser in einem kleinen See in der Nähe begraben sein soll.')	('4', '00:00:47,982 --> 00:01:02,000', "QUESTA MONTAGNA DEVE IL SUO NOME AL TERRIBILE GOVERNATORE ROMANO PONZIO PILATO CHE E' STATO SEPOLTO IN FONDO A UN PICCOLO LAGO QUI VICINO.")	('5', '00:00:48,591 --> 00:00:59,044', "Cette montagne doit son nom au terrible gouverneur romain Ponce Pilate qui, selon une légende, aurait été immergé au fond d'un petit lac non loin d'ici.")
5	3	('10', '00:01:27,782 --> 00:01:28,782', '* Lauter')	('13', '00:02:06,034 --> 00:02:08,200', 'LE CIME SONO RIPIDE.')	('1', '00:00:09,026 --> 00:00:27,000', '...')
6	2	('11', '00:01:29,068 --> 00:01:29,640', 'Ruf *')	('13', '00:02:06,034 --> 00:02:08,200', 'LE CIME SONO RIPIDE.')	
7	2	('15', '00:01:42,210 --> 00:01:43,126', 'Verängstigte')	('15', '00:02:14,001 --> 00:02:19,360', "MA PER CHI PASSEGGIA LA SALITA E' PERICOLOSA.")	
8	3	('16', '00:01:43,293 --> 00:01:43,960', 'Schreie *')	('13', '00:02:06,034 --> 00:02:08,200', 'LE CIME SONO RIPIDE.')	('1', '00:00:09,026 --> 00:00:27,000', '...')
9	3	('18', '00:01:52,905 --> 00:01:56,040', 'Aber der Drache war gar nicht böse, im Gegenteil.')	('14', '00:02:08,575 --> 00:02:13,600', "PER GLI STAMBECCHI NON E' UN PROBLEMA.")	('13', '00:01:53,060 --> 00:01:54,809', "Ce dragon n'était pas méchant.")
10	3	('20', '00:02:02,505 --> 00:02:05,120', 'Heute ist er das Wahrzeichen des Pilatus.')	('12', '00:01:59,808 --> 00:02:05,680', "AIUTAVA LE PERSONE IN DIFFICOLTA' E OGGI E' IL SIMBOLO DEL PILATUS.")	('16', '00:02:01,180 --> 00:02:04,600', "Aujourd'hui, c'est l'emblème du mont Pilate.")
11	3	('22', '00:02:10,401 --> 00:02:17,960', 'Für die Steinböcke ist das kein Problem, aber für die Wanderer kann es manchmal etwas gefährlich sein.')	('9', '00:01:36,793 --> 00:01:42,920', 'PENSAVA NON CI FOSSE NIENTE DA TEMERE, MA SI SBAGLIAVA.')	('18', '00:02:10,703 --> 00:02:17,400', "Ce n'est pas un problème pour les bouquetins, mais pour les promeneurs, la montée est parfois périlleuse.")
12	3	('24', '00:02:19,567 --> 00:02:20,400', 'Knall *')	('13', '00:02:06,034 --> 00:02:08,200', 'LE CIME SONO RIPIDE.')	('1', '00:00:09,026 --> 00:00:27,000', '...')
13	3	('26', '00:02:24,515 --> 00:02:30,319', 'Er dachte, dass es praktisch wäre, mit einer Bahn direkt auf den Gipfel zu fahren.')	('16', '00:02:21,603 --> 00:02:30,360', 'UN INGEGNERE PENSA CHE SAREBBE COMODO SE UN TRENO PORTASSE LA GENTE ALLA CIMA.')	('19', '00:02:21,503 --> 00:02:30,240', "C'est alors qu'Eduard Locher, ingénieur de métier, se dit que ce serait pratique si un train emmenait les promeneurs au sommet.")
14	3	('33', '00:02:55,348 --> 00:03:00,120', 'Es braucht zwei Zahnräder, links und rechts einer doppelten Zahnstange.')	('21', '00:02:53,099 --> 00:03:02,080', 'PER IL PILATUS CI VOGLIONO ALMENO 2 RUOTE DENTATE SU OGNI LATO DELLA CREMAGLIERA.')	('25', '00:02:54,787 --> 00:02:59,600', 'Il décide de mettre deux roues dentées de chaque côté de la crémaillère.')
15	3	('35', '00:03:03,228 --> 00:03:08,200', 'Sein System ist viel sicherer und kann bei steileren Bergen eingesetzt werden.')	('11', '00:01:52,955 --> 00:01:59,520', 'IL DRAGO NON ERA CATTIVO, ERA IL GUARDIANO DELLA MONTAGNA.')	('27', '00:03:03,342 --> 00:03:07,040', 'Ce système plus sûr permet de gravir des pentes très raides.')
16	3	('39', '00:03:32,705 --> 00:03:36,720', "Jedes Jahr fahren über 200'000 Menschen damit auf den Pilatus.")	('25', '00:03:34,069 --> 00:03:41,240', "OGNI ANNO VIENE PRESO DA PIU' DI 200MILA PERSONE.")	('30', '00:03:25,149 --> 00:03:38,040', "Le train du Pilatus est encore aujourd'hui le train le plus raide du monde, et il permet de monter chaque année plus de 200 000 personnes jusqu'au sommet de la montagne.")
17	2	('5', '00:00:37,385 --> 00:00:43,440', 'An diesem schönen Tag sind Wanderer auf dem Pilatus unterwegs und suchen einen Picknickplatz.')		('4', '00:00:36,983 --> 00:00:45,520', 'Par cette belle journée ensoleillée, des randonneurs se promènent sur le mont Pilatus et cherchent un endroit pour pique-niquer.')
18	2	('8', '00:01:10,801 --> 00:01:16,480', 'Das bereitet allen solche Angst, dass es lange verboten war, auf den Berg zu steigen.')		('21', '00:02:35,505 --> 00:02:42,840', 'Mais personne ne prend au sérieux cette idée farfelue, car aucun train ne peut grimper une pente aussi raide !')
19	2	('9', '00:01:18,146 --> 00:01:23,240', 'Bis 1585 der mutige Pfarrer von Luzern wissen wollte, ob die Legende wahr sei.')		('7', '00:01:10,958 --> 00:01:23,160', "Cette histoire faisait si peur qu'il fut interdit pendant des années d'escalader la montagne, jusqu'en 1585, où le courageux curé de Lucerne voulut vérifier la légende.")
20	2	('12', '00:01:29,779 --> 00:01:33,400', 'Ausser Tieren fand der Pfarrer nichts Beängstigendes beim See.')		('8', '00:01:27,862 --> 00:01:32,325', "A part des animaux, le curé ne trouva rien d'effrayant près du lac.")
21	2	('13', '00:01:33,990 --> 00:01:37,680', 'Also ging er ins Tal - es gab ja nichts Gefährliches.')		('9', '00:01:32,455 --> 00:01:36,520', "Alors il redescendit, pensant qu'il n'y avait rien à craindre.")
22	2	('14', '00:01:37,815 --> 00:01:42,043', 'Doch da hatte er sich getäuscht, denn als er an einer Höhle vorbeikam ... *')		('11', '00:01:38,568 --> 00:01:41,240', "Car en passant près d'une grotte...")
23	2	('17', '00:01:44,104 --> 00:01:47,639', 'So entstand eine neue Legende: die vom Pilatus-Drachen.')		('12', '00:01:43,628 --> 00:01:48,760', "C'est ainsi que naquit une autre légende : celle du dragon du Pilatus.")
24	2	('19', '00:01:56,745 --> 00:02:00,800', 'Er war der Bewacher des Berges und half allen Wanderern in Not.')		('14', '00:01:54,929 --> 00:01:56,920', "C'était le gardien de la montagne.")
25	2	('21', '00:02:05,776 --> 00:02:10,240', 'Der Pilatus ist bei Wanderern sehr beliebt, doch er ist etwas steil.')		('18', '00:02:10,703 --> 00:02:17,400', "Ce n'est pas un problème pour les bouquetins, mais pour les promeneurs, la montée est parfois périlleuse.")
26	2	('25', '00:02:21,506 --> 00:02:24,360', 'Das erfuhr auch der Ingenieur Eduard Locher.')		('19', '00:02:21,503 --> 00:02:30,240', "C'est alors qu'Eduard Locher, ingénieur de métier, se dit que ce serait pratique si un train emmenait les promeneurs au sommet.")
27	2	('27', '00:02:30,466 --> 00:02:34,400', 'Am nächsten Tag stellte er seine Idee dem Eisenbahnchef vor.')		('20', '00:02:30,630 --> 00:02:35,120', 'Le lendemain, il fait part de son idée au chef des chemins de fer.')
28	2	('29', '00:02:39,225 --> 00:02:42,880', 'Ein Zug kann doch nicht einen so steilen Berg hochfahren.')		('21', '00:02:35,505 --> 00:02:42,840', 'Mais personne ne prend au sérieux cette idée farfelue, car aucun train ne peut grimper une pente aussi raide !')
29	2	('31', '00:02:49,996 --> 00:02:51,920', 'Doch Eduard hat eine Idee!')		('23', '00:02:49,044 --> 00:02:50,478', 'Eduard a une idée.')
30	2	('32', '00:02:52,068 --> 00:02:55,200', 'Um auf den Pilatus zu kommen, reicht das nicht.')		('24', '00:02:50,646 --> 00:02:54,657', 'Pour les pentes du Pilatus, une roue ne suffit pas.')
31	2	('34', '00:03:00,264 --> 00:03:03,080', 'In seinem Atelier bastelt er an einer Lösung.')		('26', '00:02:59,983 --> 00:03:02,960', 'Dans son atelier, il met au point son invention.')
32	2	('36', '00:03:10,785 --> 00:03:20,120', 'Dank seiner Erfindung und mehr als einem Jahr Arbeit konnten am 4. Juni 1889 die ersten Passagiere ganz bequem auf den Pilatusgipfel hochfahren.')		('28', '00:03:09,383 --> 00:03:21,760', "Grâce à cette invention et après plus d'un an de travaux, le 4 juin 1889, les premiers passagers montent à bord du train du Pilate pour une extraordinaire ascension.")
33	2	('37', '00:03:23,345 --> 00:03:25,880', 'Und das ist das Ende unserer Geschichte.')		('29', '00:03:22,163 --> 00:03:24,760', 'Ainsi se termine notre histoire.')
34	2	('38', '00:03:26,020 --> 00:03:32,560', 'Vielleicht ist nicht alles genau so passiert, aber die Zahnradbahn ist noch immer die steilste der Welt.')		('18', '00:02:10,703 --> 00:02:17,400', "Ce n'est pas un problème pour les bouquetins, mais pour les promeneurs, la montée est parfois périlleuse.")
35	2		('5', '00:01:02,285 --> 00:01:09,080', 'SI DICEVA CHE IL SUO FANTASMA SPAVENTASSE GLI ABITANTI.')	('6', '00:00:59,175 --> 00:01:06,680', "Au Moyen Age, on prétendait que son fantôme viendrait effrayer les habitants de la région s'il était réveillé.")
