id	aligned	de	it	fr
0	2	('2', '00:00:02,027 --> 00:00:06,480', 'Untertiteln von SWISS TXT * Drollige, erwartungsvolle Musik *')	('7', '00:01:09,580 --> 00:01:12,280', 'A FRIEDRICH PIACE ESAGERARE.')	
1	3	('3', '00:00:28,792 --> 00:00:31,920', 'Heute in "Helveticus": Friedrich Dürrenmatt.')	('2', '00:00:40,168 --> 00:00:44,080', 'LO SCRITTORE FRIEDRICH DUERRENMATT PASSEGGIA.')	('3', '00:00:36,598 --> 00:00:40,791', "Ce matin, l'écrivain Friedrich Durrenmatt se promène.")
2	3	('4', '00:00:33,265 --> 00:00:36,520', 'Unsere Geschichte spielt in Neuchâtel im Jahr 1956.')	('1', '00:00:35,292 --> 00:00:39,000', 'LA STORIA SI SVOLGE A NEUCHATEL NEL 1956.')	('2', '00:00:32,678 --> 00:00:36,200', '-Notre histoire se passe à Neuchâtel, en 1956.')
3	3	('5', '00:00:37,976 --> 00:00:41,640', 'Das ist Schriftsteller Friedrich Dürrenmatt bei einem Spaziergang.')	('2', '00:00:40,168 --> 00:00:44,080', 'LO SCRITTORE FRIEDRICH DUERRENMATT PASSEGGIA.')	('3', '00:00:36,598 --> 00:00:40,791', "Ce matin, l'écrivain Friedrich Durrenmatt se promène.")
4	3	('6', '00:00:41,779 --> 00:00:44,640', 'Er ist ein sehr bekannter Romanautor der Schweiz.')	('3', '00:00:44,166 --> 00:00:53,880', "E' MOLTO CONOSCIUTO IN SVIZZERA; SCRIVE ROMANZI E OPERE TEATRALI E VORREBBE FARLE CONOSCERE NEL MONDO.")	('4', '00:00:40,928 --> 00:00:44,290', "C'est un auteur de romans très connu en Suisse.")
5	3	('10', '00:00:56,706 --> 00:01:00,440', 'Dabei lässt er sich von allem, das er sieht, inspirieren.')	('25', '00:03:33,564 --> 00:03:37,720', 'LE SUE OPERE SONO RAPPRESENTATE IN TUTTO IL MONDO.')	('7', '00:00:56,588 --> 00:00:59,880', "Pour cela, il s'inspire de tout ce qui l'entoure.")
6	3	('15', '00:01:17,787 --> 00:01:20,960', 'So, die erste Figur seines Stückes ist gefunden.')	('22', '00:03:09,500 --> 00:03:12,600', "E' LA SERA DELLA PRIMA.")	('11', '00:01:17,140 --> 00:01:20,720', 'Et voilà son premier personnage !')
7	2	('16', '00:01:21,239 --> 00:01:25,960', '* Bellen * * Fauchen *')	('0', '00:00:04,040 --> 00:00:28,960', '* * * * * * * * * * * * * *')	
8	3	('18', '00:01:28,465 --> 00:01:32,480', 'Was wäre, wenn die alte Dame einen Panther als Haustier hätte?')	('10', '00:01:30,278 --> 00:01:35,000', 'E SE LA SIGNORA AVESSE UNA PANTERA COME ANIMALE DA COMPAGNIA?')	('15', '00:01:27,666 --> 00:01:32,640', 'Et si la vieille dame avait une panthère comme animal de compagnie ?')
9	3	('19', '00:01:32,732 --> 00:01:34,055', '* Schnurren')	('0', '00:00:04,040 --> 00:00:28,960', '* * * * * * * * * * * * * *')	('29', '00:03:17,497 --> 00:03:18,760', "Cris d'effroi.")
10	3	('20', '00:01:34,320 --> 00:01:48,821', '* *')	('0', '00:00:04,040 --> 00:00:28,960', '* * * * * * * * * * * * * *')	('1', '00:00:10,760 --> 00:00:32,280', '...')
11	3	('21', '00:01:49,185 --> 00:01:50,837', 'Knurren * *')	('0', '00:00:04,040 --> 00:00:28,960', '* * * * * * * * * * * * * *')	('1', '00:00:10,760 --> 00:00:32,280', '...')
12	3	('23', '00:01:53,312 --> 00:01:57,920', 'In seinem Theaterstück wäre die alte Dame in einem Zug unterwegs.')	('12', '00:02:00,968 --> 00:02:06,880', "E QUESTO TRENO ARRIVERA' IN UN PAESE IN ROVINA.")	('16', '00:01:53,336 --> 00:01:56,600', 'La vieille dame sera dans un train.')
13	3	('25', '00:02:00,945 --> 00:02:04,080', 'Dieser Zug käme in einem verfallenen Dörfchen an.')	('12', '00:02:00,968 --> 00:02:06,880', "E QUESTO TRENO ARRIVERA' IN UN PAESE IN ROVINA.")	('17', '00:01:58,873 --> 00:02:02,240', 'Et ce train arrivera dans un village en ruines.')
14	3	('26', '00:02:07,552 --> 00:02:11,040', 'Die beiden Zwillinge wären ihre perfekten Diener.')	('13', '00:02:08,673 --> 00:02:14,240', 'QUESTI GEMELLINI SAREBBERO DEI PERFETTI SERVITORI.')	('19', '00:02:06,634 --> 00:02:09,840', 'Ces jumeaux feraient de parfaits serviteurs.')
15	3	('27', '00:02:13,145 --> 00:02:17,800', 'In diesem Park lässt unser Schrift- steller seiner Fantasie freien Lauf.')	('14', '00:02:15,677 --> 00:02:20,960', "L'IMMAGINAZIONE DELLO SCRITTORE NON HA LIMITI.")	('20', '00:02:12,393 --> 00:02:17,720', "Dans ce parc, l'imagination de notre écrivain n'a pas de limites !")
16	2	('31', '00:02:32,783 --> 00:02:35,800', '* Fauchen, Schimpfen *')	('5', '00:00:58,890 --> 00:01:03,440', 'SI LASCIA ISPIRARE DA TUTTO QUELLO CHE LO CIRCONDA.')	
17	3	('34', '00:02:52,181 --> 00:02:58,360', 'Während der Proben erklärt er den Schauspieler:innen, dass sie auch Bäume, Tiere und Bänke spielen müssen.')	('20', '00:02:54,395 --> 00:03:03,760', 'SPIEGA AGLI ATTORI COME DOVRANNO RECITARE IL RUOLO DI ALBERI, ANIMALI, PANCHINE.')	('25', '00:02:51,733 --> 00:02:59,630', "Pendant les répétitions, il dit aux acteurs qu'ils devront aussi jouer des arbres, des animaux, des bancs.")
18	3	('35', '00:02:58,514 --> 00:03:01,720', 'Das geht ihnen nicht so einfach in den Kopf.')	('17', '00:02:30,841 --> 00:02:34,720', "SONO TUTTI UN PO' STRANI.")	('26', '00:02:59,778 --> 00:03:01,480', 'Pas facile à comprendre.')
19	3	('36', '00:03:04,507 --> 00:03:06,880', 'Jetzt ist die Premiere.')	('22', '00:03:09,500 --> 00:03:12,600', "E' LA SERA DELLA PRIMA.")	('27', '00:03:07,027 --> 00:03:08,920', "C'est le soir de la première.")
20	3	('37', '00:03:07,025 --> 00:03:13,760', 'Friedrich ist froh, denn sein Stück, das "Besuch der alten Dame" heisst, ist ein grosser Erfolg.')	('24', '00:03:22,165 --> 00:03:33,080', "GRAZIE AL SUCCESSO DI QUESTA OPERA TEATRALE, DURRENMATT E' UNO DEGLI SCRITTORI SVIZZERI PIU' CONOSCIUTI.")	('28', '00:03:09,328 --> 00:03:16,200', 'Friedrich est soulagé, car sa pièce, "La Visite de la vieille dame", est un triomphe.')
21	3	('40', '00:03:21,789 --> 00:03:34,920', 'Vielleicht ist nicht alles genau so passiert, aber dank dieses Stückes wurde Friedrich Dürrenmatt ein sehr bekannter Schweizer Schriftsteller und seine Stücke werden noch heute auf der ganzen Welt aufgeführt.')	('3', '00:00:44,166 --> 00:00:53,880', "E' MOLTO CONOSCIUTO IN SVIZZERA; SCRIVE ROMANZI E OPERE TEATRALI E VORREBBE FARLE CONOSCERE NEL MONDO.")	('31', '00:03:21,746 --> 00:03:35,440', "Tout ne s'est peut-être pas passé exactement comme ça, mais grâce à cette pièce, il est devenu l'un des auteurs suisses les plus connus, et ses pièces sont encore jouées dans le monde entier.")
22	2	('1', '00:00:01,520 --> 00:00:01,856', '. Mit')		('1', '00:00:10,760 --> 00:00:32,280', '...')
23	2	('7', '00:00:44,786 --> 00:00:47,120', 'Aber er schreibt auch Theaterstücke.')		('5', '00:00:44,420 --> 00:00:50,080', 'Il écrit aussi des pièces de théâtre, et aimerait les faire connaître partout.')
24	2	('9', '00:00:51,992 --> 00:00:55,760', 'Heute sucht er neue Ideen für ein neues Theaterstück.')		('6', '00:00:51,986 --> 00:00:56,200', 'Alors il cherche des idées pour écrire une nouvelle pièce.')
25	2	('11', '00:01:01,544 --> 00:01:05,280', 'Z.B. könnte die Heldin seines Stückes diese Frau hier sein.')		('8', '00:01:00,280 --> 00:01:06,238', "Par exemple, l'héroïne de sa prochaine pièce pourrait être cette femme.")
26	2	('12', '00:01:06,536 --> 00:01:09,040', 'Aber Friedrich übertreibt gerne ein bisschen.')		('28', '00:03:09,328 --> 00:03:16,200', 'Friedrich est soulagé, car sa pièce, "La Visite de la vieille dame", est un triomphe.')
27	2	('13', '00:01:09,185 --> 00:01:12,640', 'Also macht er die Frau einfach viel älter und grösser.')		('9', '00:01:06,389 --> 00:01:13,498', "Mais il aime exagérer les choses, alors il décide qu'elle doit être plus âgée, et plus grande.")
28	2	('14', '00:01:13,704 --> 00:01:16,160', 'Wie wäre es, wenn sie rote Haare hätte?')		('10', '00:01:13,634 --> 00:01:16,080', 'Et si elle avait des cheveux rouges ?')
29	2	('24', '00:01:58,966 --> 00:02:00,800', '* Schreien *')		('18', '00:02:02,716 --> 00:02:04,600', 'Ils pleurent.')
30	2	('28', '00:02:19,562 --> 00:02:23,040', 'Zu Hause schreibt Friedrich sein Stück auf.')		('21', '00:02:19,076 --> 00:02:21,964', 'Chez lui, il écrit sa pièce de théâtre.')
31	2	('30', '00:02:28,744 --> 00:02:32,560', 'Sie sind alle etwas komisch, wie die Geschichte selbst auch.')		('14', '00:01:26,110 --> 00:01:27,524', "Comme c'est amusant !")
32	2	('32', '00:02:43,024 --> 00:02:45,360', 'Etwas später ist Friedrich in Zürich.')		('23', '00:02:41,106 --> 00:02:44,240', 'Quelque temps plus tard, Friedrich est à Zurich.')
33	2	('33', '00:02:46,253 --> 00:02:50,040', 'Er ist stolz, heute wird sein Stück in einem grossen Theater aufgeführt.')		('24', '00:02:44,648 --> 00:02:51,599', 'Il est heureux, car sa pièce va être jouée pour la première fois dans un grand théâtre.')
34	2	('39', '00:03:19,306 --> 00:03:21,640', 'Das ist das Ende unserer Geschichte.')		('30', '00:03:19,151 --> 00:03:21,360', 'Ainsi se termine notre histoire.')
35	2	('41', '00:03:35,625 --> 00:03:36,275', 'SWISS TXT /')		('4', '00:00:40,928 --> 00:00:44,290', "C'est un auteur de romans très connu en Suisse.")
