id	aligned	de	it	fr
0	3	('1', '00:00:00,835 --> 00:00:02,773', 'sagt zuerst freundlich Nein. .')	('21', '00:01:23,999 --> 00:01:25,537', 'Bisogna dire NO.')	('23', '00:02:34,076 --> 00:02:35,837', '-Il faut leur dire NON !')
1	3	('3', '00:00:07,880 --> 00:00:13,213', 'Wenn euch jemand berührt oder aufdringlich wird, sagt zuerst freundlich Nein.')	('2', '00:00:08,222 --> 00:00:15,326', 'Se qualcuno mette la mano o si avvicina troppo a voi, dite gentilmente di no e vi allontanate.')	('2', '00:01:17,069 --> 00:01:24,170', '-Si quelqu\'un met la main ou s\'approche trop de vous, vous dites poliment: "Non, éloigne-toi, enlève ta')
2	3	('4', '00:00:13,901 --> 00:00:19,893', 'Aber wenn die Person dann weitermacht, muss man ihr klar und deutlich Nein sagen.')	('2', '00:00:08,222 --> 00:00:15,326', 'Se qualcuno mette la mano o si avvicina troppo a voi, dite gentilmente di no e vi allontanate.')	('4', '00:01:24,935 --> 00:01:33,046', 'Mais s\'il continue de vouloir vous embêter, eh bien, il faudra lui dire: "NON')
3	3	('5', '00:00:20,665 --> 00:00:21,973', '(Laut) Non!')	('21', '00:01:23,999 --> 00:01:25,537', 'Bisogna dire NO.')	('23', '00:02:34,076 --> 00:02:35,837', '-Il faut leur dire NON !')
4	3	('6', '00:00:22,669 --> 00:00:27,342', 'Ein scharfes Nein, kein langgezogenes Neiiin - das bringt nichts.')	('6', '00:00:27,452 --> 00:00:28,616', "E' inutile.")	('6', '00:01:36,877 --> 00:01:39,000', 'Ca, ça sert à rien.')
5	3	('7', '00:00:27,516 --> 00:00:29,693', 'Ein richtig scharfes Nein.')	('21', '00:01:23,999 --> 00:01:25,537', 'Bisogna dire NO.')	('6', '00:01:36,877 --> 00:01:39,000', 'Ca, ça sert à rien.')
6	3	('8', '00:00:30,480 --> 00:00:32,372', 'Könnt ihr das?')	('9', '00:00:33,798 --> 00:00:34,046', '-Sì.')	('8', '00:01:41,414 --> 00:01:44,351', 'Vous êtes capables de le faire ?')
7	3	('9', '00:00:33,074 --> 00:00:34,573', 'Also, steht mal bitte auf.')	('10', '00:00:34,211 --> 00:00:35,536', '-Allora alzatevi.')	('10', '00:01:45,200 --> 00:01:47,200', '-Alors mettez-vous debout.')
8	3	('10', '00:00:37,978 --> 00:00:42,156', 'Ich werde bis drei zählen, dann ruft ihr richtig hart:')	('11', '00:00:38,976 --> 00:00:40,656', 'Conto fino a 3.')	('11', '00:01:49,521 --> 00:01:51,400', "Je compte jusqu'à trois.")
9	3	('11', '00:00:42,270 --> 00:00:44,703', '"Nein!" Un, deux, trois!')	('13', '00:00:44,427 --> 00:00:47,047', '1, 2, 3... tutti gridano NO!!!')	('13', '00:01:55,030 --> 00:01:56,385', '1, 2, 3...')
10	3	('12', '00:00:44,834 --> 00:00:46,013', '- (Alle, laut) Non!')	('21', '00:01:23,999 --> 00:01:25,537', 'Bisogna dire NO.')	('14', '00:01:56,687 --> 00:01:57,138', '-NON')
11	2	('13', '00:00:46,785 --> 00:00:48,092', '* Kichern *')	('1', '00:00:02,007 --> 00:00:06,255', '* *')	
12	3	('15', '00:00:54,573 --> 00:01:01,533', 'Zwei Mitarbeitende des Vereins Patouch, was so viel heisst wie: "Finger weg", klären über Gewalt an Kindern und Jugendlichen auf.')	('15', '00:00:57,162 --> 00:01:02,576', "L'Associazione Patouch insegna agli alunni come proteggersi da abusi.")	('17', '00:02:06,635 --> 00:02:13,429', "Deux intervenants de l'association Patouch apprennent à ces enfants à s'en prémunir.")
13	3	('16', '00:01:02,233 --> 00:01:03,693', 'Was hast du heute gelernt?')	('16', '00:01:02,882 --> 00:01:04,736', "Sarah, cos'hai imparato oggi?")	('18', '00:02:13,607 --> 00:02:15,120', "-Qu'as-tu appris ?")
14	3	('17', '00:01:04,481 --> 00:01:10,093', 'Mich zu verteidigen und was Gewalt ist.')	('17', '00:01:05,334 --> 00:01:11,247', 'A difendermi... ...e cosa è la violenza.')	('19', '00:02:15,453 --> 00:02:22,000', "-A me défendre et qu'est-ce que c'est la violence.")
15	3	('18', '00:01:10,794 --> 00:01:12,653', 'Welche Arten der Gewalt gibt es?')	('18', '00:01:11,811 --> 00:01:14,008', 'Quali tipi di violenza ci sono?')	('20', '00:02:22,282 --> 00:02:25,080', '-Quels sont les types de violence ?')
16	3	('19', '00:01:13,393 --> 00:01:19,213', 'Physisch, psychisch, sexuell, verbal, erzieherisch, visuell.')	('19', '00:01:14,359 --> 00:01:20,007', 'Fisica, psichica, sessuale, verbale, educativa e visiva.')	('21', '00:02:25,367 --> 00:02:30,600', '-Physique, sexuel, psychologique, verbal, éducatif et visuel.')
17	3	('20', '00:01:19,906 --> 00:01:21,293', 'Und was muss man dann sagen?')	('26', '00:01:53,176 --> 00:01:55,141', '-A 8-10 anni non lo si sa.')	('29', '00:03:05,350 --> 00:03:06,680', '-On ne le sait pas.')
18	3	('21', '00:01:22,062 --> 00:01:24,132', 'Dann muss man Nein sagen.')	('21', '00:01:23,999 --> 00:01:25,537', 'Bisogna dire NO.')	('23', '00:02:34,076 --> 00:02:35,837', '-Il faut leur dire NON !')
19	3	('22', '00:01:26,286 --> 00:01:29,652', 'Nein sagen und fliehen - das hört sich einfach an.')	('22', '00:01:25,857 --> 00:01:27,617', 'Dire NO e poi scappare.')	('24', '00:02:35,990 --> 00:02:39,320', '-Dire NON, et partir pour fuir ces violences.')
20	3	('23', '00:01:30,340 --> 00:01:33,133', 'Im Ernstfall jedoch sieht es dann vielleicht ganz anders aus.')	('3', '00:00:15,908 --> 00:00:21,834', 'Ma se continuano a disturbarvi e a volervi toccare, dovete dire loro:')	('40', '00:03:45,760 --> 00:03:49,284', 'Ce genre de prévention aurait pu changer sa vie.')
21	3	('24', '00:01:33,842 --> 00:01:35,253', 'Wir sagen ihnen immer:')	('8', '00:00:33,218 --> 00:00:33,632', 'tutti:')	('15', '00:01:57,440 --> 00:01:58,004', '! -Nous')
22	3	('25', '00:01:35,950 --> 00:01:39,252', '"Wenn ihr flieht, ist das wie ein Schirm, der euch schützt."')	('24', '00:01:36,735 --> 00:01:44,537', 'Spieghiamo loro che scappare è come un grande ombrello che li protegge da più del 90% delle aggressioni.')	('27', '00:02:55,280 --> 00:03:02,640', 'Il y a juste un petit trou dans le parapluie où il faudra appeler au secours et se défendre.')
23	3	('27', '00:01:42,533 --> 00:01:47,608', '"Aber es gibt ein kleines Loch im Schirm, wo das nicht geht.')	('25', '00:01:45,088 --> 00:01:52,617', "Rimane solo un piccolo foro ed è nel caso di questo foro nell'ombrello che si devono difendere e chiamare aiuto.")	('27', '00:02:55,280 --> 00:03:02,640', 'Il y a juste un petit trou dans le parapluie où il faudra appeler au secours et se défendre.')
24	3	('28', '00:01:47,745 --> 00:01:51,172', 'Dann muss man um Hilfe rufen und sich verteidigen."')	('17', '00:01:05,334 --> 00:01:11,247', 'A difendermi... ...e cosa è la violenza.')	('19', '00:02:15,453 --> 00:02:22,000', "-A me défendre et qu'est-ce que c'est la violence.")
