id	aligned	de	it	fr
0	3	('1', '00:00:03,600 --> 00:00:03,886', '. Mit')	('18', '00:02:42,471 --> 00:02:48,360', "MA NEL PRATO C'E' GIA' UN'ALTRA MANDRIA.")	('1', '00:00:00,693 --> 00:00:27,480', '... ...')
1	2	('2', '00:00:04,024 --> 00:00:08,160', 'Untertiteln von SWISS TXT * Drollige, erwartungsvolle Klänge *')	('6', '00:01:01,968 --> 00:01:11,920', "SONO ROBUSTE, ADATTE ALLA MONTAGNA, PASSERANNO L'ESTATE SUGLI ALPEGGI.")	
2	2	('3', '00:00:30,200 --> 00:00:33,320', 'Heute in "Helvetius": die Ringkuhkämpfe.')	('13', '00:02:05,723 --> 00:02:13,720', 'ALLA FINE DEI COMBATTIMENTI, TORNANO TUTTE AMICHE.')	
3	3	('4', '00:00:33,480 --> 00:00:37,480', 'Unsere Geschichte spielt in den Alpen im Jahr 1922.')	('1', '00:00:33,095 --> 00:00:36,800', 'LA STORIA SI SVOLGE NELLE ALPI NEL 1922.')	('3', '00:00:31,560 --> 00:00:35,360', 'Notre histoire se passe dans les Alpes, en 1922.')
4	3	('5', '00:00:38,019 --> 00:00:44,640', "Es ist Frühling im Val d'Hérens und die Bauern lassen ihre Kühe nach dem langen Winter wieder auf die Weide.")	('3', '00:00:43,751 --> 00:00:49,640', 'DOPO IL LUNGO INVERNO, LE MUCCHE VOGLIONO STARE FUORI.')	('5', '00:00:38,622 --> 00:00:46,261', 'Il est temps de faire sortir les vaches qui, après un long hiver ont hâte de se dégourdir les jambes.')
5	2	('6', '00:00:44,785 --> 00:00:49,320', 'Sie freuen sich, draussen wieder auf ihren vier Hufen herumzuspringen.')	('7', '00:01:13,141 --> 00:01:17,960', 'ADORANO LE RISSE.')	
6	3	('8', '00:00:53,262 --> 00:00:55,215', '* Muhen * *')	('18', '00:02:42,471 --> 00:02:48,360', "MA NEL PRATO C'E' GIA' UN'ALTRA MANDRIA.")	('1', '00:00:00,693 --> 00:00:27,480', '... ...')
7	2	('9', '00:00:55,405 --> 00:00:57,120', 'Verspielte Klänge *')	('18', '00:02:42,471 --> 00:02:48,360', "MA NEL PRATO C'E' GIA' UN'ALTRA MANDRIA.")	
8	2	('13', '00:01:14,498 --> 00:01:16,383', 'Sie haben noch eine Besonderheit:')	('5', '00:00:57,980 --> 00:01:01,360', 'E SONO ANCHE PARTICOLARI.')	
9	3	('14', '00:01:16,501 --> 00:01:18,680', 'Sie lieben es, miteinander zu kämpfen.')	('23', '00:03:22,811 --> 00:03:34,760', 'OGGI I COMBATTIMENTI TRA REGINE SONO AVVENIMENTI IMPORTANTI IN SVIZZERA E SONO DIVENTATI DEI VERI E PROPRI SPETTACOLI.')	('9', '00:01:14,310 --> 00:01:18,280', 'Et surtout, elles adorent la bagarre.')
