id	aligned	de	it	fr
0	2	('1', '00:00:02,365 --> 00:00:04,778', '. Mit')	('25', '00:02:11,950 --> 00:02:12,976', 'Perché?')	
1	2	('3', '00:00:10,892 --> 00:00:11,852', 'Guten Morgen.')	('2', '00:00:15,862 --> 00:00:17,493', 'Buongiorno.')	
2	2	('4', '00:00:12,886 --> 00:00:14,812', 'Guten Morgen, guten Morgen.')	('2', '00:00:15,862 --> 00:00:17,493', 'Buongiorno.')	
3	2	('5', '00:00:15,512 --> 00:00:22,811', 'Mutter Rahel muss ihre sechsjährige Tochter Sharon sehr früh wecken, damit sie um 8 Uhr fit ist für den Kindergarten.')	('3', '00:00:19,010 --> 00:00:25,054', "Rahel deve svegliare presto la figlia Sharon affinché sia pronta per l'asilo alle 8:00.")	
4	2	('7', '00:00:29,209 --> 00:00:31,092', 'Eins, zwei, drei.')	('6', '00:00:32,767 --> 00:00:37,254', 'Uno, due e tre, espira.')	
5	2	('8', '00:00:32,040 --> 00:00:33,144', 'Eins, zwei, drei.')	('6', '00:00:32,767 --> 00:00:37,254', 'Uno, due e tre, espira.')	
6	2	('9', '00:00:33,282 --> 00:00:33,972', 'Raufziehen.')	('5', '00:00:29,381 --> 00:00:30,453', 'Andiamo di là.')	
7	2	('10', '00:00:34,665 --> 00:00:38,891', 'Sharon lebt mit der angeborenen Stoffwechselerkrankung Cystische Fibrose.')	('7', '00:00:38,410 --> 00:00:42,614', 'Sharon è affetta da fibrosi cistica, nota come mucoviscidosi.')	
8	2	('11', '00:00:39,585 --> 00:00:42,371', 'Ihr grösserer Bruder Dionys hat die Krankheit nicht.')	('8', '00:00:42,925 --> 00:00:47,894', 'Una sindrome metabolica congenita che non ha colpito suo fratello maggiore.')	
9	2	('12', '00:00:43,065 --> 00:00:49,451', 'Als Folge der Krankheit sind die Sekrete und Flüssigkeiten in den Atemwegen zäher als bei anderen Menschen.')	('9', '00:00:48,216 --> 00:00:54,294', 'A causa della malattia, le secrezioni e i liquidi nelle vie aeree sono più viscosi.')	
10	2	('13', '00:00:50,176 --> 00:00:50,771', 'Hoppala.')	('5', '00:00:29,381 --> 00:00:30,453', 'Andiamo di là.')	
11	2	('14', '00:00:51,459 --> 00:00:52,971', 'Deshalb ist inhalieren angesagt.')	('10', '00:00:54,601 --> 00:00:56,734', 'Per questo deve fare le inalazioni.')	
12	2	('16', '00:00:55,847 --> 00:00:57,771', 'Halte es mal so, zeige es!')	('5', '00:00:29,381 --> 00:00:30,453', 'Andiamo di là.')	
13	2	('17', '00:00:58,501 --> 00:00:59,851', 'Hier drückt sie.')	('30', '00:02:33,526 --> 00:02:34,456', 'Sì.')	
14	2	('19', '00:01:10,277 --> 00:01:17,570', 'Und dadurch, dass sie das einatmet, wird der Schleim in der Lunge möglichst flüssig gehalten.')	('11', '00:00:57,055 --> 00:01:03,094', 'Inspirando il vapore si cerca di mantenere il muco nei polmoni il più fluido possibile.')	
15	2	('20', '00:01:18,716 --> 00:01:30,010', 'Das hilft natürlich, um all die Viren und Bakterien rauszuschaffen, die bei ihr sonst einfach durch den Schleim festsitzen.')	('12', '00:01:04,910 --> 00:01:12,894', 'Ciò aiuta a espellere tutti i virus e i batteri che altrimenti rimangono bloccati nel muco.')	
16	2	('21', '00:01:32,326 --> 00:01:34,252', 'Was wir einfach raushusten.')	('5', '00:00:29,381 --> 00:00:30,453', 'Andiamo di là.')	
17	2	('22', '00:01:35,404 --> 00:01:36,371', 'Genau.')	('30', '00:02:33,526 --> 00:02:34,456', 'Sì.')	
18	2	('23', '00:01:37,059 --> 00:01:38,769', 'Der zähe Schleim schadet der Lunge.')	('9', '00:00:48,216 --> 00:00:54,294', 'A causa della malattia, le secrezioni e i liquidi nelle vie aeree sono più viscosi.')	
19	2	('25', '00:01:45,549 --> 00:01:52,171', "Sharon ist eine von ungefähr 1'000 Personen in der Schweiz, die mit dieser angeborenen Stoffwechselerkrankung leben.")	('15', '00:01:19,614 --> 00:01:26,375', "Sharon e circa 1'000 persone in Svizzera vivono con questa malattia genetica ed ereditaria.")	
20	2	('26', '00:01:52,878 --> 00:01:57,050', 'Die Eltern versuchen, ihr ein möglichst normales Leben zu ermöglichen.')	('16', '00:01:26,692 --> 00:01:34,494', 'I suoi genitori, che abitano a Waldkirch nel canton San Gallo, cercano di farle condurre una vita normale.')	
21	2	('28', '00:01:58,568 --> 00:01:59,666', 'Wohin gehst du jetzt?')	('17', '00:01:39,038 --> 00:01:40,315', '-Dove vai ora?')	
22	2	('29', '00:01:59,776 --> 00:02:00,930', '- In den Kindergarten.')	('18', '00:01:40,511 --> 00:01:41,494', "-All'asilo.")	
23	2	('30', '00:02:01,640 --> 00:02:02,600', 'Freust du dich?')	('19', '00:01:43,814 --> 00:01:44,843', '-Ti piace?')	
24	2	('31', '00:02:02,737 --> 00:02:03,754', '- Ja. #')	('20', '00:01:45,072 --> 00:01:45,415', '-Sì.')	
25	2	('32', '00:02:03,961 --> 00:02:05,411', 'Gumped alli so!')	('14', '00:01:16,487 --> 00:01:18,574', 'colpo di tosse Esatto.')	
26	2	('33', '00:02:07,208 --> 00:02:08,620', '# Hallihallo,')	('2', '00:00:15,862 --> 00:00:17,493', 'Buongiorno.')	
27	2	('34', '00:02:08,855 --> 00:02:11,091', 'schön sind ihr choo.')	('30', '00:02:33,526 --> 00:02:34,456', 'Sì.')	
28	2	('35', '00:02:11,841 --> 00:02:13,171', '# Hallihallo!')	('2', '00:00:15,862 --> 00:00:17,493', 'Buongiorno.')	
29	2	('36', '00:02:15,315 --> 00:02:20,090', 'Sharon kann wie alle anderen herumtoben - je mehr Bewegung, desto besser.')	('21', '00:01:46,145 --> 00:01:57,855', "cantano Sharon può scatenarsi come gli altri bambini, più movimento c'è, meglio è.")	
30	2	('38', '00:02:28,520 --> 00:02:31,046', 'Was hat es bei dir noch Spezielles drin?')	('23', '00:02:06,503 --> 00:02:08,415', "Cos'hai di speciale qui?")	
