id	aligned	de	it	fr
0	2	('2', '00:00:02,093 --> 00:00:06,480', 'Untertiteln von SWISS TXT * Drollige, erwartungsvolle Musik *')	('5', '00:01:13,556 --> 00:01:21,000', 'QUI TROVIAMO TESSUTI, VINI, TINTURE, GIOIELLI O SPEZIE ORIENTALI.')	
1	3	('3', '00:00:27,991 --> 00:00:30,360', 'Heute in "Helveticus": die Banken.')	('14', '00:02:55,526 --> 00:03:08,120', "ALCUNI BANCHIERI PRESTANO SOLDI IN CAMBIO DI UN RIMBORSO PIU' ELEVATO: QUESTO SI CHIAMA CREDITO.")	('2', '00:00:28,195 --> 00:00:31,440', '-Aujourd\'hui dans "Helveticus", les banques.')
2	3	('4', '00:00:31,974 --> 00:00:36,800', 'Unsere Geschichte spielt 1151 irgendwo in den Alpen.')	('1', '00:00:31,865 --> 00:00:36,680', 'SIAMO NEL 1151, SULLE ALPI.')	('3', '00:00:31,836 --> 00:00:36,440', 'Notre histoire commence en 1151, quelque part dans les Alpes.')
3	3	('5', '00:00:37,400 --> 00:00:47,120', 'Zu dieser Zeit überqueren viele Händler die Berge, um auf den grossen Märkten - z.B. in Genf oder Basel - Waren zu kaufen und zu verkaufen.')	('2', '00:00:36,818 --> 00:00:50,240', 'MOLTI COMMERCIANTI ATTRAVERSANO LE MONTAGNE PER RECARSI ALLE GRANDI FIERE, COME QUELLA DI GINEVRA O DI BASILEA.')	('4', '00:00:36,823 --> 00:00:45,760', 'Les commerçants traversent les montagnes pour aller dans des foires à Genève ou Bâle pour acheter ou vendre des marchandises.')
4	3	('8', '00:00:52,988 --> 00:00:59,040', 'Es sind nämlich viele Räuber unterwegs, die den Händler das ganze Geld und die Ware stehlen.')	('3', '00:00:50,419 --> 00:01:01,640', 'I CONVOGLI SONO SPESSO ASSALTATI DAI BRIGANTI CHE RUBANO TUTTI I SOLDI AI MERCANTI.')	('6', '00:00:50,505 --> 00:00:57,400', "Les convois sont souvent attaqués par des brigands qui volent tout l'argent de nos malheureux marchands.")
5	2	('9', '00:01:02,754 --> 00:01:03,494', '* Hämisches')	('5', '00:01:13,556 --> 00:01:21,000', 'QUI TROVIAMO TESSUTI, VINI, TINTURE, GIOIELLI O SPEZIE ORIENTALI.')	
6	3	('12', '00:01:13,466 --> 00:01:16,120', 'Hier kommen Waren aus der ganzen Welt an.')	('2', '00:00:36,818 --> 00:00:50,240', 'MOLTI COMMERCIANTI ATTRAVERSANO LE MONTAGNE PER RECARSI ALLE GRANDI FIERE, COME QUELLA DI GINEVRA O DI BASILEA.')	('8', '00:01:11,969 --> 00:01:20,880', "Ici, des marchandises arrivent du monde entier : textiles, vins, teintures, bijoux ou épices venues d'Orient.")
7	3	('14', '00:01:21,112 --> 00:01:28,800', 'Die Händler überlegen sich, was sie nur tun könnten, damit die Räuber ihnen das Geld nicht mehr wegnehmen.')	('6', '00:01:21,157 --> 00:01:28,440', 'I COMMERCIANTI SI CHIEDONO COME EVITARE LE RAPINE DEI BRIGANTI.')	('9', '00:01:21,264 --> 00:01:26,640', 'Nos commerçants veulent trouver comment éviter que les brigands ne les volent.')
8	3	('18', '00:01:46,863 --> 00:01:54,719', 'Um wieder an sein Geld zu kommen, gibt er das Papier einem anderen Freund, der ihm so viel Geld auszahlt, wie geschrieben steht.')	('8', '00:01:45,153 --> 00:01:58,640', "PER RECUPERARE IL DENARO, BASTA CHE DIA IL FOGLIO A UN ALTRO COLLEGA CHE GLIELO CAMBIERA' IN BASE ALLA SOMMA INDICATA SUL FOGLIO!")	('13', '00:01:44,941 --> 00:01:54,040', "Pour récupérer l'argent, il suffit de donner le papier à un autre collègue qui pourra le lui échanger contre la somme indiquée sur le papier.")
9	3	('24', '00:02:20,193 --> 00:02:26,760', 'Weil auf Märkten und Messen viele Waren die Besitzer wechseln, ist auch viel Geld im Umlauf.')	('2', '00:00:36,818 --> 00:00:50,240', 'MOLTI COMMERCIANTI ATTRAVERSANO LE MONTAGNE PER RECARSI ALLE GRANDI FIERE, COME QUELLA DI GINEVRA O DI BASILEA.')	('20', '00:02:23,023 --> 00:02:24,600', "Beaucoup d'argent circule.")
10	3	('25', '00:02:26,914 --> 00:02:30,320', 'Die Händler nennen sich mittlerweile Kaufläute.')	('2', '00:00:36,818 --> 00:00:50,240', 'MOLTI COMMERCIANTI ATTRAVERSANO LE MONTAGNE PER RECARSI ALLE GRANDI FIERE, COME QUELLA DI GINEVRA O DI BASILEA.')	('19', '00:02:20,345 --> 00:02:22,640', "Les foires sont des lieux d'échange.")
11	3	('26', '00:02:30,458 --> 00:02:32,520', 'Für sie läuft das Geschäft sehr gut.')	('12', '00:02:24,060 --> 00:02:30,520', 'PER I COMMERCIANTI, DIVENUTI CAMBIAVALUTE, GLI AFFARI PROSPERANO.')	('21', '00:02:24,982 --> 00:02:28,440', 'Pour nos commerçants cambistes, les affaires prospèrent.')
12	3	('29', '00:02:43,423 --> 00:02:46,200', 'Mit der Zeit werden die Banken immer grösser.')	('11', '00:02:17,816 --> 00:02:23,960', 'NELLE FIERE CI SONO MOLTI SOLDI CHE CIRCOLANO.')	('23', '00:02:36,582 --> 00:02:39,560', 'Les premières banques font ainsi leur apparition.')
13	3	('30', '00:02:46,347 --> 00:02:55,240', 'Auch wegen der reichen italienischen Händler und der Protestanten, die aus ihrem Land vertrieben wurden und Zuflucht in der Schweiz suchen.')	('13', '00:02:31,358 --> 00:02:54,600', "COSI' SI INSTALLANO NELLE CITTA' PER FONDARE LE PRIME BANCHE CHE SI SVILUPPERANNO GRAZIE A RICCHI MERCANTI ITALIANI E AI PROTESTANTI CHE, CACCIATI DAL LORO PAESE, SI RIFUGIANO IN SVIZZERA.")	('24', '00:02:43,585 --> 00:02:52,800', 'Les banques se développent grâce aux marchands italiens et aux protestants qui, chassés de leur pays, trouvent refuge en Suisse.')
14	3	('31', '00:02:55,384 --> 00:03:02,640', 'Darunter gibt es auch Bankiers, die nichts anderes tun, als Geld zu verleihen und einen Zins dafür zu verlangen.')	('14', '00:02:55,526 --> 00:03:08,120', "ALCUNI BANCHIERI PRESTANO SOLDI IN CAMBIO DI UN RIMBORSO PIU' ELEVATO: QUESTO SI CHIAMA CREDITO.")	('25', '00:02:55,540 --> 00:03:02,560', "Parmi eux se trouvent des banquiers dont l'activité est de prêter de l'argent contre un remboursement plus élevé.")
15	3	('32', '00:03:02,803 --> 00:03:04,720', 'Das wird Kredit genannt.')	('14', '00:02:55,526 --> 00:03:08,120', "ALCUNI BANCHIERI PRESTANO SOLDI IN CAMBIO DI UN RIMBORSO PIU' ELEVATO: QUESTO SI CHIAMA CREDITO.")	('26', '00:03:02,964 --> 00:03:05,000', "Cela s'appelle le crédit.")
