id	aligned	de	it	fr
0	3	('1', '00:00:01,600 --> 00:00:01,928', '. Mit')	('10', '00:01:35,635 --> 00:01:39,000', "MA COS'E' UN FOSSILE?")	('28', '00:02:35,168 --> 00:02:35,432', 'Oh !')
1	3	('3', '00:00:28,504 --> 00:00:31,360', 'Heute in "Helveticus": der Monte San Giorgio.')	('18', '00:02:49,753 --> 00:02:52,880', "LA MONTAGNA E' PIENA DI FOSSILI.")	('2', '00:00:27,944 --> 00:00:31,280', '-Aujourd\'hui dans "Helveticus", le Monte San Giorgio.')
2	3	('4', '00:00:32,384 --> 00:00:35,880', 'Unsere Geschichte spielt vor 250 Mio. Jahren im Tessin.')	('1', '00:00:32,157 --> 00:00:38,720', "LA NOSTRA STORIA INIZIA 250 MILIONI D'ANNI FA, IN TICINO.")	('3', '00:00:31,668 --> 00:00:36,720', "Notre histoire commence il y a 250M d'années dans la région du Tessin.")
3	3	('7', '00:00:51,825 --> 00:00:57,240', 'An einem schönen Tag veränderte ein grosses Erdbeben die Landschaft komplett.')	('4', '00:00:49,621 --> 00:00:55,200', 'UN GIORNO, UN TERRIBILE TERREMOTO MODIFICA IL PAESAGGIO.')	('6', '00:00:52,583 --> 00:00:56,880', 'Un jour, un terrible tremblement de terre modifie le paysage.')
4	3	('8', '00:00:57,385 --> 00:01:00,920', 'Es entstanden Berge wie der Monte San Giorgio und Seen.')	('5', '00:00:56,666 --> 00:01:03,560', 'APPAIONO MONTI COME IL SAN GIORGIO, POI DEI LAGHI E DELLE FORESTE.')	('7', '00:00:57,262 --> 00:01:02,076', 'Des montagnes comme le Monte San Giorgio apparaissent, puis des lacs.')
5	3	('9', '00:01:01,157 --> 00:01:03,040', 'Und sogar Wälder.')	('5', '00:00:56,666 --> 00:01:03,560', 'APPAIONO MONTI COME IL SAN GIORGIO, POI DEI LAGHI E DELLE FORESTE.')	('8', '00:01:02,241 --> 00:01:03,480', 'Même des forêts.')
6	3	('11', '00:01:09,422 --> 00:01:16,720', 'Er ist Geologe und hat die Aufgabe, Steine zu studieren, um herauszufinden, wie unser Planet vor langer Zeit aussah.')	('6', '00:01:03,921 --> 00:01:19,240', "QUALCHE MILIONE D'ANNI DOPO, UN GEOLOGO PASSEGGIA CON LA FIGLIA SUL MONTE SAN GIORGIO. STUDIA LE ROCCE PER CAPIRE COME FOSSE IL NOSTRO PIANETA MOLTO TEMPO FA.")	('11', '00:01:10,757 --> 00:01:16,680', 'Il étudie les cailloux pour comprendre à quoi ressemblait notre planète il y a longtemps.')
7	2	('12', '00:01:18,286 --> 00:01:20,120', '* Schreien *')	('8', '00:01:28,117 --> 00:01:33,160', "QUALCOSA BRILLA NELLA PIETRA: E' UN FOSSILE!")	
8	3	('13', '00:01:24,905 --> 00:01:28,360', 'Zum Glück hat unser Wissenschaftler einen harten Kopf.')	('7', '00:01:21,365 --> 00:01:28,000', 'FORTUNATAMENTE, IL NOSTRO SCIENZIATO HA LA TESTA DURA.')	('12', '00:01:23,949 --> 00:01:27,200', 'Heureusement, notre scientifique a la tête dure.')
9	3	('17', '00:01:40,110 --> 00:01:44,800', 'Das sind Skelette der Tiere, die vor Millionen von Jahren hier lebten.')	('11', '00:01:39,165 --> 00:01:49,480', "SONO GLI SCHELETRI DEGLI ANIMALI CHE VIVEVANO SOTT'ACQUA MILIONI D'ANNI FA.")	('18', '00:01:39,307 --> 00:01:45,320', "Ce sont les squelettes des animaux qui vivaient sous l'eau il y a des millions d'années.")
